201407070052,2014,7,7,"",0,"",60,10,Middle East & North Africa,Damietta,Damietta,31.417539,31.814443,1,0,"","07/07/2014: Assailants opened fire on the vehicle of Sherif Ahmed Mostafa Ghali in Damietta city, Damietta governorate, Egypt. Ghali, an Egyptian army officer, was killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Egyptian Army,First Lieutenant: Sherif Ahmed Mostafa Ghali,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Army officer shot dead in Damietta","\"\" Daily Star Egypt",July 7,"2014.\"","","",START Primary Collection,-9,-9
201407090012,2014,7,9,"",0,"",60,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1,1,"","07/09/2014: A roadside bomb detonated targeting a military vehicle near Arish city, North Sinai governorate, Egypt. One soldier was killed and four others were injured in the blast. No group claimed responsibility; however, sources attributed the attack to Ansar Bayt al-Maqdis (Ansar Jerusalem).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),Egyptian Armed Forces,Armored Vehicle,60,Egypt,"","","","","","","","","","","","","","","","",Ansar Bayt al-Maqdis (Ansar Jerusalem),"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",A roadside bomb was used in the attack.,1,0,0,4,0,0,1,4,Unknown,-99,An armored vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Egyptian soldier killed in Sinai explosion","\"\" Reuters",July 9,"2014.\"","\"\"\"Egyptian soldier killed in Sinai bombing","\"\" Agence France Presse -- English",July 9,"2014.\"","\"\"\"Xinhua: 1st LD: Egyptian Soldier Killed In Sinai Blast"
201407130044,2014,7,13,"",0,"",60,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1,0,"","07/13/2014: Assailants launched a rocket near Al-Dahya marketplace in Arish city, North Sinai governorate, Egypt. Seven people were killed and 25 others were wounded in the blast. This was one of two rocket attacks in Arish city on July 13, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar Bayt al-Maqdis (Ansar Jerusalem).",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Egyptian Armed Forces,Compound,60,Egypt,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Market,60,Egypt,"","","","","","","","",Ansar Bayt al-Maqdis (Ansar Jerusalem),"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","","",7,0,0,25,0,0,1,3,Minor (likely < $1 million),-99,A supermarket was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty numbers for this attack conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","\"\"\"Eight killed in twin   blasts   in Egypt's Sinai","\"\" Philippines News Agency",July 14,"2014.\"","\"\"\"Sinai residential area hit with rockets",eight killed,"\"\" UPI",July 14,"2014.\""
201407130045,2014,7,13,"",0,"",60,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1,0,"","07/13/2014: Assailants launched two rockets at a security camp in Arish city, North Sinai governorate, Egypt. One soldier was killed and three others were wounded in the attack. This was one of two rocket attacks in Arish city on July 13, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar Bayt al-Maqdis (Ansar Jerusalem).",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Egyptian Armed Forces,Camp,60,Egypt,"","","","","","","","","","","","","","","","",Ansar Bayt al-Maqdis (Ansar Jerusalem),"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Rockets were used in the attack.,1,0,0,3,0,0,-9,"","","",It is unknown if a security camp was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Eight killed in twin   blasts   in Egypt's Sinai","\"\" Philippines News Agency",July 14,"2014.\"","\"\"\"Sinai residential area hit with rockets",eight killed,"\"\" UPI",July 14,"2014.\""
201407130064,2014,7,13,"",0,"",60,10,Middle East & North Africa,Giza,Sixth of October,29.997915,30.963032,1,0,"","07/13/2014: Three explosive devices detonated near an electricity pylon in Sixth of October city, Giza governorate, Egypt. There were no reported casualties; however, the pylon was damaged in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,107,Electricity,Unknown,Power Pylon,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An electricity pylon was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Cairo power pylon targeted by bombs: security","\"\" Agence France Presse -- English",July 13,"2014.\"","\"\"\"Small bombs target power pylon in western Cairo","\"\" Big News Network",July 14,"2014.\"","\"\"\"Cairo power pylon targeted by bombs"
201407150121,2014,7,15,"July 1-31, 2014",1,"",60,10,Middle East & North Africa,North Sinai,Rafah,31.250196,34.24128,1,1,"","07/00/2014: Sometime between July 1 and July 31, 2014, assailants abducted a civilian near Rafah, North Sinai, Egypt. The hostage was released the following day. No group claimed responsibility for the incident; however, sources attributed the attack to the Sinai Province of the Islamic State and noted that victim was accused of being an army informant.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,60,Egypt,"","","","","","","","","","","","","","","","",Sinai Province of the Islamic State,"","","","","","The specific motive is unknown; however, sources posited that the Sinai Province of the Islamic State targeted Abu Ahmed because the group believed he was working with the military.",0,"","",0,3,0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Kalashnikovs were used in the attack.,0,0,0,0,0,0,0,"","","","",1,1,0,"",1,"","",0,"","","","","",2,Hostage(s) released by perpetrators,1,"","\"\"\"Islamic State: Bedouins risking their lives fighting militants for little reward","\"\" ABC Premium News (Australia)",December 28,"2016.\"","","",START Primary Collection,0,0
201407170024,2014,7,17,"",0,"",60,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065,1,1,"Incident occurred south of Sheikh Zuweid, North Sinai governorate.","07/17/2014: Assailants opened fire on a security post south of Sheikh Zuweid town, North Sinai governorate, Egypt. Two soldiers were wounded in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Egyptian Army,Post,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,2,0,0,-9,"","","",It is unknown if a security post was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Gunmen Kill Police Officer in Sinai's Arish","\"\" AllAfrica.com",July 20,"2014.\"","\"\"\"Two soldiers injured in the northern Sinai town of Sheikh Zeweid","\"\" Al Ahram",July 17,"2014.\"",""
201407180037,2014,7,18,"",0,"",60,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1,0,"","07/18/2014: Assailants opened fire on a police officer in Arish city, North Sinai governorate, Egypt. The police officer was killed in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Egyptian National Police (ENP),Officer,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Egyptian police officer shot dead in Sinai","\"\" Business Recorder",July 19,"2014.\"","\"\"\"Gunmen Kill Police Officer in Sinai's Arish","\"\" AllAfrica.com",July 20,"2014.\"","\"\"\"Egyptian police officer shot dead in North Sinai"
201407190018,2014,7,19,"",0,"",60,10,Middle East & North Africa,New Valley,Farafah,27.058452,27.969925,1,0,"","07/19/2014: Assailants armed with machineguns and rocket-propelled grenades (RPGs) attacked the El-Farafah border security checkpost in New Valley governorate, Egypt. At least 25 people, including three assailants and 22 soldiers, were killed and three soldiers were injured in the ensuing clash; in addition, an ammunition depot was damaged and two explosives-laden vehicles were discovered and defused during the attack. Ansar Bayt al-Maqdis (Ansar Jerusalem) claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,2,Armed Assault,"","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Egyptian Border Guard,Border Checkpost,60,Egypt,"","","","","","","","","","","","","","","","",Ansar Bayt al-Maqdis (Ansar Jerusalem),"","","","","","",0,"","",0,-99,0,1,10,Unknown,"","","","","","","",6,Explosives,15,Vehicle,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","Two explosives-laden vehicles, rocket-propelled grenades (RPGs), and machine guns were used in the attack.",25,0,3,3,0,"",1,4,Unknown,-99,An ammunition depot was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","\"\"\"Gunmen kill 21 Egyptian soldiers in checkpoint attack","\"\" Agence France Presse -- English",July 19,"2014.\"","\"\"\"Egyptian troops killed at checkpoint","\"\" BBC",July 19,"2014.\"","\"\"\"Death toll rises to 22 in Egypt border post attack"
201407190042,2014,7,19,"",0,"",60,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1,1,"","07/19/2014: Assailants detonated an explosive device near an gas pipeline south of Arish city, North Sinai governorate, Egypt. No one was injured; however, the pipeline was destroyed in the blast. No group claimed responsibility; however, sources attributed the incident to Muslim fundamentalists.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,106,Gas,Unknown,Gas Pipeline,60,Egypt,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,-99,A pipeline was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Militants   blow up gas pipeline in Egypt's Sinai","\"\" Philippines News Agency",July 21,"2014.\"","","",START Primary Collection,-9,-9
201407200035,2014,7,19,"",0,"",60,10,Middle East & North Africa,North Sinai,Rafah,31.250196,34.24128,1,0,"","07/19/2014: A rocket fired from the Gaza Strip landed in Rafah city, North Sinai governorate, Egypt. One Egyptian soldier was wounded. No group claimed responsibility for the incident; however, authorities suspected that the rocket was intended for Israel.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Egyptian Armed Forces,Soldier,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",A rocket was used in the attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"'Likely stray'   rocket   from Gaza wounds Egyptian soldier: officials","\"\" Agence France Presse -- English",July 19,"2014.\"","\"\"\"Rafah rocket likely stray from Gaza: Security official","\"\" Daily Star Egypt",July 20,"2014.\"",""
201407210027,2014,7,21,"",0,"",60,10,Middle East & North Africa,North Sinai,Rafah,31.250196,34.24128,1,0,"","07/21/2014: Assailants opened fire on Sheteiwi Abu Maraheel in Rafah city, Sinai governorate, Egypt. Maraheel, a pro-government tribal leader, was killed in the attack. This was one of two attacks on pro-government tribal leaders in Rafah on this day. No group claimed responsibility for the incident; however, security officials asserted that Muslim fundamentalists carried out the attack because of Maraheel's supposed connections to Egyptian authorities.",1,1,1,0,"","",1,1,0,1,Assassination,"","","","",14,Private Citizens & Property,68,Named Civilian,Not Applicable,Sawarka Tribal Elder: Sheteiwi Abu Maraheel,60,Egypt,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","The specific motive is unknown; however, sources speculated that the victim was targeted due to his connection with Egyptian security forces.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Islamic   militants   kill 2 tribal leaders in Egypt","\"\" The Associated Press",July 21,"2014.\"","\"\"\"2 tribal leaders killed in North Sinai","\"\" Daily Star Egypt",July 22,"2014.\"",""
201407210028,2014,7,21,"",0,"",60,10,Middle East & North Africa,North Sinai,Rafah,31.250196,34.24128,1,0,"","07/21/2014: Assailants opened fire on Hassan Al-Baiera in Rafah city, Sinai governorate, Egypt. Al-Baiera, a pro-government tribal leader, was killed in the attack. This was one of two attacks on pro-government tribal leaders in Rafah on this day. No group claimed responsibility for the incident; however, security officials asserted that Muslim fundamentalists carried out the attack because of Al-Baiera's supposed connections to Egyptian authorities.",1,1,1,0,"","",1,1,0,1,Assassination,"","","","",14,Private Citizens & Property,68,Named Civilian,Not Applicable,Sawarka Tribal Elder: Hassan Al-Baiera,60,Egypt,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","The specific motive is unknown; however, sources speculated that the victim was targeted due to his connection with Egyptian security forces.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Islamic   militants   kill 2 tribal leaders in Egypt","\"\" The Associated Press",July 21,"2014.\"","\"\"\"2 tribal leaders killed in North Sinai","\"\" Daily Star Egypt",July 22,"2014.\"",""
201407230027,2014,7,23,"",0,"",60,10,Middle East & North Africa,North Sinai,Unknown,30.608472,33.617577,4,0,"","07/23/2014: Security forces shot and killed a suicide bomber wearing an explosives-laden belt who attempted to attack an Israeli military base from North Sinai governorate, Egypt. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,1,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Israel Defense Forces (IDF),Kerem Shalom Border Crossing,97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,0,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","",An explosive device and a separate explosive belt was used in the attack.,1,0,1,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Egyptian army thwarts two attacks against Israel","\"\" Jerusalem Post",July 24,"2014.\"","\"\"\"Egyptian Army Thwarts Suicide Bomber Attack Against Israel","\"\" Algemeiner.com",July 24,"2014.\"","\"\"\"Egypt army prevents 2 attacks on Israel near border"
201407230028,2014,7,23,"",0,"",60,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065,1,0,"","07/23/2014: Security forces launched a rocket at a vehicle transporting rockets set to be imminently fired at Israeli and Egyptian military bases in Sheikh Zuweid town, North Sinai governorate, Egypt. At least two assailants were killed. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Israel Defense Forces (IDF),Bases,97,Israel,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Egyptian Armed Forces,Bases,60,Egypt,"","","","","","","","",Unknown,"","","","","","",0,"","",0,5,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Grad rockets were used in the attack.,2,0,2,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","\"\"\"Egyptian army thwarts two attacks against Israel","\"\" Jerusalem Post",July 24,"2014.\"","\"\"\"Egyptian Army Thwarts Suicide Bomber Attack Against Israel","\"\" Algemeiner.com",July 24,"2014.\"","\"\"\"Egypt army prevents 2 attacks on Israel near border"
201407250029,2014,7,25,"",0,"",60,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065,1,0,"","07/25/2014: Assailants opened fire on a vehicle carrying two senior security officials in Sheikh Zuweid city, North Sinai governorate, Egypt. The two officials were killed in the assault. Ansar Bayt al-Maqdis (Ansar Jerusalem) claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",3,Police,25,Police Security Forces/Officers,Egyptian National Police (ENP),Senior Official: Mohammad Salma Abd Robo Al-Surak,60,Egypt,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Egyptian Army,Senior Official: Brigadier Amr Fath Salah Amara,60,Egypt,"","","","","","","","",Ansar Bayt al-Maqdis (Ansar Jerusalem),"","","","","","",0,"","",0,-99,0,1,7,"Posted to website, blog, etc.","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,1,4,Unknown,-99,An armored vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Gunmen shoot dead security commanders in Egypt's Sinai","\"\" Agence France Presse -- English",July 25,"2014.\"","\"\"\"Two police officers killed in North Sinai","\"\" Daily Star Egypt",July 26,"2014.\"","\"\"\"Gunmen kill 2 officers in Egypt's restive Sinai"
201407260041,2014,7,26,"",0,"",60,10,Middle East & North Africa,North Sinai,Gora,31.082872,34.146267,1,0,"","07/26/2014: Assailants launched a rocket at a residential area in Gora town, North Sinai governorate, Egypt. Four civilians were killed and four others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim fundamentalists.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Egyptian Armed Forces,Soldiers,60,Egypt,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Houses,60,Egypt,"","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",A rocket was used in the attack.,4,0,0,4,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","\"\"\"Rocket attack kills girl in Egypt's Sinai: security","\"\" Agence France Presse -- English",July 29,"2014.\"","\"\"\"Egypt says fighters killed in Sinai clashes","\"\" Al Jazeera",July 27,"2014.\"","\"\"\"Mortar attack kills four children in Egypt's Sinai"
201407280035,2014,7,28,"",0,"",60,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065,1,1,"","07/28/2014: Assailants launched a rocket, intended to target a security patrol, near a civilian residence south of Sheikh Zuweid town, North Sinai governorate, Egypt. One civilian was killed and one other was wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Egyptian Armed Forces,Patrol,60,Egypt,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,60,Egypt,"","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources speculated that the attack was carried out in retaliation to the deaths of members of an armed group by the military the previous week.",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",A rocket was used in the attack.,1,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Rocket attack kills girl in Egypt's Sinai: security","\"\" Agence France Presse -- English",July 29,"2014.\"","\"\"\"Rocket attack kills girl in Egypt's Sinai","\"\" Philippines News Agency",July 29,"2014.\"","\"\"\"Xinhua Middle East news summary at 2200 GMT"
201407300033,2014,7,30,"",0,"",60,10,Middle East & North Africa,Giza,Al-Shurafa,29.732586,31.303039,1,0,"","07/30/2014: An explosive device detonated prematurely while assailants were on their way to carry out an attack in Al-Shurafa area, Giza governorate, Egypt. Three assailants were killed in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",20,Unknown,"","",Unknown,Unknown,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",3,0,3,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Egyptian media: 3 militants die in car explosion","\"\" The Associated Press",July 30,"2014.\"","\"\"\"Three dead in Egypt as planned bomb attack fails","\"\" Agence France Presse -- English",July 30,"2014.\"","\"\"\"Car bomb   claims 3  in Egypt"
201407300036,2014,7,30,"",0,"",60,10,Middle East & North Africa,Giza,Giza,30.022924,31.185192,1,1,"","07/30/2014: Security forces intercepted a vehicle carrying explosive devices, intended to target an electricity pylon, in Giza city, Giza governorate, Egypt. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,107,Electricity,Unknown,Power Pylon,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Car bomb explodes",another prevented in Giza,"\"\" Daily Star Egypt",July 30,"2014.\"","\"\"\"Giza car bombs were targeting electricity pylons: Police","\"\" Al Ahram",July 30,"2014.\""
201408030002,2014,8,3,"",0,"",60,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065,1,0,"","08/03/2014: Assailants fired a rocket into Sheikh Zuweid town, North Sinai governorate, Egypt. The rocket was targeting a passing security patrol; however, it missed the intended target and struck a civilian home. One person was killed and four others were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Egyptian Armed Forces,Patrol,60,Egypt,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,60,Egypt,"","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources speculated that the attack may have been carried out in retaliation for an Egyptian security operation that killed over 50 militants in the previous week.",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",A rocket was used in the attack.,1,0,0,4,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Child killed in rocket attack in Egypt's Sinai","\"\" Xinhua General News Service",August 3,"2014.\"","\"\"\"Child killed",three people injured as shell fell on a house in Egypt's Sinai,"\"\" BBC Monitoring Middle East - Political Supplied by BBC Worldwide Monitoring",August 3,"2014.\""
201408040007,2014,8,4,"",0,"",60,10,Middle East & North Africa,North Sinai,Gora,31.082872,34.146267,1,0,"","08/04/2014: Assailants opened fire on a Multinational Force and Observers (MFO) camp near Gora village, North Sinai governorate, Egypt. A United States (US) civilian contractor was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",Multinational Force and Observers (MFO),Camp,422,International,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,1,1,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"American MFO soldier shot in Sinai","\"\" The Daily Star Online",August 5,"2014.\"","\"\"\"US peacekeeping soldier shot in Egypt's Sinai","\"\" Al Ahram",August 5,"2014.\"","\"\"\"US peacekeeping soldier shot in Egypt's Sinai"
