200604010019,2006,4,1,"",0,"",60,10,Middle East & North Africa,Cairo (Governorate),Cairo,30.084629,31.334314,1,0,"","04/01/2006: Noaman Gomaa, the estranged leader of the opposition al-Wafd Party, and some of his supporters stormed the party's HQ in Dokki district, Cairo, Egypt. The perpetrators were attempting to occupy the premises, when one of the perpetrators shot at the party employees and journalists after being angered by their refusal to accept Gomaa's orders to them to leave the place. An unknown number of party members were injured in the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Al-Wafd Party of Egypt,Al-Wafd Party Headquarters,60,Egypt,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Political system of Egypt,Al-Wafd Party's Newspapers,60,Egypt,"","","","","","","","",Unknown,"","","","","",Retribution on those who removed Gomaa from leadership of the Party,0,"","",0,"",15,-9,"","","","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,8,0,0,-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","Counsellor Abdel-Wahed issued an arrest warrant for Noaman Gomaa. In a statement, the syndicate asked the authorities concerned to intervene, arrest the perpetrators and put them on trial and to secure the paper's HQ. Gomaa and 14 of his supporters were arrested after the 10 hr clash. At least 28 people were injured. --Gomaa, who was sacked by party leaderships in January, still claimed to be the party leader and says he had been ousted by a small group of rebels.  --Prosecutors investigated charges against Gomaa such as intimidation, incitement to riot, use of an unlicensed weapon with intent to kill, and destruction of property. On April 17, prosecutors said they were ordering Gomaa's release on bail of 10,000 Egyptian pounds as his questioning was finished and he was in poor health.","�Egypt: Attorney General Orders Launch of Probe Into Wafd Incident,�   Cairo MENA in English, April 03, 2006.","\"�Sacked leader's supporters storm office, 8 shot,\"\"  ABC Premium News (Australia)",April 01,"2006.\"","�Egyptian Press 2 Apr 06,� Egypt -- OSC Report in Arabic, April 02, 2006.",CETIS,-9,-9,0
197810010002,1978,10,1,"",0,"",60,10,Middle East & North Africa,"",Unknown,30.608472,33.617577,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,"",Military installation near Eilat,97,Israel,"","","","","","","","","","","","","","","","",Palestinians,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Automatic firearm; Explosives,2,"","","","","",1,2,Major (likely >= $1 million but < $1 billion),1000000,"",1,7,0,"","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
200604140017,2006,4,14,"",0,"",60,10,Middle East & North Africa,Alexandria (Governorate),Alexandria,31.198056,29.919167,1,0,"","04/14/2006: An attacker deemed to be mentally unstable entered Mary Girgis Church in Al-Hadra area of Alexandria, Egypt, armed with sharp objects and injured three people with a knife.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Coptic Community in Alexandria,"Saint Georges, the Two Saints and Abu Keer  churches",60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",1,1,1,0,"","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knives and swords were used while other sources said machetes were used,0,0,0,3,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The governor of Alexandria, General Abdel Sallam Mahgoub, told state-run television that a mentally unstable 25-year-old carrying two knives had carried out the attacks in three different churches in Alexandria, wounding two men before he was pursued and arrested. The Interiror Ministry identified his as Mahmud Salah-al-Din abd-al-Raziq Husayn, a confectionary shop employee and a student discharged from the Reserve Officers Faculty due to schizophrenia, but this was dismissed by many as a minimization of the event. --Fadi Mikha'il Hunayn, aged 42, sustained a wound in the left thigh and Naji Butrus Labib, aged 18, had a wound on the upper thigh. Hanna Ibrahim Isa sustained a wound to the left thigh and an artery.  --After the funeral of one of the victims, clashes broke out where Muslims and Copts attacked each other with sticks in the northern city's downtown area and stones were thrown from nearby buildings. Initial reports said the clashes left at least 15 people injured and four vehicles in flames, according to an interior ministry source.","�Clashes in Egypt as Copts blame church attacks on 'terrorist' plot,� Agence France Presse -- English, April 15, 2006.","�Egyptian Ministry Says Churches Attacked by Mentally Ill Person,� Cairo MENA (Internet Version-WWW) in Arabic,� April 14, 2006.","�3 Coptic churches in Egypt attacked,� The International Herald Tribune, April 15, 2006.",CETIS,-9,-9,0,-9,"200604140017, 200604140018, 200604140019"
197904190003,1979,4,19,"",0,"",60,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"",Main Post Office,60,Egypt,"","","","","","","","","","","","","","","","",Eagles of the Palestinian Revolution,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",4,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200604140018,2006,4,14,"",0,"",60,10,Middle East & North Africa,Alexandria (Governorate),Alexandria,31.198056,29.919167,1,0,"","04/14/2006: An attacker armed with sharp objects entered Saints Church in Alexandria, Egypt, and killed one person and injured two. No group claimed responsibility for the attack.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Coptic Community in Alexandria,Two Saints Church,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",1,1,1,0,"","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knives and swords were used while other sources said machetes were used.,1,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The governor of Alexandria, General Abdel Sallam Mahgoub, told state-run television that a mentally unstable 25-year-old carrying two knives had carried out the attacks in all three churches in Alexandria that occurred one after the other, wounding up to 6 people before he was arrested. The Interior Ministry identified his as Mahmud Salah-al-Din abd-al-Raziq Husayn, a confectionary shop employee and a student discharged from the Reserve Officers Faculty due to schizophrenia, being admitted to Al-Ma'mura hospital in 2004, but this was dismissed by many as a minimization of the event. --The appeals judge at Alexandria preliminary ordered Husayn to be placed in a mental institution for 45 days observation for sanity. The Alexandria prosecution accused Husayn of murder, attempted murder, attacking a house of worship, and having unlicensed cold steel weapons. --The injury of the dead citizen, Nusihi Ata Girgis, was a deep wound in the abdomen. Qazman Wafiq Zikhari, aged 68, sustained a wound in the right side of his abdomen and Maykil Bisadah Adib sustained a deep wound in the left arm. --After the funeral of one of the victims, clashes broke out where Muslims and Copts attacked each other with sticks in the northern city's downtown area and stones were thrown from nearby buildings. Initial reports said the clashes left at least 15 people injured and four vehicles in flames, according to an interior ministry source.","�Clashes in Egypt as Copts blame church attacks on 'terrorist' plot,� Agence France Presse -- English, April 15, 2006.","�Egyptian Ministry Says Churches Attacked by Mentally Ill Person,� Cairo MENA (Internet Version-WWW) in Arabic,� April 14, 2006.","�3 Coptic churches in Egypt attacked,� The International Herald Tribune, April 15, 2006.",CETIS,-9,-9,0,-9,"200604140018, 200604140017, 200604140019"
198001060001,1980,1,6,"",0,"",60,10,Middle East & North Africa,"",Alexandria,31.198056,29.919167,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Coptic Christian Church,"",60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",8,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200604140019,2006,4,14,"",0,"",60,10,Middle East & North Africa,Alexandria (Governorate),Alexandria,31.198056,29.919167,1,0,"","04/14/2006: An attacker armed with sharp objects entered the Virgin Mary Church in Muharam Beck neighborhood of Alexandria, Egypt, but escaped before injuring anyone, being pursued and caught during his trial to enter a church in Umar Lutfi Street, Bab Sharq (District).  No group claimed responsibility for the attack.",1,1,1,0,"","",1,0,0,2,Armed Assault,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Coptic Community in Alexandria,Virgin Mary Church,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",1,1,1,0,"","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knives and swords were used while other sources said machetes were used.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The governor of Alexandria, General Abdel Sallam Mahgoub, told state-run television that a mentally unstable 25-year-old carrying two knives had carried out the attacks in all three churches in Alexandria that occurred one after the other, wounding up to 6 people before he was arrested. The Interiror Ministry identified his as Mahmud Salah-al-Din abd-al-Raziq Husayn, a confectionary shop employee and a student discharged from the Reserve Officers Faculty due to schizophrenia, being admitted to Al-Ma'mura hospital in 2004, but this was dismissed by many as a minimization of the event. --The appeals judge at Alexandria preliminary ordered Husayn to be placed in a mental institution for 45 days observation for sanity. The Alexandria prosecution accused Husayn of murder, attempted murder, attacking a house of worship, and having unlicensed cold steel weapons. --After the funeral of one of the victims, clashes broke out where Muslims and Copts attacked each other with sticks in the northern city's downtown area and stones were thrown from nearby buildings. Initial reports said the clashes left at least 15 people injured and four vehicles in flames, according to an interior ministry source.","�Clashes in Egypt as Copts blame church attacks on 'terrorist' plot,� Agence France Presse -- English, April 15, 2006.","�Egyptian Ministry Says Churches Attacked by Mentally Ill Person,� Cairo MENA (Internet Version-WWW) in Arabic,� April 14, 2006.","�3 Coptic churches in Egypt attacked,� The International Herald Tribune, April 15, 2006.",CETIS,-9,-9,0,-9,"200604140019, 200604140017, 200604140018"
198001060002,1980,1,6,"",0,"",60,10,Middle East & North Africa,Alexandria,Alexandria,31.198056,29.919167,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Coptic Christian Church,"",60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200604240001,2006,4,24,"",0,"",60,10,Middle East & North Africa,South Sinai (Governorate),Dahab,28.509136,34.513634,1,0,"","04/24/2006: Three explosives hidden in bags took place in the Dahab tourist resort in southern Sinai, Egypt. The first two explosions were successive and occurred in front of a bar and cafeteria while the third one was less powerful and occurred in front of a supermarket. The blasts left eighteen people killed, including five foreigners and 87 others injured, among them 29 were foreigners. The Egyptian authorities confirmed that there were no threats prior to the explosions. Security agencies and anti-terrorism forces had been able to determine the identity of the perpetrators. The fugitive terrorist leader Nasr Khamis al-Malahi who was also responsible for terrorist attacks in Taba and Sharm al-Shaykh was behind the attack in Dahab.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",18,Tourists,97,Tourist,Egyptian civilians.,Tourists in Dahab resort.,60,Egypt,18,Tourists,97,Tourist,International tourists,Tourists in Dahab resort,999,Multinational,1,Business,"","","","","","",Egyptian Tawhid and Jihad,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",18,0,0,87,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"\"\"Egyptian Hotel Owner Says No Suicide Bombers Involved in Sinai Blasts",� Cairo Nile News TV,April 24,"2006.\"","\"\"\"Report: Egyptian Minister Says Dahab Blasts Kill 18",Injure 83,� OSC FEature,April 27,"2006.\""
198004300001,1980,4,30,"",0,"",60,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,"",Synagogue,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
