201501050068,2015,1,5,"",0,"",32,9,Eastern Europe,Plovdiv,Plovidiv,42.135408,24.74529,1,0,"","01/05/2015: An assailant set fire to the Hudavendigar Mosque in Plovdiv city, Plovdiv province, Bulgaria. There were no casualties in the incident, but the mosque sustained damage. Police later arrested Viktor Alexandrov, who confessed to the attack.",1,1,1,1,4,Lack of Intentionality,0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Hudavendigar Mosque,Mosque,32,Bulgaria,"","","","","","","","","","","","","","","","",Anti-Muslim extremists,"","","","","","",0,"","",1,1,1,1,8,Personal claim,"","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",Petrol was used in the attack.,0,0,0,0,0,0,1,4,Unknown,-99,The Hudavendigar Mosque was damaged in this attack.,0,"","","","","","","","","","","","","","","",There is reason to doubt that this incident meets terrorism-related criteria because the assailant stated that he was drunk during the incident and so may have lacked the necessary intention.,"\"\"\"Bulgarian Mosque attacked",fire extinguished,"\"\" World Bulletin",January 7,"2015.\"","\"\"\"Bulgarian court jails man for trying to set fire to Plovdiv mosque","\"\" The Sofia Globe",April 27,"2015.\""
201506210050,2015,6,21,"",0,"",32,9,Eastern Europe,Grad Sofia,Sofia,42.698758,23.321396,1,0,"","06/21/2015: An explosive device detonated in front of a Ministry of Agriculture building in Sofia city, Grad Sofia oblast, Bulgaria. No casualties were reported. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Bulgarian Ministry of Agriculture,Agency of Selection and Reproduction of Stock Breeding Building,32,Bulgaria,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A homemade explosive device was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office building was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"None injured in bomb explosion in front of administrative building in Bulgaria capital","\"\" Focus Bulgaria",June 22,"2015.\"","\"\"\"Bomb Exploded in Sofia State Agency Building","\"\" Sofia News Agency",June 22,"2015.\"",""
201610270101,2016,10,27,"",0,"",32,9,Eastern Europe,Grad Sofia,Sofia,42.697141,23.332389,1,1,The incident occurred in the Stolichna district.,"10/27/2016: Two assailants attacked Krasimir Kanev near Sofia, Grad Sofia, Bulgaria. Kanev, the head of the Bulgarian Helsinki Committee, was injured in the assault. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",12,NGO,61,Domestic NGO,Bulgarian Helsinki Committee,Head: Krasimir Kanev,32,Bulgaria,"","","","","","","","","","","","","","","","",Unknown,"","","","","","\"The specific motive is unknown; however, sources noted that the Helsinki Committee had been accused of being \"\"anti-national.\"\" Sources also noted that the Helsinki Committee supported refugees.\"",0,"","",0,2,0,0,"","","","","","","","","",9,Melee,22,"Hands, Feet, Fists","","","","","","","","","","","","","",0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Bulgaria's growing far-right activism raises short-term death and injury risk",anti-immigrant/minority protests likely to intensify in 2017,"\"\" IHS Global Insight",October 31,"2016.\"","\"\"\"Bulgaria Helsinki Chief Links Assault to Nationalism","\"\" BalkanInsight.com",October 28,"2016.\""
