200708100001,2007,8,10,"",0,"",1002,9,Eastern Europe,Podgorica,Podgorica,42.4392,19.266,1,0,Near Padrus hill in Podgorica,"08/10/2007: An under construction, Serbian Orthodox church, was blown up near Podgorica, Serbia and Montenegro. No one was reportedly hurt or injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Serbian Orthodox church,Serbian Orthodox church,175,Serbia-Montenegro,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Montenegro: Serbian Orthodox church under construction blown up,� BBC Monitoring Europe - Political, August 10, 2007.","�Church Blast May Have �Far-Reaching Consequences� in Montenegro � Party,� BBC Monitoring International Reports, August 10, 2007.","",CETIS,-9,-9,1,1,""
200103190005,2001,3,19,"",0,"",1002,9,Eastern Europe,Podgorica,Podgorica,42.4392,19.266,1,0,Outside the Montenegrin capital's Justice and Education ministries building on Vuka Karadzica Street,"03/19/2001: A car bomb suspected to be connected to a timer exploded outside of the Montenegrin Justice and Education Ministries building around 8:00pm in Podgorica, Montenegro.  The owner of the vehicle, Milan Radulovic, was killed in the explosion.  No group claimed responsibility for the attack.  A judge with the high court opened an investigation at the site of the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,68,Named Civilian,Private citizens in Podgorica,Milan Radulovic,1002,Montenegro,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive was unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",It was thought that the bomb was connected to a timer in the car that was set to explode when Radulovic opened the door of the car.,1,0,0,0,0,0,1,4,Unknown,"",The bomb was in the car,0,"","","","","","","","","","","","","","","","Radulovic was 34 years old and was pronounced dead upon arriving at the hospital.  After the incident, Svetlana Vujanovic, an on-call investigative judge with the high court, initiated an investigation at the site of the bombing.","\"\"\"Car bomb blast in Montenegrin capital kills man","\"\" Agence France-Presse",March 19,"2001.\"","\"\"\"One dies in blast outside ministries in Montenegrin capital","\"\" SRNA News Agency",March 19,"2001.\"",""
