199610120003,1996,10,12,"",0,"",220,12,Australasia & Oceania,"",Port Vila,-17.734818,168.322029,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),17,Head of State,Govt,President Jean-Marie Leye,220,Vanuatu,"","","","","","","","","","","","","","","","",Vanuatu Mobile Force (VMF),"","","","","","",0,"","",0,138,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,0,"","","",Vanuatu,0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
199611080005,1996,11,8,"",0,"",220,12,Australasia & Oceania,Shefa,Port Vila,-17.734818,168.322029,1,0,"","",1,1,1,0,"","",0,1,0,5,Hostage Taking (Barricade Incident),"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Govt,Advisor to VMF,14,Australia,"","","","","","","","","","","","","","","","",Vanuatu Mobile Force (VMF),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,0,"","","",Vanuatu,0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
