201410270048,2014,10,27,"",0,"",58,2,Central America & Caribbean,Distrito Nacional,Santo Domingo,18.471297,-69.891941,1,0,"","10/27/2014: An assailant set fire to a backpack on a subway car in Santo Domingo city, National district, Dominican Republic. At least 35 people were injured in the attack. No group claimed responsibility for the attack; however, security officers arrested and charged an individual, Frankelis Holguin, in connection with the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",19,Transportation,102,Subway,Santo Domingo Metro,Train,58,Dominican Republic,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,35,0,0,1,4,Unknown,-99,A subway vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Arson in Santo Domingo subway",at least 35 hurt(Update4),"\"\" Dominican Today",October 28,"2014.\"","\"\"\"At least 35 said hurt in   arson   on Dominican capital's underground","\"\" BBC Monitoring Latin America - Political Supplied by BBC Worldwide Monitoring",October 28,"2014.\""
201702140041,2017,2,14,"",0,"",58,2,Central America & Caribbean,San Pedro de Macoris,San Pedro de Macoris,18.454394,-69.301685,1,0,"","02/14/2017: An assailant shot and killed radio journalists Luis Manuel Medina and Leonidas Martinez during a broadcast at the 103.5 FM studio in San Pedro de Macoris, Dominican Republic. Another studio employee was injured in the attack. No group claimed responsibility for the incident; however, colleagues suspected that the attack may have been related to the victims' controversial reporting.",0,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,"","","","",10,Journalists & Media,54,Radio Journalist/Staff/Facility,LAN 103.5 FM,"Journalists: Luis Manuel Medina, Leonidas Martinez, Dayana Garcia",58,Dominican Republic,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources suspected that the attack may have been related to the targeted journalists' controversial journalism.",0,"","",0,-99,-99,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,1,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","",There is doubt that this incident meets terrorism-related criteria. Police officials stated that the attack was likely motivated by a personal vendetta. The victims included Dayana Garcia.,"\"\"\"Two journalists killed during Facebook Live broadcast","\"\" Al Jazeera",February 15,"2017.\"","\"\"\"Colleagues fear whitewash in murder of Dominican journalists on Facebook Live","\"\" The Guardian",February 19,"2017.\"",""
