201304120009,2013,4,12,"",0,"",201,4,East Asia,Hsinchu,Hsinchu,24.803596,120.964398,1,0,"","04/12/2013: A time bomb was discovered and defused on a Taiwan High Speed Rail Corporation train in Hsinchu city, Hsinchu county, Taiwan. No group claimed responsibility for the incident; however, Hu Tsung-hsian and Chu Ya-dong were arrested on April 16th, 2013 in connection with the incident.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,Taiwan High Speed Rail Corporation,Bullet Train,201,Taiwan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,2,0,"","","","","","","","","",6,Explosives,14,Time Fuse,"","","","","","","","","","","","",A timed explosive device containing five liters of gasoline and concealed in a suitcase was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Train explosives","\"\" CNN",April 12,"2013.\"","\"\"\"Taiwan Investigates Suspects in Bullet Train Bombing Attempt","\"\" Bloomberg",April 17,"2013.\"","\"\"\"Taiwan Authorities Seize Bomb Close To Detonation On Train Car"
201304120025,2013,4,12,"",0,"",201,4,East Asia,New Taipei,New Taipei,24.9667,121.433,1,0,Incident occurred in Tucheng area of city,"04/12/2013: Two suitcase bombs were found in the office of Taiwanese legislator Lu Chia-chen in Tucheng area, New Taipei City, New Taipei City special municipality, Taiwan. The explosive devices failed to explode. Two people, Hu Tsung-hsian and Chu Ya-dong, were arrested on April 16th, 2013 in connection with the attack.",1,1,1,0,"","",1,0,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Legislative Yuan,Member: Lu Chia-chen,201,Taiwan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,2,0,"","","","","","","","","",2,Chemical,30,Explosive,"","","","","","","","","","","","","Two suitcase bombs containing gasoline, hydrochloric acid, and sodium cyanide were used in the attack.",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Taiwan Investigates Suspects in Bullet Train Bombing Attempt","\"\" Bloomberg",April 17,"2013.\"","\"\"\"Taiwan high-speed train bombers arrested in China: Reports","\"\" Taiwan News Online",April 16,"2013.\"","\"\"\"High speed rail bomb incident will soon be solved: Minister"
