201411040088,2014,11,4,"",0,"",201,4,East Asia,Taipei,Taipei,25.033333,121.633333,1,0,"","11/04/2014: An assailant in a vehicle attempted to attack the presidential residence in Taipei, Taiwan. The car was stopped near a gate after the tires were pierced by spikes placed at the residence. There were no reported casualties in the attack. An unaffiliated individual, identified as Chen Ping-sung, claimed responsibility for the incident and stated that he was attempting to voice his concerns about the medical system in Taiwan.",1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",2,Government (General),17,Head of State,People's Republic of China,Presidential Office Building,44,China,"","","","","","","","","","","","","","","","",Unknown,"","","","","","An unaffiliated individual, identified as Chen Ping-sung, claimed responsibility for the incident and stated that he was attempting to voice his concerns about the medical system in Taiwan.",0,"","",1,1,1,1,8,Personal claim,"","","","","","","",10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Presidential guard cut in sword attack","\"\" Taipei Times Online",August 19,"2017.\"","\"\"\"Car rammed into president's residence to draw attention to cause","\"\" Focus Taiwan",November 4,"2014.\"","\"\"\"President safe after man crashes car outside official residence"
201602280038,2016,2,28,"",0,"",201,4,East Asia,Taipei,Taipei,25.046689,121.539533,1,0,The incident occurred in the Sonshan district.,"02/28/2016: An assailant threw Molotov cocktails at the Chinese Nationalist Party (KMT) headquarters in Taipei, Taiwan. There were no reported casualties in the attack. In a note left at the scene, the assailant demanded that the Chinese Nationalist Party (KMT) return all land and property to Taiwan.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Chinese Nationalist Party (KMT),Headquarters,201,Taiwan,"","","","","","","","","","","","","","","","",Separatists,"","","","","","In a note left at the scene, an unaffiliated individual, identified as Lin Ta-chou, claimed responsibility for the incident and demanded that the Chinese Nationalist Party (KMT) return all land and property to Taiwan.",0,"","",1,1,1,1,5,Note left at scene,"","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",Four Molotov cocktails were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The KMT headquarters were damage in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Arson attack at KMT headquarters","\"\" Focus Taiwan",February 28,"2016.\"","\"\"\"228 REMEMBERED: KMT headquarters hit by arsonist","\"\" Taipei Times Online",February 28,"2016.\"","\"\"\"KMT: Suspect in KMT HQ Arson Case: 'I Seek TW Independence'"
201708180017,2017,8,18,"",0,"",201,4,East Asia,Taipei,Taipei,25.040132,121.511301,1,0,The incident occurred at the intersection of Bo'ai Road and Zhangsha Street.,"\"08/18/2017: An assailants armed with a sword stabbed and injured a military police officer guarding the Presidential Office Building at the intersection of Bo'ai Road and Zhangsha Street in Taipei, Taiwan. The assailant was subdued and arrested by additional officers. An unaffiliated individual, identified as Lu Chun-yi, claimed responsibility for the incident and stated that he wanted to display his \"\"political position.\"\"\"",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Republic of China Armed Forces,Police Officers,201,Taiwan,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of the Republic of China,President Tsai Ing-wen,201,Taiwan,"","","","","","","","",Unknown,"","","","","","\"An unaffiliated individual, identified as Lu Chun-yi, claimed responsibility for the incident and stated that he wanted to display his \"\"political position.\"\"\"",0,"","",1,1,1,1,8,Personal claim,"","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",A sword was used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A display case was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Presidential guard cut in sword attack","\"\" Taipei Times Online",August 19,"2017.\"","\"\"\"Sword-wielding assailant says he planned to assassinate President Tsai","\"\" Focus Taiwan",August 19,"2017.\"","\"\"\"Presidential office guard attacked by assailant"
