201006100004,2010,6,10,"",0,"",107,7,Central Asia,Chuy Province,Tokmok,42.82383,75.292488,1,0,"The attack took place in a trade center in Tomkok, Chuy province, Kyrgyzstan.","06/10/2010: On Thursday afternoon around 1600, in Tokmok, Chuy, Kyrgyzstan, at least four people were injured by flying glass when a grenade exploded in a trade center. It is unclear whether or not the grenade was thrown or if it was planted on the second floor of the traded center by an unidentified assailant. According to one source, an unidentified assailant left a remote controlled explosive device on the second floor in a package, while another source reported that an unidentified assailant threw a grenade. No damages were reported and no group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",Civilians,107,Kyrgyzstan,1,Business,3,Bank/Commerce,"",A trade center was targeted in the attack.,107,Kyrgyzstan,"","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",A grenade was used in the attack.,0,0,0,4,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","The majority bomb type reported was used. The most recent available sources listed no fatalities from this attack, and the injuries for this attack from four to six, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","\"Jane's Intelligence, \"\"Grenade Attack Injures Four in Kyrgyzstan's Chuy","\"\" Terrorism Watch Report",June 10,"2010.\"","\"Times of Central Asia, \"\"Grenade Explosion In Kyrgyzstan Injures Four","\"\" LexisNexis Academic",Times of Central Asia,June 11,"2010.\""
201105060010,2011,5,6,"",0,"",107,7,Central Asia,Bishkek,Bishkek,42.870022,74.587883,1,0,"The attack took place at a school in Bishkek, Kyrgyzstan.","05/06/2011: On Friday, in Bishkek, Kyrgyzstan, a school security guard located a homemade device in the courtyard of the 20th school. Police were notified, who determined the device was a bomb, and then called the State National Security Committee for a bomb disposal expert. The device was found to weigh about one kilogram, and was made from a paint can filled with explosives, nuts, bolts, and screws. Bomb disposal officers were able to disarm the device without incident, resulting in damages or casualties. No group has claimed responsibility for the incident. Police arrested one person suggested of planting the bomb on 05/12/2011.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",8,Educational Institution,49,School/University/Educational Building,"",A school,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,1,1,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","","A one kilogram improvised explosive device consisting of a paint can that was filled with explosives, nuts, bolts, and screws was used in the attack.",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","Times of Central Asia, �Suspect Held for Attempted Bombing of Kyrgyz School,� LexisNexis Academic, Times of Central Asia, May 14, 2011.","Zhang Xiang, �Kyrgyzstan Arrests Man Suspected of Bomb Attack,� Xinhua News Agency, May 13, 2011, http://news.xinhuanet.com/english2010/world/2011-05/13/c_13873283.htm.","",ISVG,-9,-9,0,-9,""
201403270024,2014,3,27,"",0,"",107,7,Central Asia,Chuy,Tokmok,42.83329,75.283469,1,0,"","03/27/2014: An explosive device planted in the vehicle of Ruslan Abasov detonated in Tokmok city, Chuy province, Kyrgyzstan. Abasov, a kickboxing champion, was killed and his wife was wounded in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Kickboxer: Ruslan Abasov,107,Kyrgyzstan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",An explosive-laden SUV was used in the attack.,1,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty numbers for this attack conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","\"\"\"Car bomb blast kills kickboxing champion in Kyrgyzstan","\"\" Azeri-Press Information Agency",March 27,"2014.\"","\"\"\"Prominent Kyrgyz Kickboxer Dies In Apparent Assassination","\"\" Radio Free Europe",March 27,"2014.\"","\"\"\"Prominent Kyrgyz Kickboxer Dies In Car Blast"
