197607100002,1976,7,10,"",0,"",20,2,Central America & Caribbean,Saint Michael,Bridgetown,13.1,-59.616667,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,"",British West Indies Airways Offices,20,Barbados,"","","","","","","","","","","","","","","","",Coordination of the United Revolutionary Organization (CORU),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),2000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
197610060001,1976,10,6,"",0,"",20,2,Central America & Caribbean,Christ Church,Grantly Adams International Airport,13.077333,-59.493008,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",Cubana Airlines DC-8,51,Cuba,"","","","","","","","","","","","","","","","",Coordination of the United Revolutionary Organization (CORU),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,73,"","",0,"","",1,2,Major (likely >= $1 million but < $1 billion),2000000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
199202260005,1992,2,26,"",0,"",20,2,Central America & Caribbean,Saint Joseph,Saint Joseph,13.20232,-59.52676,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",18,Tourists,96,Tour Bus/Van,"",Tourist Bus*,20,Barbados,18,Tourists,96,Tour Bus/Van,"",Tourist Bus*,217,United States,"","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol - .38 caliber,3,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
