200901050010,2009,1,5,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,The attack took place in Brussels.,"01/05/2009: On Monday night, in Brussels, Belgium, an arson attempt was made on the Beth Hillel Liberal synagogue when two vehicles, one loaded with firebombs consisting of paper and petrol as the accelerants, crashed into the building. No casualties were reported, however, the building was somewhat damaged. No motive was reported and no group claimed responsibility.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Beth Hillel Liberal synagogue,The Beth Hillel Liberal synagogue was attacked.,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","","A vehicle loaded with firebombs, with paper and petrol as the accelerants were used in the attack.",0,0,0,0,0,0,1,4,Unknown,"",The attack caused an unknown amount of property damage.,0,"","","","","","","","","","","","","","","","","\"Israel National News, Nissan Ratzlav-Katz, \"\"Flaming Vehicle Rammed into Synagogue","\"\"  http://www.israelnationalnews.com/News/News.aspx/129250 (January 06","2009).\"","\"European Jewish Press, Maud Swinnen, \"\"Unknown Assailants Set Fire to the Door of Brussels Synagogue","\"\" http://www.ejpress.org/article/33379 (January 6","2009).\"","",ISVG,-9
201203120009,2012,3,12,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,Occurred at the Rida Islamic Center near the Brussels South railway station,"03/12/2012: A man threw a firebomb at the Rida Islamic Center in Brussels city, Brussels region, Belgium. The imam of the mosque was killed and another person injured in the attack. The perpetrator, a Sunni, stated that he attacked the Shia mosque because he blamed Shias for the ongoing violence in Syria.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,85,Religious Figure,Rida Shiite Mosque,Imam: Abdallah Dadou,21,Belgium,"","","","","","","","","","","","","","","","",Sunni Muslim extremists,"","","","","","The man who claimed responsibility for setting fire to the mosque said he did so because he wanted to scare the Shiite community, whom he saw as responsible for the violence in Syria.",0,"","",1,1,1,1,8,Personal claim,"","","","","","","",8,Incendiary,20,Gasoline or Alcohol,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","A knife, an axe, and petrol were used in the attack.",1,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,The mosque was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Belgium's Muslims in shock after deadly mosque   arson","\"\" Agence France Presse -- English",March 13,"2012.\"","\"\"\"Axe-wielding arsonist kills imam in Brussels mosque","\"\" Agence France Presse -- English",March 13,"2012.\"","\"\"\"Belgian Minister Suggests Inter-Religious Strife To Blame for Mosque Arson"
201405240153,2014,5,24,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","05/24/2014: Assailants opened fire on visitors of the Jewish Museum in Brussels city, Brussels capital region, Belgium. At least four people, including two Israeli tourists, a French tourist, and a Belgian museum worker, were killed in the assault. Mehdi Nenmouche, an Islamic State of Iraq and Levant (ISIL) member who had recently returned from Syria, claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,Jewish Museum of Belgium,Jewish Museum,21,Belgium,"","","","","","","","","","","","","","","","",Islamic State of Iraq and the Levant (ISIL),"","","","","","The specific motive is unknown; however, sources posited that the attack was related to anti-Semitism.",0,"","",0,1,1,1,6,Video,"","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,"","","","","","","","",A Kalashnikov rifle and a handgun were used in the attack.,4,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","\"\"\"BBC News - France arrests Syria jihad suspects as Nemmouche held","\"\" BBC Online",June 2,"2014.\"","\"\"\"Three dead in   gunman attack   on Brussels Jewish Museum","\"\" Agence France Presse -- English",May 24,"2014.\"","\"\"\"Jewish museum shooting suspect 'is Islamic State torturer'"
