200811010022,2008,2,22,"",1,10/31/2008,208,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,Southern Tunisia,"\"2/22/2008: Al-Qa ida in the Lands of the Islamic Maghreb (AQLIM) kidnapped two Austrian tourists as they were vacationing in Tunisia.  In a recorded statement, AQLIM declared that the kidnapping was in response to the massacre of \"\"our brothers in Gaza\"\"; they also sent out a warning to Western tourists planning to vacation in Tunisia.  The two hostages",Wolfgang Ebner and Andrea Kloiber,were released in Mali on October 31,"2008.\"",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",18,Tourists,97,Tourist,Austrian tourists,"Wolfgang Ebner and Andrea Kloiber, two Austrian tourists in Tunisia",208,Tunisia,"","","","","","","","","","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),"","","","","","\"The assailants stated that the incident was in response to the killing of \"\"our brothers in Gaza\"\" and that it was a warning to other western tourists\"",0,"","",0,-99,0,1,7,"Posted to website, blog, etc.","","","","","","",0,13,Unknown,"","","","","","","","","","","","","","",No specific mention of weapons was made,0,0,0,0,0,0,0,"","","","",1,2,0,"",252,Mali,Mali,0,"","","","","",2,Hostage(s) released by perpetrators,2,"","\"\"\"Austrian hostages released by terror group","\"\" CNN",October 31,"2008.\"","\"\"\"Austrian hostages freed in Sahara-Austria minister","\"\" Reuters"
201105150024,2011,5,15,"",0,"",208,10,Middle East & North Africa,Tataouine,Remada,32.31863,10.395596,1,1,The attack occurred near the Djebel Nakrif mountain to the south of Remada.,"05/15/2011: On Sunday morning, in the Djebel Nakrif area south of Remada, Tataouine, Tunisia, two militants, a 32-year-old Algerian national and a 31-year-old Libyan, which had recently crossed into Tunisia from Libya attempted to attack Tunisian border guards with a manual bomb and suicide explosive belt. The manual bomb that the militants threw at the Tunisian border guards failed to detonate and the guards were able to confiscate and defuse the suicide explosive belt before it could be detonated. No material damages or casualties were reported in the attack. No group claimed responsibility for the attempted attack, although Al Qaeda in the Islamic Maghreb was thought to be responsible.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,1,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Tunisian Military,Tunisian security forces,208,Tunisia,"","","","","","","","","","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),"","","","","",The specific motive for the attack is unknown.,1,"","",0,2,0,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,16,Unknown Explosive Type,"","","","","","","","",A bomb and a suicide improvised explosive device were used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Xinhua News Agency, \"\"Guards Arrest Two Terrorists in Southern Tunisia","\"\" Xinhua News Agency",May 15,2011,"http://news.xinhuanet.com/english2010/world/2011-05/15/c_13876000.htm.\"","\"Sylvia Westall & Tarek Amar \"\"Tunisia Arrests Al Qaeda Suspects with Bombs","\"\" Reuters",May 15,2011
201105180008,2011,5,18,"",0,"",208,10,Middle East & North Africa,Siliana,Rouhia,35.651733,9.055869,1,0,"The attack occurred in Rouhia, Siliana, Tunisia.","05/18/2011: On Wednesday, in Rouhia, Siliana, Tunisia, two Tunisian soldiers and two policemen were killed when militants fired upon Tunisian security forces with unknown firearms. It is unknown if the attack caused any property damage. No group claimed responsibility, but the militant group Al-Qaeda in the Islamic Maghreb (AQIM) was thought to be responsible for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Rouhia Law Enforcement,Tunisian police officers,208,Tunisia,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Tunisian Military,Tunisian military soldiers were targeted in the attack.,208,Tunisia,"","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,4,0,0,0,0,0,-9,"","","",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Reuters, \"\"Three Tunisian Officers Die in Clash With Armed Men","\"\" Reuters",May 18,2011,"http://af.reuters.com/article/topNews/idAFJOE74H09J20110518.\"","\"Sylvia Westall, \"\"Al Qaeda Suspected in Deadly Tunisia Clash","\"\" Reuters",May 18,2011
201107190010,2011,7,19,"",0,"",208,10,Middle East & North Africa,Zaghouan,Zaghouan,36.400202,10.143981,1,1,"","07/19/2011: On Tuesday, near Zaghouan, Zaghouan, Tunisia, unidentified militants detonated two improvised explosive devices damaging a natural gas pipeline; no casualties were reported. An unknown amount of material damage was inflicted on the natural gas pipeline. No group has claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,106,Gas,"",A natural gas pipeline was targeted in the attack.,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",Two improvised explosive devices were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The attack caused an unknown amount of property damage to the pipeline.,0,"","","","","","","","","","","","","","","","","Jane�s Intelligence, �IED Attack Targets Gas Pipeline in Tunisia's Zaghouan,� Terrorism Watch Report, Reuters, July 20, 2011.","Daily Star, �Tunisia's Main Islamist Party Ennahda Denies it is Behind Recent Riots throughout Country,� LexisNexis Academic, Daily Star, July 20, 2011.","Agency Tunis Afrique Press, �Attempted Sabotage of Trans-Tunisian Gas Pipeline,� LexisNexis Academic, Agency Tunis Afrique Press, July 19, 2011.",ISVG,-9,-9,0,-9,""
201209140016,2012,9,14,"",0,"",208,10,Middle East & North Africa,Tunis,Tunis,36.849971,10.268827,1,0,"","09/14/2012: Assailants armed with petrol bombs raided and set fire to the United States embassy in Tunis, Tunisia. At least four Tunisian demonstrators were killed and 46 demonstrators were injured in the ensuing clashes with police personnel. This was one of two arson attacks targeting American entities in Tunis on this date. No group claimed responsibility for the incidents; however, sources stated that Ansar al-Sharia (Tunisia) leaders coordinated the attacks.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,United States Department of State,Fleet of Cars,217,United States,"","","","","","","","","","","","","","","","",Ansar al-Sharia (Tunisia),"","","","","","The specific motive is unknown; however, sources noted that the attack was carried out in response to the the release of a film that defamed the Prophet Mohammad.",0,"","",0,-99,-99,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,12,Other,"","","","","","","","","","",Petrol bombs and thrown stones were used in the attack.,4,0,"",46,0,"",1,4,Unknown,-99,An embassy and several vehicles were damaged in this attack.,0,"","","","","","","","","","","","","","","","The attack occurred in the midst of ongoing protests in opposition to a film considered offensive to Islam that took place across the Middle East and North Africa. Casualty number conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","\"\"\"Tunisia jails Salafist leader in U.S. embassy attack for 1 year","\"\" Reuters News",October 24,"2012.\"","\"\"\"Tunisia death toll rises to four in U.S. embassy attack","\"\" Reuters News",September 15,"2012.\"","\"\"\"Two dead as protesters attack U.S. embassy in Tunisia"
201209140017,2012,9,14,"",0,"",208,10,Middle East & North Africa,Tunis,Tunis,36.852998,10.269302,1,0,"","09/14/2012: Assailants raided and set fire to the American Cooperative School of Tunis in Tunis, Tunisia. There were no reported casualties, though the school was damaged in the assault. This was one of two arson attacks targeting American entities in Tunis on this date. No group claimed responsibility for the incidents; however, sources stated that Ansar al-Sharia (Tunisia) leaders coordinated the attacks.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",8,Educational Institution,49,School/University/Educational Building,United States Department of State,American Cooperative School of Tunis,217,United States,"","","","","","","","","","","","","","","","",Ansar al-Sharia (Tunisia),"","","","","","The specific motive is unknown; however, sources noted that the attack was carried out in retaliation to the release of a film that defamed the Prophet Mohammad.",0,"","",0,-99,-99,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,11,Sabotage Equipment,"","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,-99,"A school was damaged and several items, including 700 laptops and musical equipment, were stolen in this attack.",0,"","","","","","","","","","","","","","","",The attack occurred in the midst of ongoing protests in opposition to a film considered offensive to Islam that took place across the Middle East and North Africa.,"\"\"\"Tunisia jails Salafist leader in U.S. embassy attack for 1 year","\"\" Reuters News",October 24,"2012.\"","\"\"\"Two dead as protesters attack U.S. embassy in Tunisia","\"\" Reuters News",September 14,"2012.\"","\"\"\"Anti-American Protests Flare Beyond the Mideast"
201210160026,2012,10,16,"",0,"",208,10,Middle East & North Africa,Manouba,La Manouba,36.807759,10.101064,1,0,"","10/16/2012: Assailants set fire to the Shrine of Saida Manoubia in La Manouba city, Manouba governorate, Tunisia. The shrine was destroyed in the attack. Additionally, four employees who were present during the attack were robbed. Authorities arrested five individuals, identified as Muslim fundamentalists, who claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,87,Affiliated Institution,Not Applicable,Shrine of Saida Manoubia,208,Tunisia,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,8,0,1,8,Personal claim,"","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",Tires and petrol were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A sufi Saida Manoubia shrine was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Masked men torch key Sufi shrine in Tunis","\"\" Agence France Presse -- English",October 16,"2012.\"","\"\"\"Salafists Charged for Sufi Shrine Attack","\"\" Magharebia",December 5,"2012.\"",""
201301120028,2013,1,12,"",0,"",208,10,Middle East & North Africa,Tunis,Sidi Bou Said,36.869832,10.341369,1,0,"","01/12/2013: Assailants set fire to the mausoleum in Sidi Bou Said town, Tunis governorate, Tunisia. There were no reported casualties resulting from the fire; however, the mausoleum was damaged. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,87,Affiliated Institution,Sidi Bou Said Mausoleum,Mausoleum,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mausoleum was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Tunisian officials slam mausoleum arson attack","\"\" Tunisian Press Agency",January 13,"2013.\"","","",START Primary Collection,-9,-9
201301220036,2013,1,22,"",0,"",208,10,Middle East & North Africa,Sousse,Akouda,35.871389,10.569722,1,0,"","01/22/2013: Assailants hurled Molotov cocktails at the shrine of Sidi Ahmed Ouerfelli in Akouda town, Sousse governorate, Tunisia. No one was hurt in the attack, and it is not known how badly the shrine was damaged. No group claimed responsibility; however, officials attributed the attack to Muslim fundamentalists.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,87,Affiliated Institution,Sidi Ahmed Uwerfelli Shrine,Shrine,208,Tunisia,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","The specific motive is unknown; however, sources speculated that the Sufi shrine may have been targeted because such shrines are viewed as against the beliefs of Wahhabi Islam.",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",Molotov cocktails were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A shrine was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Salafists blamed after Sufi shrine torched in Tunisia","\"\" Agence France Presse -- English",January 23,"2013.\"","\"\"\"Salafists Torch Sufi Shrine in Sousse","\"\" All Africa",January 25,"2013.\"","\"\"\"Tunisia;  Salafists Torch Sufi Shrine in Sousse"
201302060011,2013,2,6,"",0,"",208,10,Middle East & North Africa,Tunis,Tunis,36.818767,10.165588,1,0,"","02/06/2013: Assailants opened fire on Chokri Belaid outside of his private residence in Tunis city, Tunis, Tunisia. Belaid, the General Secretary for the Democratic Patriots party and the coordinator of the Popular Front Coalition, was killed in the assault. No group claimed responsibility; however, officials attributed the attack to Ansar al-Sharia.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Democratic Patriots' Movement,Secretary-General: Chokri Belaid,208,Tunisia,"","","","","","","","","","","","","","","","",Ansar al-Sharia (Tunisia),"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","The victim, Chokri Belaid, was critical of the Islamist-led government in Tunisia and served as a leader of the opposition party, the Democratic Patriots. Belaid's fellow party members blamed the attack on supporters of the Islamist Ennahda party. Representatives from the Ennahda party denied these claims. The Islamic State of Iraq and the Levant (ISIL) later claimed responsibility for the attack in December of 2014, even though the group was not established until two months after this incident.","\"\"\"Video claims responsibility for Tunisia killings","\"\" The Associated Press",December 18,"2014.\"","\"\"\"Tunisia releases photos of politician's suspected   assassin","\"\" Agence France Presse -- English",April 13,"2013.\"","\"\"\"LEAD: Senior Tunisian opposition politician assassinated Eds: Adds details"
201303310040,2013,3,31,"",0,"",208,10,Middle East & North Africa,Sousse,Hergla,36.033333,10.5,1,0,"","03/31/2013: Perpetrators set fire to a bar and sports facility in Hergla, Sousse governorate, Tunisia. No damage information is known. No group claimed responsibility for this attack.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",18,Tourists,98,Other Facility,Hergla Beach Resort,Bar and Watersports Facility,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The bar and water sports facilities of a resort were damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Bomb attack deals blow to Tunisia tourism revival","\"\" Travel Weekly",April 8,"2013.\"","\"\"\"Arson attack threatens Tunisias efforts to boost its tourism","\"\" Kenya Star",April 4,"2013.\"",""
201304290034,2013,4,29,"",0,"",208,10,Middle East & North Africa,Kasserine,Boulaba,35.239591,8.750597,1,1,The incident occurred in the Mount Chaambi area.,"04/29/2013: An explosive device detonated near Boulaba, Kasserine, Tunisia. The blast targeted a group of soldiers, injuring one. This was one of two similar attacks in this area on this day. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Qaida in the Islamic Maghreb (AQIM).",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Tunisian Armed Forces (FAT),Soldiers,208,Tunisia,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",A homemade landmine was used in the attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Six Tunisian police wounded in hunt for Islamists near Algeria","\"\" Reuters",April 30,"2013.\"","\"\"\"Landmine Blast Injures Tunisian Forces Hunting 'Terrorists'","\"\" Al-Jazirah Satellite Channel Television",April 30,"2013.\"",""
201304290035,2013,4,29,"",0,"",208,10,Middle East & North Africa,Kasserine,Boulaba,35.239591,8.750597,1,1,The incident occurred in the Mount Chaambi area.,"04/29/2013: An explosive device detonated near Boulaba, Kasserine, Tunisia. The blast targeted a group of soldiers, injuring one. This was one of two similar attacks in this area on this day. No group claimed responsibility for the incident; however, sources suggest the involvement of Al-Qaida in the Islamic Maghreb (AQIM).",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Tunisian Armed Forces (FAT),Soldiers,208,Tunisia,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",A homemade landmine was used in the attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Six Tunisian police wounded in hunt for Islamists near Algeria","\"\" Reuters",April 30,"2013.\"","\"\"\"6 Tunisian soldiers wounded in 'terrorist' hunt","\"\" Agence France Presse -- English",April 30,"2013.\"","\"\"\"Landmine Blast Injures Tunisian Forces Hunting 'Terrorists'"
201304300023,2013,4,30,"",0,"",208,10,Middle East & North Africa,Kasserine,Boulaba,35.239591,8.750597,1,1,The incident occurred in the Mount Chaambi area.,"04/30/2013: A land mine detonated in Boulaba, Kasserine governorate, Tunisia. The blast targeted a group of soldiers, wounding six. No group claimed responsibility for the incident; however, sources speculated that Al-Qaida in the Islamic Maghreb (AQIM) was involved.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Tunisian Armed Forces (FAT),Soldiers,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources note that, at the time of the incident, the targeted Tunisian security personnel were conducting a search operation for suspected Al-Qa ida in the Lands of the Islamic Maghreb (AQLIM) operatives in the area.",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",A homemade landmine was used in the attack.,0,0,0,6,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers for this attack conflict across sources. Following GTD protocol, the majority estimates are reported here.","\"\"\"Six Tunisian police wounded in hunt for Islamists near Algeria","\"\" Reuters",April 30,"2013.\"","\"\"\"6 Tunisian soldiers wounded in 'terrorist' hunt","\"\" Agence France Presse -- English",April 30,"2013.\"","\"\"\"Landmine Blast Injures Tunisian Forces Hunting 'Terrorists'"
201305040037,2013,5,4,"",0,"",208,10,Middle East & North Africa,Kef,El Kef,36.177653,8.713261,1,0,"","05/04/2013: Assailants opened fire on the National Guard military building in El Kef city, Kef governorate, Tunisia. No casualties or damages were reported in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,2,Armed Assault,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Tunisian National Guard,Garrison,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Multiple machine guns were used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"04/05 21:18 - Gunmen attack police garrison in western Tunisia","\"\" Azeri-Press Information Agency",May 4,"2013.\"","\"\"\"Kef - Military Barrack Targeted By Small Arms Fire","\"\" AllAfrica.com",May 6,"2013.\"","\"\"\"Gunmen attack police garrison in Tunisia"
201306010002,2013,6,1,"",0,"",208,10,Middle East & North Africa,Kasserine,Mount Chaambi district,35.207531,8.682468,3,0,Incident occurred in the Mount Chaambi area.,"06/01/2013: A roadside bomb exploded under a military vehicle in Mount Chaambi, Kasserine governorate, Tunisia. Three soldiers were wounded in the blast. No group claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Tunisian Army,Soldiers,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",A roadside mine was used in the attack.,0,0,0,3,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Two soldiers killed in Tunisia hunt for Qaeda-linked group","\"\" Agence France Presse -- English",June 6,"2013.\"","\"\"\"Landmine blast wounds 3 Tunisian soldiers near Algerian border","\"\" Reuters",June 2,"2013.\"","\"\"\"Tunisia mine blast injures 3 soldiers"
201306060002,2013,6,6,"",0,"",208,10,Middle East & North Africa,Kasserine,Unknown,35.206667,8.682778,4,0,"Incident occurred in Chaambi park,","06/06/2013: A roadside mine exploded next to a military vehicle in Kasserine governorate, Tunisia. Two soldiers were killed and two soldiers were wounded in the blast. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),Tunisian Army,Vehicle,208,Tunisia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",A roadside landmine was used in the attack.,2,0,0,2,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","\"\"\"Two soldiers killed in Tunisia hunt for Qaeda-linked group","\"\" Agence France Presse -- English",June 6,"2013.\"","\"\"\"Two Tunisian soldiers killed in hunt for Islamists near Algeria","\"\" Reuters",June 6,"2013.\"","\"\"\"Tunisia: 2 Soldiers Killed in Landmine Blast Along Algerian Border"
201307250003,2013,7,25,"",0,"",208,10,Middle East & North Africa,Tunis,Tunis,36.810384,10.169506,1,0,"","07/25/2013: Two gunmen opened fire on the vehicle of Mohamed Brahmi in Tunis city, Ariana governorate, Tunisia. Brahmi, a prominent secular Tunisian politician of the Popular Party, was killed in the attack. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, the Tunisian Prime Minister attributed the attack to Ansar al-Sharia.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Popular Party,Member: Mohamed Brahmi,208,Tunisia,"","","","","","","","","","","","","","","","",Islamic State of Iraq and the Levant (ISIL),"",Ansar al-Sharia (Tunisia),"","","","The specific motive is unknown; however, sources note that Mohamed Brahmi, the victim and a secular politician, was a staunch critic of the Islamist government in Tunisia.",0,0,"",0,2,0,1,6,Video,0,"","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",A 9-mm semiautomatic firearm of Libyan origin was used in the attack.,1,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Video claims responsibility for Tunisia killings","\"\" The Associated Press",December 18,"2014.\"","\"\"\"Tunisian Prime Minister Proclaims Ansar Al-Sharia a �terrorist group�","\"\" The Tunis Times",August 27,"2013.\"","\"\"\"Salafist behind Tunisia assassination: minister"
