201606010024,2016,6,1,"",0,"",15,8,Western Europe,Upper Austria,Altenfelden,48.485546,13.970145,1,0,"","06/01/2016: Assailants set fire to a future International Committee of the Red Cross (ICRC) refugee center in Altenfelden, Upper Austria state, Austria. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),International Committee of the Red Cross (ICRC),Future Refugee Shelter,15,Austria,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources suspected that the attack was part of a larger trend of violence against refugees in Europe.",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),335190,A refugee center was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Newly Built Austrian Refugee Shelter Set on Fire",Red Cross Says,"\"\" New York Times",June 1,"2016.\"","\"\"\"Vienna - Fire destroys empty refugee centre in Austria","\"\" AFP (North European Service)",June 1,"2016.\""
201608150037,2016,8,15,"",0,"",15,8,Western Europe,Upper Austria,Wels,48.169111,14.035761,1,0,"","08/15/2016: Two assailants threw Molotov cocktails at the Turkish Avrasya Culture and Sports Association building in Wels, Upper Austria, Austria. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to the Kurdistan Workers' Party (PKK).",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,82,Labor Union Related,Turkish Avrasya Culture and Sports Association,Building,15,Austria,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","","",0,"","",0,2,2,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",Two petrol bombs were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Austria arrests two after arson attack on Turkish cultural center","\"\" Jerusalem Post",August 15,"2016.\"","\"\"\"Arson attempt on Turkish center in Austria",2 arrested,"\"\" Daily Sabah Online",August 15,"2016.\""
201611270041,2016,11,27,2016-11-27 00:00:00,0,"",15,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,1,The incident occurred near Vienna.,"11/27/2016: Assailants threw a Molotov cocktail at a refugee center near Vienna, Austria. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Unknown,Refugee Center,"","","","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A wall was damaged.,0,"","","","","","","","","","","","","","","","","\"\"\"Austrian asylum center hit by Molotov cocktail","\"\" The Express Tribune",November 28,"2016.\"","","",START Primary Collection,-9,-9
201706300036,2017,6,30,"",0,"",15,8,Western Europe,Upper Austria,Linz,48.30694,14.28583,1,0,"","06/30/2017: An assailant attacked an elderly couple in their home in Linz, Austria. Both victims were killed and the house was set on fire during the attack. An unaffiliated individual claimed responsibility for the incident and stated that he was motivated by hatred of the Freedom Party of Austria. Authorities stated that the assailant had recently pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) on social media.",1,1,1,0,"","",0,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",14,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Hildegard Sch., Siegfried",15,Austria,"","","","","","","","","","","","","","","","",Jihadi-inspired extremists,"","","","","",An unidentified unaffiliated individual claimed responsibility for the incident and stated that he targeted the Austrian couple for political reasons and that he opposed the Freedom Party of Austria. Sources also stated that he had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).,0,"","",1,1,1,1,8,Personal claim,"","","","","","","",8,Incendiary,18,Arson/Fire,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","A knife, a stick covered with screws, and fire were used in the attack.",2,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Vienna - Austria elderly couple murder 'was Islamist killing'","\"\" AFP (North European Service)",July 5,"2017.\"","\"\"\"'Islamist' motive behind murder of elderly couple in Austria",official says,"\"\" FOXNews.com",July 9,"2017.\""
