201201310025,2012,1,31,"",0,"",91,8,Western Europe,Hofudhborgarsvaedhi,Reykjavik,64.135338,-21.89521,1,0,"","01/31/2012: An explosive device detonated near government offices in Reykjavik city, Reykjavik North Constituency, Iceland. The explosive device was partially detonated by a robot meant to deactivate it. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,Government of Iceland,Offices: Hverfisgata 4 and 4A,91,Iceland,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","","An explosive device consisting of a gasoline container, a percussion cap, and a battery were used in the attack.",0,0,0,0,0,0,-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Icelandic Police Seeking Person Who Planted Bomb Near Government Offices","\"\" mbl.is",February 1,"2012.\"","","",START Primary Collection,-9,-9
201404160092,2014,4,16,"",0,"",91,8,Western Europe,Nordhurland Eystra,Akureyri,65.683368,-18.10008,1,0,"","04/16/2014: Assailants attempted to set a Lutheran Church on fire in Akureyri city, Northeast constituency, Iceland. No one was injured in the attack; however, the building was damaged. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Unknown,Lutheran Church,91,Iceland,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","Rags or paper were shoved under the doors and ignited, and a sprayed flammable material was used in the attack.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Fire laid in Akureyi","\"\" Ruv",April 17,"2014.\"","\"\"\"\"\"Organised Attack\"\" On Church In Akureyri","\"\" Rekjavik Grapevine",April 17,"2014.\"",""
