198304150001,1983,4,15,"",0,"",91,8,Western Europe,Capital Region,Reykjavik,64.135338,-21.89521,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",US Embassy,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198611110008,1986,11,11,"",0,"",91,8,Western Europe,Western Region,Miosandur,64.398307,-21.458725,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,"","","",Whaling Station 60 mi. N. of Reykjavik,91,Iceland,"","","","","","","","","","","","","","","","",Sea Shepherd Conservation Society,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","Damages: vandalism, extent of damage unknown (whaling station)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
