201408040047,2014,8,4,"",0,"",53,8,Western Europe,Larnaca,Larnaca,34.916738,33.633362,1,0,"","08/04/2014: Assailants threw an explosive device at a police station in Larnaca city, Larnaca district, Cyprus. No casualties were reported in the attack; however, the station, a police car, and a nearby church were damaged. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Cyprus Police,Police Station,53,Cyprus,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,31,Pipe Bomb,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The windshield of a police vehicle and a nearby church were damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Explosion outside Kiti police station","\"\" Cyprus Mail",August 5,"2014.\"","\"\"\"Police station bombed","\"\" Phileleftheros",August 5,"2014.\"",""
201412150057,2014,12,15,2014-12-15 00:00:00,0,"",53,8,Western Europe,Paphos,Paphos,34.771839,32.431502,1,0,"","12/15/2014: An explosive device detonated near the town hall in Paphos city, Paphos district, Cyprus. There were no reported casualties in the blast. No group claimed responsibility; however, authorities arrested a former municipal employee in connection with the attack.",0,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not Applicable,Park,53,Cyprus,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,1,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A makeshift explosive device constructed from a fire extinguisher and utilizing camping gas canisters was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","There is doubt that this incident meets terrorism-related criteria. The attack was attributed to a former municipal employee; however, it is unclear if the attack was related to his former employment with the government.","\"\"\"Former Paphos staffer remanded in connection with explosions","\"\" Cyprus Mail",March 11,"2015.\"","\"\"\"Arrest over Paphos bombs","\"\" Cyprus Mail",March 10,"2015.\"","\"\"\"Paphos mayor will not be deterred"
201502040109,2015,2,4,"",0,"",53,8,Western Europe,Nicosia,Astromeritis,35.140467,33.037082,1,0,"","02/04/2015: An explosive device detonated outside a prison guard's house in Astromeritis village, Morphou department, Nicosia district, Cyprus. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,26,Prison/Jail,Cyprus Prisons Department,Residence of Prison Guard,53,Cyprus,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle and the windows of a house were damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Prison guard's home bombed","\"\" Cyprus Mail",February 4,"2015.\"","","",START Primary Collection,-9,-9
201503050058,2015,3,5,"",0,"",53,8,Western Europe,Paphos,Paphos,34.771839,32.431502,1,0,"","03/05/2015: An explosive device detonated at a public garden in Paphos city, Paphos district, Cyprus. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources arrested a former municipal employee in connection with the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",28th October Park,Public Garden,53,Cyprus,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,1,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An explosives-laden fire extinguisher was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Former Paphos staffer remanded in connection with explosions","\"\" Cyprus Mail",March 11,"2015.\"","\"\"\"New bomb attack in Paphos (Updated)","\"\" Cyprus Mail",March 9,"2015.\"","\"\"\"Paphos mayor will not be deterred"
201503080076,2015,3,8,"",0,"",53,8,Western Europe,Paphos,Paphos,34.771839,32.431502,1,0,"","03/08/2015: An explosive device detonated in a public garden near the town hall in Paphos city, Paphos district, Cyprus. No one was injured in the blast. No group claimed responsibility for the incident; however, authorities arrested a former municipal employee in connection with the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",28th October Park,Public Garden,53,Cyprus,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,1,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A homemade explosive device was used in the attack.,0,0,0,0,0,0,-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Former Paphos staffer remanded in connection with explosions","\"\" Cyprus Mail",March 11,"2015.\"","\"\"\"Municipality bombed once again","\"\" The Cyprus Weekly",March 8,"2015.\"",""
201602210035,2016,2,21,"",0,"",53,8,Western Europe,Nicosia,Denya,35.166281,33.145655,1,0,"","02/21/2016: Assailants set fire to the Denya Mosque in Denya, Nicosia district, Cyprus. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Denya Mosque,Mosque,53,Cyprus,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",Flammable liquid was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The mosque was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Turkey condemns arson attack on mosque in Greek Cyprus","\"\" Turkish Daily",February 23,"2016.\"","\"\"\"Arson attack staged on mosque in Greek Cyprus",leaders condemn assault,"\"\" Turkish Daily",February 22,"2016.\""
201612120053,2016,12,12,"",0,"",53,8,Western Europe,Paphos,Empa,34.791246,32.413611,1,0,The incident occurred along Agios Nikolaou street.,"12/12/2016: An explosive device detonated at the residence of Xenia Xenophontos in Empa, Paphos, Cyprus. Xenophontos, a state prosecutor, was unharmed as there were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),14,Judge/Attorney/Court,Law Office of the Republic of Cyprus,Residence of State Prosecutor: Xenia Xenophontos,53,Cyprus,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Investigation into bomb attack against prosecutor continues","\"\" Cyprus Mail",December 13,"2016.\"","\"\"\"AG slams Paphos bomb attack","\"\" The Cyprus Weekly",December 12,"2016.\"",""
