201407070067,2014,7,7,"",0,"",205,5,Southeast Asia,Narathiwat,Waeng district,5.91845,101.866362,3,0,"","07/07/2014: A roadside bomb detonated in front of a school in Waeng district, Narathiwat province, Thailand. A police officer was wounded in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Royal Thai Police,Officer,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",A roadside bomb was used in the attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Eight hurt as bus guards battle insurgents in Yala","\"\" The Nation - Thailand",July 8,"2014.\"","","",START Primary Collection,-9,-9
201407080015,2014,7,8,"",0,"",205,5,Southeast Asia,Yala,Purong,6.438798,101.241127,1,0,"","07/08/2014: Assailants opened fire on a passenger vehicle in Purong town, Yala province, Thailand. Six people were wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",19,Transportation,99,Bus (excluding tourists),Unknown,Bus,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,0,0,"","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","","",0,0,0,6,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","\"\"\"9 wounded in Yala truck shootings","\"\" MCOT",July 8,"2014.\"","\"\"\"Eight hurt as bus guards battle insurgents in Yala","\"\" The Nation - Thailand",July 8,"2014.\"","\"\"\"Selection List: Thai Press From Pattani"
201407080016,2014,7,7,"",0,"",205,5,Southeast Asia,Narathiwat,Waeng,5.928028,101.884184,1,0,"","07/07/2014: An explosive device detonated near police officers in Waeng town, Narathiwat province, Thailand. Five officers were wounded in the blast. Separatists claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Royal Thai Police,Officers,205,Thailand,"","","","","","","","","","","","","","","","",Separatists,"","","","","","",0,"","",0,-99,0,1,5,Note left at scene,"","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A 25 kg explosive device concealed in a gas cylinder was used in the attack.,0,0,0,5,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Thailand: Five policemen injured in bomb blast in Narathiwat","\"\" Thai PBS Online",July 7,"2014.\"","\"\"\"Selection List: Thai Press From Pattani",Yala,Narathiwat Provinces 14-20 July 2014,"\"\" OSC Summary",July 14
201407090020,2014,7,9,"",0,"",205,5,Southeast Asia,Yala,Yaha,6.481382,101.132091,1,0,The incident occurred in village number 4,"07/09/2014: Assailants opened fire on two nursing students at a flea market in Yaha subdistrict, Yala province, Thailand. The students were killed in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,70,Student,Unknown,Nursing Students,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources speculated that the attack may have been part of a larger trend of sectarian violence between Thailand's Buddhist majority and Muslim minority communities.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"At Least Five Dead in Different Attacks in Southern Thailand","\"\" Latin American Herald Tribune",July 11,"2014.\"","\"\"\"Selection List: Thai Press From Pattani",Yala,Narathiwat Provinces 14-20 July 2014,"\"\" OSC Summary",July 14
201407100016,2014,7,10,"",0,"",205,5,Southeast Asia,Yala,Krong Pinang district,6.39038,101.229885,3,0,"","07/10/2014: Assailants opened fire on a vehicle carrying police officers in Krong Pinang district, Yala province, Thailand. Three police officers were killed and an imam was wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Royal Thai Police,Officers,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",3,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A pickup truck was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Three Thai   police officers   killed in   ambush","\"\" Agence France Presse -- English",July 11,"2014.\"","\"\"\"Thai police: suspected insurgents kill 3 officers","\"\" The Associated Press",July 11,"2014.\"","\"\"\"3 Thai Muslim police officers killed in ambush"
201407120013,2014,7,12,"",0,"",205,5,Southeast Asia,Narathiwat,Juab,6.168744,101.843033,2,0,Incident occurred in Cho-airong district of the province.,"07/12/2014: An explosive device, targeting a Ranger patrol, detonated in Juab area, Cho-airong district, Narathiwat province, Thailand. A Ranger was wounded in the blast. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Thahan Phran,Company 4803 Patrol,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A homemade bomb detonated with a communication radio was used in the attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Ranger seriously injured in narathiwat blast","\"\" The Nation - Thailand",July 13,"2014.\"","\"\"\"Thailand: Ranger wounded by Narathiwat bomb","\"\" Bangkok Post Online",July 13,"2014.\"",""
201407130085,2014,7,13,"",0,"",205,5,Southeast Asia,Narathiwat,Tak Bai district,6.247924,102.003296,3,0,"","07/13/2014: Assailants opened fire on a woman in Tak Bai district, Narathiwat province, Thailand. The civilian was killed in the attack. No group claimed responsibility for the incident; however, sources suspected that separatists were involved in the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Dang Chankong,205,Thailand,"","","","","","","","","","","","","","","","",Separatists,"","","","","","",1,"","",0,2,0,0,"","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","","",1,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A motorcycle was stolen in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Narathiwat woman dies in drive-by attack","\"\" Bangkok Post",July 13,"2014.\"","","",START Primary Collection,-9,-9
201407160060,2014,7,16,"",0,"",205,5,Southeast Asia,Yala,Bannang Sata district,6.241414,101.298573,3,0,"Incident occurred in Bannang Sara district, Yala province","07/16/2014: An explosive device detonated near a teacher protection unit in Bannang Sara district, Yala province, Thailand. One person was wounded in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",8,Educational Institution,48,Teacher/Professor/Instructor,Unknown,Teachers,205,Thailand,4,Military,29,Military Unit/Patrol/Convoy,Thahan Phran,Patrol,205,Thailand,"","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A homemade explosive device hidden in a metal box was used in the attack.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Paramilitary wounded by bomb attack in S. Thailand","\"\" China Human Rights Net",July 17,"2014.\"","\"\"\"Ranger Valunteer Wounded in Yala Bomb Ambush","\"\" Aktual.co",July 14,"2014.\"",""
201407170009,2014,7,17,"",0,"",205,5,Southeast Asia,Pattani,Nam Dam,6.612927,101.441957,2,0,The incident occurred in Nam Dam subdistrict of Thung Yang Dang district.,"07/17/2014: Assailants opened fire on a police checkpoint in Nam Dam subdistrict, Thung Yang Dang district, Pattani province, Thailand. Three assailants were killed and five police officers were wounded in the attack. This was one of two coordinated attacks in Thung Yang Dang district on July 17, 2014. No group claimed responsibility for the incident.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",3,Police,24,Police Checkpoint,Royal Thai Police,Checkpoint,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,30,0,0,"","","","","","","","","",6,Explosives,7,Grenade,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","M79 grenades, firebomb grenades, and automatic weapons were used in the attack.",3,0,3,5,0,"",1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"@HD New Head 36 light;Dramatic Pattani attack leaves 5 police injured",two badly,"\"\" The Nation (Thailand)",July 19,"2014.\"","\"\"\"Thailand: Fierce gunfight leaves 3 attackers dead","\"\" Bangkok Post Online",July 17,"2014.\""
201407170010,2014,7,17,"",0,"",205,5,Southeast Asia,Pattani,Thung Yang Daeng district,6.612927,101.441957,3,0,"","07/17/2014: An explosive device detonated near a military convoy in Thung Yang Daeng district, Pattani province, Thailand. There were no reported casualties in the blast. This was one of two coordinated attacks in Thung Yang Dang district on July 17, 2014. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Pattani Task Force,Task Force 25 Convoy,205,Thailand,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources speculated that the attack was carried out in order to deter security forces responding to an earlier attack.",0,"","",0,30,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Thailand: Fierce gunfight leaves 3 attackers dead","\"\" Bangkok Post Online",July 17,"2014.\"","","",START Primary Collection,-9,-9
