201707080046,2017,7,8,"",0,"",157,12,Australasia & Oceania,Western Highlands,Koibuga,-6.066667,144.25,1,0,The incident occurred in the Western Highlands.,"07/08/2017: Assailants armed with firearms attacked a Papua New Guinea Electoral Commission vehicle transporting ballot boxes and destroyed the ballots in Koibuga, Western Highlands, Papua New Guinea. An unknown number of people were injured in the assault. No group claimed responsibility for the incident.",0,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",2,Government (General),19,Election-related,Papua New Guinea Electoral Commission,Vehicle Transporting Ballot Boxes,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,"",0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged and other property was damaged or stolen in this attack.,0,"","","","","","","","","","","","","","","",There is doubt that this incident meets terrorism-related criteria. Sources suspected that the attack may have been carried out by supporters of one of the candidates in the election.,"\"\"\"PNG: Candidate petitions WHP Returning Officer after ballot box and paper hijacking","\"\" OSC Report",July 12,"2017.\"","","",START Primary Collection,-9,-9
201707160039,2017,7,16,"",0,"",157,12,Australasia & Oceania,Jiwaka,Sipil,-5.782101,144.642348,1,0,"","07/16/2017: Assailants armed with knives attacked Roger Palme at a church in Sipil, Jiwaka, Papua New Guinea. Palme, a Jiwaka provincial candidate and former Member of Parliament, and his brother were beaten and taken to a nearby town before being rescued by police. An unknown group claimed responsibility for the incident and demanded that Palme retract a recent petition that he had submitted.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,National Parliament of Papua New Guinea,Former Member of Parliament: Roger Palme,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","",An unknown group claimed responsibility for the incident and demanded that Roger Palme retract a recent petition he had submitted.,0,"","",0,-99,0,1,8,Personal claim,"","","","","","","",9,Melee,23,Knife or Other Sharp Object,9,Melee,21,Blunt Object,"","","","","","","","",Bush knives and sticks were used in the attack.,0,0,0,2,0,0,0,"","","","",1,2,0,-99,"","","",0,"","","","","",5,Successful Rescue,2,The victims included Petrus Kamben.,"\"\"\"Police condemns attack on Jiwaka regional candidate","\"\" Post-Courier",July 16,"2017.\"","","",START Primary Collection,-9,-9
201707180049,2017,7,18,"",0,"",157,12,Australasia & Oceania,Morobe,Gagidu,-6.604156,147.852361,1,0,"","07/18/2017: Assailants set fire to a police station in Gagidu, Morobe, Papua New Guinea. There were no reported casualties. This was one of four election-related attacks in Finschhafen district on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to supporters of Theo Zurenuoc, a former member of parliament.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Royal Papua New Guinea Constabulary (RPNGC),Gagidu Police Station,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Election result sparks arson in Finschhafen","\"\" Papua New Guinea National",July 20,"2017.\"","\"\"\"Rampage in Finschhafen","\"\" Post-Courier",July 19,"2017.\"",""
201707180050,2017,7,18,"",0,"",157,12,Australasia & Oceania,Morobe,Finschhafen,-6.598434,147.853302,1,0,"","07/18/2017: Assailants set fire to a school in Finschhafen, Morobe, Papua New Guinea. There were no reported casualties. This was one of four election-related attacks in Finschhafen district on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to supporters of Theo Zurenuoc, a former member of parliament.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",8,Educational Institution,49,School/University/Educational Building,Unknown,Elementary School,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A school was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Election result sparks arson in Finschhafen","\"\" Papua New Guinea National",July 20,"2017.\"","\"\"\"Rampage in Finschhafen","\"\" Post-Courier",July 19,"2017.\"",""
201707180051,2017,7,18,"",0,"",157,12,Australasia & Oceania,Morobe,Finschhafen,-6.598434,147.853302,1,0,"","07/18/2017: Assailants set fire to a school in Finschhafen, Morobe, Papua New Guinea. There were no reported casualties. This was one of four election-related attacks in Finschhafen district on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to supporters of Theo Zurenuoc, a former member of parliament.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",8,Educational Institution,49,School/University/Educational Building,Unknown,Elementary School,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A school was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Election result sparks arson in Finschhafen","\"\" Papua New Guinea National",July 20,"2017.\"","\"\"\"Rampage in Finschhafen","\"\" Post-Courier",July 19,"2017.\"",""
201707180052,2017,7,18,"",0,"",157,12,Australasia & Oceania,Morobe,Finschhafen,-6.598434,147.853302,1,0,"","07/18/2017: Assailants set fire to a school in Finschhafen, Morobe, Papua New Guinea. There were no reported casualties. This was one of four election-related attacks in Finschhafen district on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to supporters of Theo Zurenuoc, a former member of parliament.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",8,Educational Institution,49,School/University/Educational Building,Unknown,Elementary School,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A school was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Election result sparks arson in Finschhafen","\"\" Papua New Guinea National",July 20,"2017.\"","\"\"\"Rampage in Finschhafen","\"\" Post-Courier",July 19,"2017.\"",""
201707200032,2017,7,18,"",0,"",157,12,Australasia & Oceania,New Ireland,Kavieng,-2.578117,150.808608,1,0,"","07/18/2017: An explosive device was discovered and defused at a ballot counting center in Kavieng, New Ireland, Papua New Guinea. No group claimed responsibility for the attempted attack.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",2,Government (General),19,Election-related,Papua New Guinea Electoral Commission,Peter Torot Ballot Counting Venue,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,5,5,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Police defuse bomb threat in Kavieng","\"\" Papua New Guinea National",July 21,"2017.\"","","",START Primary Collection,-9,-9
201707260022,2017,7,26,"July 23-29, 2017",0,"",157,12,Australasia & Oceania,Central,Port Moresby,-9.441944,147.218889,1,0,"","07/00/2017: Sometime between July 23, 2017 and July 29, 2017, assailants attempted to kidnap Ijivitari member-elect Richard Masere at the Tropic Air Terminal of Jackson Airport in Port Moresby, Central province, Papua New Guinea. The kidnapping attempt failed, but Masere was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,0,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,National Parliament of Papua New Guinea,Member of Parliament Elect: Richard Masere,157,Papua New Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Police to investigate  alleged kidnapping","\"\" Papua New Guinea National",July 31,"2017.\"","","",START Primary Collection,-9,-9
