201501200045,2015,1,20,"",0,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.517441,-13.693323,1,0,"","01/20/2015: An assailant threw a grenade at a crowd of soccer fans in Conakry city, Conakry region, Guinea. A civilian was killed and four others, including the assailant, were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Soccer Viewing,84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,1,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","","",1,0,0,4,0,1,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Deadly grenade attack in Guinea as fans watched team at Africa Cup of Nations","\"\" Austin American Statesman",January 21,"2015.\"","\"\"\"1 dead",3 wounded in Guinea after grenade thrown at fans,"\"\" Columbus Republic",January 21,"2015.\""
201504050039,2015,4,5,"",0,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.509167,-13.712222,1,0,"","04/05/2015: Assailants opened fire on the vehicle of Aboubacar Sylla in Conakry city, Conakry region, Guinea. Sylla, a National Assembly member, was not harmed as there were no reported casualties in the assault. No group claimed responsibility for the attack.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,National Assembly,Member: Aboubacar Sylla,84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,12,Other,"","","","","","","","","","",Firearms and rocks were used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"At least six shot in anti-government protest in Guinea","\"\" Reuters",April 13,"2015.\"","\"\"\"Guinea opposition spokesman survives assassination attempt","\"\" StarAfrica.com",April 5,"2015.\"",""
201602050060,2016,2,5,"",0,"",84,11,Sub-Saharan Africa,Conakry,Conakry,9.640377,-13.577902,1,0,"","02/05/2016: An assailant shot and killed journalist Elhadji Mohamed Diallo at the headquarters of the Union of Democratic Forces of Guinea (UFDG) in Conakry, Guinea. No group claimed responsibility for the incident.",1,1,1,1,4,Lack of Intentionality,0,1,0,1,Assassination,"","","","",10,Journalists & Media,55,Television Journalist/Staff/Facility,Guinee7,Journalist: Elhadji Mohamed Diallo,84,Guinea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",There is doubt that this incident meets terrorism-related criteria. Sources suspected that the attack may have been accidental.,"\"\"\"Revision: Article Urges Investigators To Shed Light on Killing of Journalist in Guinea","\"\" Visionguinee.info",February 8,"2016.\"","","",START Primary Collection,-9,-9
