199409300007,1994,9,30,"",0,"",100,2,Central America & Caribbean,Kingston Parish,Kingston,18.021429,-76.798279,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Jamaica Herald,"Associate Editor Vincent Tulloch, 40",100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knife,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199410160009,1994,10,16,"",0,"",100,2,Central America & Caribbean,Portland,Port Antonio,18.183333,-76.466667,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"","Movie Script writer, Terrence Runte",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,1,"",0,0,"",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199505060003,1995,5,6,"",0,"",100,2,Central America & Caribbean,Kingston Parish,Kingston,18.021429,-76.798279,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",gov't,army,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199610020001,1996,10,2,"",0,"",100,2,Central America & Caribbean,Saint James,Montego Bay,18.466667,-77.916667,1,0,"","",1,1,1,-9,"","",0,1,0,1,Assassination,"","","","",14,Private Citizens & Property,68,Named Civilian,U/I,"Michael Francis Holtmyer, 38",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knife,1,1,"",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199703130002,1997,3,13,"",0,"",100,2,Central America & Caribbean,Kingston Parish,Kingston,18.021429,-76.798279,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,Cockburn Gardens,Dance Hall,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,4,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199704210003,1997,4,21,"",0,"",100,2,Central America & Caribbean,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Nat'l Democratic Movement,Gen. Secy. Brascoe Lee,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199705060001,1997,5,6,"",0,"",100,2,Central America & Caribbean,Kingston Parish,Tivoli Gardens,17.97117,-76.766808,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Govt,Police,100,Jamaica,"","","","","","","","","","","","","","","","",Jamaica Labor Party,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,5,"","",16,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
199711070003,1997,11,7,"",0,"",100,2,Central America & Caribbean,Kingston Parish,Kingston,18.021429,-76.798279,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Govt,Ambassador Alfredo Enrique Vargas,222,Venezuela,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199712020001,1997,12,2,"",0,"",100,2,Central America & Caribbean,Kingston Parish,Kingston,18.021429,-76.798279,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Peoples Nat'l Party/Jamaica Labor Party,Motorcade,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",4,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199712020002,1997,12,2,"",0,"",100,2,Central America & Caribbean,Kingston Parish,Kingston,18.021429,-76.798279,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Peoples Nat'l Party/Jamaica Labor Party,Motorcade,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",4,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199712180003,1997,12,18,"",0,"",100,2,Central America & Caribbean,Saint Andrew,St. Andrew,18.021429,-76.798279,1,0,"","",0,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",U/I  Woman,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",2,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199712180004,1997,12,18,"",0,"",100,2,Central America & Caribbean,"",St. Andrew,18.021429,-76.798279,1,0,"","",0,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",U/I  Woman,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",2,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
