201709170027,2017,9,17,"",0,"",100,2,Central America & Caribbean,Saint Andrew,Kingston,18.021429,-76.798279,1,0,"","09/17/2017: Assailants set fire to the Saints Peter and Paul Catholic Church in Kingston, Saint Andrew, Jamaica. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Saints Peter and Paul Catholic Church,Church,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Evil act","\"\" Jamaica Observer",September 18,"2017.\"","","",START Primary Collection,-9,-9
201710180028,2017,10,18,"",0,"",100,2,Central America & Caribbean,Saint Andrew,Kingston,18.021429,-76.798279,1,0,"","10/18/2017: Assailants set fire to Saints Peter and Paul Catholic Church in Kingston, Saint Andrew, Jamaica. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Saints Peter and Paul Catholic Church,Church,100,Jamaica,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Arsonists attack Sts Peter and Paul Church again","\"\" Jamaica Observer",October 19,"2017.\"","\"\"\"Church targeted! - Second fire in a month","\"\" Jamaica Star",October 20,"2017.\"",""
