200812310001,2008,12,31,"",0,"",55,8,Western Europe,Southern,Odense,55.403756,10.40237,1,0,"The shooting occurred in the Rosengirdscentret Center, a shopping mall in Odense.","12/31/2008: On Wednesday afternoon, at 1520 hours, two Israelis working in a mall,  Rosengirdscentret Center,  in Odense, Fyn, Denmark were shot by suspected Palestinian Authority Arab militants. The two were wounded, one receiving injury to the leg, and the other to the shoulder from gunfire. The militants escaped in a black Audi sedan, which police later found at a nearby college. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",Two civilians,97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,0,0,0,2,0,0,0,"","","","",0,"","","","","","",-9,"","","","","","","","","","\"ABC News, \"\"Two Israelies Injured in Danish Mall Shooting","\"\" LexisNexis Academic",ABC News,January 1,"2009.\"","\"Hana levi Julian, \"\"Two Israelis Shot by Palestinian Authority Terrorists in Denmark","\"\" Militant Islam Monitor",http://www.militantislammonitor.org/article/id/3787 (December 31,"2008).\""
201009100009,2010,9,10,"",0,"",55,8,Western Europe,Capital,Copenhagen,55.676075,12.568316,1,0,"The attack took place at the Jorgensens Hotel in Copenhagen city, Copenhagen, Denmark.","09/10/2010: On Friday afternoon, in Copenhagen city, Copenhagen, Denmark, an improvised explosive device was detonated in Hotel Joergensen by a man identified as Lors Dukayev. Dukayev was the only person injured and he then fled to the nearby H.C. Oersted Park. Police claimed that the Danish newspaper, Jyllands-Posten, was the intended target of the bombing. The attack was to be carried out with a letter bomb containing the explosive material TATP and small metal balls. No damages were reported and no group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Jyllands-Posten,The Jyllands-Posten daily Danish newspaper office,55,Denmark,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,1,1,0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",A letter bomb was to be used in the attack.,0,0,0,1,0,1,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Press TV, \"\"Small Blast Rocks Copenhagen Hotel","\"\" http://www.presstv.ir/detail/141993.html (September 10","2010).\"","\"Mu Xuequan, \"\"Danish Police Claim Newspaper Was Target of Bombing","\"\" Xinhua News Agency",September 17,2010,"http://news.xinhuanet.com/english2010/world/2010-09/17/c_13517715.htm.\"","\"Agence France Presse, \"\"Danish Prosecutor Charges Copenhagen Hotel Bomb Suspect with Terrorism"
201302050016,2013,2,5,"",0,"",55,8,Western Europe,Capital,Copenhagen,55.682676,12.535597,1,0,The incident occurred in the Fredericksberg Area.,"02/05/2013: A gunman attempted to shoot a prominent writer, Lars Hedegaard, in Copenhagen city, Capital Region of Denmark, Denmark. Hedegaard had been critical of Islam in the past, including the allegation that it limits free speech. No group claimed responsibility for the incident.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Anti-Islam Writer: Lars Copenhagen,55,Denmark,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources speculate that Lars Hedegaard was likely targeted because of his anti-Islamic views and activities.",0,"","",0,1,0,0,"","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",A pistol was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Danish Islam critic escapes assassination attempt","\"\" Agence France Presse -- English",February 5,"2013.\"","\"\"\"Islam critic ducks bullet","\"\" The Gold Coast Bulletin (Australia)",February 7,"2013.\"","\"\"\"Anti-Muslim Danish Writer Lars Hedegaard Escapes Assassin's Bullet"
