200902110034,2009,2,11,"",0,"",16,7,Central Asia,Baku,Baku,40.41724,49.903461,1,0,"The attack occured approximatley 150 meters from the victim's home in Baku, Azerbaijan.","02/11/2009: On Wednesday morning, the chief of the Azerbaijan Air Force, General Rail Rzayev, was shot and killed while on his way to work. General Rzayev was shot in the head when his driver stopped to throw out garbage, approximatley 150 meters from the victim's home. The shooter and weapon type are unknown and no group has claimed responsibility for this attack.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",General Rail Rzayev,The Chief of the Azerbaijan Air Force,16,Azerbaijan,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",An unknown firearm was used in the attack.,1,0,0,0,0,0,-9,4,Unknown,"",It Is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Head of Azerbaijani Air Force Shot Dead: Police","\"\" LexisNexis Academic",Agence France Presse,February 11,"2009.\"","\"Itar Tass News Agency, \"\"Azerbaijan Air Force Chief Assassinated","\"\" World News Connection",Itar Tass News Agency,February 11
200906180012,2009,6,18,"",0,"",16,7,Central Asia,Jalilabad,Asadly,39.110373,48.323249,1,0,"The attack took place in Asadly, Jalilabad, Azerbaijan.","06/18/2009: On Thursday night at about 2245, in Asadly, Calilabad, Azerbaijan, assailants threw grenades and fired at soldiers and border guards at a border checkpoint, killing one soldier, wounding two border guards and reportedly killing an unknown amount of civilians. No damage was reported and no group claimed responsibility, although it was widely believed the Forest Brothers were responsible.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,2,Armed Assault,"","",4,Military,36,Military Checkpoint,Azerbaijani Military,Soldiers and border guards at a border checkpoint,16,Azerbaijan,"","","","","","","","","","","","","","","","",Forest Brothers,"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,7,Grenade,5,Firearms,5,Unknown Gun Type,"","","","","","","","",Unknown firearms and grenades were used in the attack.,"",0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"National Counterterrorism Center, \"\"One Soldier Killed",Two Border Guards Wounded in Grenade Attack by Suspected Forest Brothers in Asadly,Calilabad,Azerbaijan,"\"\" Worldwide Incidents Tracking System",November 20,"2009.\"","\"BBC Monitoring Trans Caucasus Unit, \"\"Azerbaijan: Soldier",Several Civilians Said Killed near Iranion Border
201403030087,2014,3,3,"",0,"",16,7,Central Asia,Baku,Baku,40.41724,49.903461,1,0,"","03/03/2014: An explosive device detonated near the People's Front of Azerbaijan Party office in Baku city, Baku district, Azerbaijan. No one was injured in the blast; however, the explosion caused property damage. No group claimed responsibility for the incident.",1,1,1,1,4,Lack of Intentionality,0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,People's Front of Azerbaijan Party,Office,16,Azerbaijan,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,0,"","","","","","","","","","","","","","","","There is doubt that this incident meets terrorism-related criteria. While some sources indicated that the source of the explosion was a gas leak, other sources noted that there are no gas pipelines in the building's basement. Therefore, it is unknown if the blast was accidental or the result of an attack on the party's office.","\"\"\"No casualties reported in blast near Azeri opposition party's office","\"\" APA Online",March 3,"2014.\"","","",START Primary Collection,-9,-9
