200810240003,2008,10,24,"",0,"",209,10,Middle East & North Africa,Tunceli,Tunceli,39.106709,39.545246,1,0,"","10/24/2008: On Friday evening at 1800, Kurdistan Workers Party (PKK) rebels attacked a police checkpoint using long-barreled weapons against the Turkish Special Operations Teams on duty in the Esentepe section of Tunceli 1.5 kilometers from the town center in Yenimahalle, Turkey. The armed assault, which continued intensely for about one hour, was carried out where Prime Minister Recep Tayyip Erdogan was scheduled to visit his party's central district and take part in various inaugural activities. Two rebels were wounded from the crossfire. No claim of responsibility was made for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,24,Police Checkpoint,Turkish Special Operations Law Enforcement,The target was the Turkish Special Operations Police Teams stationed at a police checkpoint.,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","","","","","",Long-barreled weapons were used in the attack.,0,0,0,2,0,2,-9,"","","",There was no reported property damage.,0,"","","","","","","","","","","","","","","","","\"Istanbul Hurriyet, \"\"Terrorists Attack Police in Tunceli","\"\" Istanbul Hurriyet",October 24th,"2008.\"","","",ISVG,0,0
200811010019,2008,11,1,"",0,"",209,10,Middle East & North Africa,Hakkari,Hakkari,37.577039,43.736096,1,0,"","11/01/2008: On Saturday afternoon at 1400, in Hakkari, Hakkari, Turkey, assailants detonated an explosive device outside of the Justice and Development Party headquarters, wounding six civilians and damaging the office, several nearby buildings, and several vehicles. No group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"",The targets of the bombing were civilians.,209,Turkey,2,Government (General),21,Government Building/Facility/Office,"",The target of the bomb was the Justice and Development Party headquarters,209,Turkey,"","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the attack.,0,0,0,6,0,0,1,3,Minor (likely < $1 million),"","The political office was damaged, as well as several vehicles.",0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Suspected Bomb Blast Injures Two in Turkey Ahead of PM's Visit","\"\" Agence France Presse",November 1st,"2008.\"","\"National Counterterrorism Center, \"\"Six Civilians Wounded In Bombing In Hakkari",Hakkari,Turkey,"\"\" Worldwide Incidents Tracking System",November 16th
200811100012,2008,11,10,"",0,"",209,10,Middle East & North Africa,Hakkari,Hakkari,37.577039,43.736096,1,0,"","11/10/2008: On Monday evening at around 1800, two kilograms of plastic explosives were discovered under a desk that was to be used for the wreath-laying ceremony. A police officer keeping watch in front of the District Governorship, discovered the explosives, and bomb-dismantling experts deactivated the bomb. There were no reported casualties. There were no claims of responsibility.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",The target was private citizens.,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,12,Remote Trigger,"","","","","","","","","","","","",The explosive device was a remote trigger improvised explosive device.,0,0,0,0,0,0,0,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"Hurriyet, \"\"Attack on Ataturk Commemoration Ceremony Averted","\"\" Hurriyet",November 11th,"2008.\"","\"Turkish Daily News, \"\"Explosives Found at Ceremony in Hakkari","\"\" Turkish Daily News",November 11th,"2008.\"",""
200811210007,2008,11,21,"",0,"",209,10,Middle East & North Africa,Mardin,Midyat,37.415668,41.371505,1,0,"","11/21/2008: On Friday evening at 2030, in Midyat, Mardin, Turkey, fighters of the Kurdistan Workers Party attacked the Kirkuk-Cihan oil pipeline between Iraq and Turkey, stopping the export of oil. The Kurdish insurgents planted a bomb under the oil pipeline, causing a huge fire near the village of Midiyat in the Mardin Governorate in southeastern Turkey. The Kongra-Gel claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",The target was an oil pipeline.,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the attack.,0,0,0,0,0,0,1,4,Unknown,"",The attack caused an unknown amount of property damage.,0,"","","","","","","","","","","","","","","","","\"National Counterterrorism Center, \"\"One Oil Pipeline Damaged In IED Attack By KGK In Midyat",Mardin,Turkey,"\"\" Worldwide Incidents Tracking System",November 16th,"2009.\"","\"Al Shariqyahs, \"\"Kurdish Rebels Attack Iraq-Turkey Oil Pipeline; Iraq Roundup","\"\" Al Sharqiyahs Television",November 22nd
200811270002,2008,11,27,"",1,"",209,10,Middle East & North Africa,Hatay,Hatay,36.204751,36.165597,1,0,"","11/27/2008: On Thursday, two Kurdish Worker's Party (PKK) militants took a local municipality car park worker hostage before driving to a checkpoint and fleeing into the nearby mountains. Operations were soon launched to capture the two men. There were no reported casualties or claim of responsibility for the attack and the status of the hostage remains unknown.",1,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"",The target was a car park worker.,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","",The specific motive for the attack is unknown.,1,"","",0,2,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,4,Unknown,"","",1,1,0,"",-99,"","",-9,"","","","","",7,Unknown,0,"","\"Associated Press Worldstream, \"\"Turkey: Kurdish Rebels Kill 2 Policemen","\"\" Lexis Nexis",Associated Press Worldstream,November 27th,"2008.\"","\"Earth Times, \"\"Two Turkish Policemen Shot Dead At Checkpoint","\"\" Earth Times",November 27th,"2008.\""
200812010003,2008,12,1,"",0,"",209,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,"The incident occurred in Sisli, Istanbul, Istanbul.","12/01/2008: On Monday afternoon, at 1445, in Sisli, Istanbul, Turkey, assailants detonated an improvised explosive device (IED) at the office of the Justice and Development Party (AKP), wounding four police officers, two AKP employees, and damaging the building. The Kongra-Gel (KGK, PKK, TAK, KADEK, HPG)-affiliated Revolutionary Headquarters claimed responsibility. The bomb was allegedly a parcel bomb.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Office of the Justice and Development Party (AKP),The Office of the Justice and Development Party (AKP),209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),KONGRA-GEL [People's Congress of Kurdistan] Chairmanship Council,"","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,1,10,Unknown,"","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,0,0,0,6,0,0,1,3,Minor (likely < $1 million),"",The building was damaged in the attack.,0,"","","","","","",-9,"","","","","","","","","The available sources listed the injuries for this attack from six to ten, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","\"Today's Zaman, \"\"Blast at Turkish AK Party Building Injures Five","\"\" http://www.todayszaman.com/tz-web/detaylar.do?load=detay&link=160312 (December 1","2008).\"","\"BBC News, \"\"Blast at Turkish Political Office","\"\" BBC News",December 1,2008,"http://news.bbc.co.uk/2/hi/europe/7758754.stm.\"","\"National Counterterrorism Center, \"\"Four Civilians"
200812060034,2008,12,6,"",0,"",209,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,"The incident occurred in Fatih, Istanbul, Istanbul.","12/06/2008: On Saturday, in Istanbul, Turkey, assailants detonated an improvised explosive device (IED) in front of a Vakif Bank branch, wounding two civilians and damaging the bank. The bomb was placed in a garbage bin near the bank in the district of Fatih. No group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,Vakif Bank,A Vakif Bank branch,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,0,0,0,2,0,0,1,4,Unknown,"",The attack caused an unknown amount of property damage.,0,"","","","","","",-9,"","","","","","","","","The available sources listed the injuries for this attack from two to three, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","\"Agence France Presse, \"\"Two Hurt in Istanbul Bomb Blast: Reports","\"\" LexisNexis Academic",Agence France Presse,December 6,"2008.\"","\"National Counterterrorism Center, \"\"Three Civilians Wounded in IED Attack in Istanbul",Turkey,"\"\" Worldwide Incidents Tracking System",December 3
200902150013,2009,2,15,"",0,"",209,10,Middle East & North Africa,Diyarbakir,Unknown,37.924973,40.210983,4,0,"","02/15/2009:  On Sunday,  in the southeastern province of Diyarbakir, Turkish police, attempting to dispers an illegal assembly of PKK supporters, protesting the 10th anniversary of the capture of Abdullah Ocalan, were attacked by an unknown number of protestors, wearing masks and throwing rocks.  According to official reports, at least 15 officers and journalists were wounded in this attack. There was no claim of responsibility and it is unknown if the attack caused any property damage.",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",3,Police,25,Police Security Forces/Officers,"",Turkish police were the target of this attack.,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,-99,0,"","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","",The weapons used were rocks.,0,0,0,15,0,0,-9,"","","",It Is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Hurriyet (Turkey), \"\"Turkish Police Clash With Demonstrators Marking 10th Year of Ocalan's Capture","\"\" Hurriyet (Turkey)",June 29,"2009\"","\"Reuters: alertnet.org (London, England), \"\"Supporters of Kurd leader Clash with Police in Turkey","\"\" Reuters: alertnet.org (London",England),February 15,"2009\""
200903070013,2009,3,7,"",0,"",209,10,Middle East & North Africa,Trabzon,Besikduzu,41.051806,39.231571,1,0,"","03/07/2009: On Saturday, in the early morning, in Besikduzu, Sanliurfa, Turkey, an improvised explosive device (IED) exploded in a bar, wounding nine people and causing light damage to the bar.  No motive was reported and no group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,2,Restaurant/Bar/Caf�,"",A bar was the targeted.,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,0,0,0,9,0,0,1,3,Minor (likely < $1 million),"",The attack caused an unknown amount of property damage.,0,"","","","","","","","","","","","","","","","","\"Associated Press Worldstream, \"\"Turkey: Bomb Blast Injures Nine","\"\" Associated Press Worldstream",March 07,"2009.\"","\"National Counterterrorism Center, \"\"Nine Civilians Wounded in Improvised Explosive Device Attack in Besikduzu",Sanliurfa,Turkey,"\"\" Worldwide Incidents Tracking System",December 22
200904230018,2009,4,23,"",0,"",209,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,"","04/23/2009: On Thursday evening in Ankara, Turkey, an improvised explosive device exploded outside an internet cafe, wounding five children.  No group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,2,Restaurant/Bar/Caf�,"",The internet cafe was the target in the attack.,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,0,0,0,5,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Associated Press Worldstream, \"\"Bomb Blast in Turkey Injures Three Children","Two Teens\"\"",LexisNexis Academic,Associated Press Worldstream,March 22,"2010.\"","","",ISVG
200904270008,2009,4,27,"",0,"",209,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,"The incident occurred in Bostanci, Istanbul, Istanbul.","04/27/2009: On Monday morning at 0530, in the Bostanci neighborhood of Istanbul, Turkey, Orhan Yilmazkaya, a member of Revolutionary Organization, shot at the police after refusing to surrender. During the shootout, three people were killed, including Yilmazkaya, and seven others were wounded. No claim of responsibility was made for the attack",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Istanbul Law Enforcement,Police officers,209,Turkey,"","","","","","","","","","","","","","","","",Revolutionary Headquarters (Turkey),"","","","","",The specific motive for the attack is unknown.,1,"","",0,0,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,3,0,1,8,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Voice of America, \"\"Seven Turkish Police",Two Civilians Wounded in Shootout with Militants,"\"\" http://www.voanews.com/english/2009-04-27-voa7.cfm (April 27","2009).\"","\"Ibrahim Usta, \"\"Three Killed in Turkish Police Shootout with Militant","\"\" LexisNexis Academic",Associated Press,April 27,"2009.\""
200904280009,2009,4,28,"",0,"",209,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,"The incident occurred in Maslak, Istanbul, Istanbul.","04/28/2009: On Tuesday in the Maslak District, Istanbul, Istanbul, Turkey, an improvised explosive device exploded in a parking lot outside a military student dormitory, causing minor damage but no casualties.  No group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,28,Military Recruiting Station/Academy,"",A military student dormitory was the target in the attack.,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",Minor damage occurred to the dormitory.,0,"","","","","","","","","","","","","","","","","\"Associated Press Worldstream, \"\"Report: Small Bomb Blast in Istanbul \"\"",LexisNexis Academic,Associated Press Worldstream,March 22,"2010.\"","","",ISVG,-9
200904290026,2009,4,29,"",0,"",209,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,"","\"04/29/2009: On Wednesday in Ankara, Turkey, Turkey, Didem Akman, a female suicide bomber, and S. Onur Yilmaz, a male suicide bomber, were both caught at Bilkent University trying to flee the University after Akman's suicide bombing attempt to kill Former Turkish Justice Minister Hikmet Sami Turk who was giving a lecture at the university failed. Akman, who was carrying two pounds of unknown explosives on her body, and Yilmaz both belonged to the Revolutionary People's Liberation Party-Front (DHKP-C). Former Justice Minister Turk claimed that the reason of the attack was the \"\"Operation Return to Life\"\" that was carried out at prisons in 2000",however,"neither Akman nor Yilmaz claimed responsibility or stated a motive for the attack.\"",1,1,1,0,"","",0,0,1,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Turkish Justice Minister,"The Former Turkish Justice Minister, Hikmet Sami Turk,",209,Turkey,"","","","","","","","","","","","","","","","",Devrimici Halk Kurtulus Cephesi (DHKP/C),"","","","","","\"Former Justice Minister Turk claimed that the reason of the attack was the \"\"Operation Return to Life\"\" that was carried out at prisons in 2000.\"",0,"","",0,2,2,0,"","","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","",A suicide improvised explosive device was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Turkish Former Minister Escapes Botched Suicide Bombing: Report\"\"",LexisNexis Academic,Agence France Presse,March 22,"2010.\"","\"Hurriyet Daily News, \"\"Turkey: Former Justice Minister Escapes Assassination Attempt in Ankara\"\"",Hurriyet Daily News
200904290027,2009,4,29,"",0,"",209,10,Middle East & North Africa,Diyarbakir,Lice district,38.426625,40.670188,3,0,"","04/29/2009: On Wednesday morning at around 0600, a mine in Lice district, Diyarbakir, Turkey, Turkey, targeted an armored personnel carrier killing nine soldiers. The bomb is believed to have been remote-controlled or detonated by cable. In addition to the dead, several soldiers were injured, but no specific count was reported. No group has claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),Turkish Military,The target was an armored personnel carrier carrying soldiers.,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,9,0,0,"",0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"United Press International, \"\"Nine Turkish Soldiers Killed by Bomb\"\"",LexisNexis Academic,United Press International,April 30,"2009.\"","","",ISVG,-9
200905260009,2009,5,26,"",0,"",209,10,Middle East & North Africa,Tunceli,Cicekli,39.053455,39.422522,1,0,"","05/26/2009: On Tuesday in Cicekli, Tunceli, Turkey, assailants killed Sergeant Huseyin Ozden and wounded another soldier. No group claimed responsibility.",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Turkish Military,The attack targeted military.,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",Unknown weapons were used in the attack.,1,0,0,1,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Anatolia, \"\"One Soldier Killed in Clash in Tunceli","\"\" WorldNews Connection",World News Connection,Anatolia,May 26,"2009.\"","\"BBC Monitoring Europe, \"\"Turkish Soldier Killed in Clashes With PKK in Eastern Anatolia","\"\" LexisNexis Academic",BBC Monitoring Europe
200905280009,2009,5,28,"",0,"",209,10,Middle East & North Africa,Hakkari,Cukurca,37.253172,43.612234,1,0,"","05/28/2009: On Thursday in Cukurca, Hakkari, Turkey, assailants set fire to several work machines. The Kurdistan Workers Party (PKK) was responsible for the attack.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,12,Construction,"",Two construction vehicles were targeted in the arson.,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,1,10,Unknown,"","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",An unknown incendiary device was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The attack caused damage to several work machines.,0,"","","","","","","","","","","","","","","","","\"Yusuf Kanli, \"\"Turkish Columnist Accuses PKK of Hypocrisy after Deadly Mine Blast in Southeast","\"\" World News Connection",Hurriyet,May 28,"2009.\"","\"The Associated Press, \"\"Turkish Jets Strike Rebels in Northern Iraq","\"\" LexisNexis Academic",The Associated Press,May 28
200907060013,2009,7,6,"",0,"",209,10,Middle East & North Africa,Sirnak,Silopi,37.248935,42.470654,1,0,"","07/06/2009: On Monday morning, in Silopi, Sirnak, Turkey, a landmine exploded as a bus carrying construction workers passed over it, killing four civilians, wounding nine others, and damaging the bus. No group claimed responsibility, although the rovincial governor's office said the explosive device was believed to have been laid by the separatist rebel Kurdistan Workers' Party (PKK).",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),"",A bus carrying civilians was targeted in the attack.,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),KONGRA-GEL [People's Congress of Kurdistan] Chairmanship Council,"","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",An improvised explosive device was used in the attack.,4,0,0,9,0,0,-9,4,Unknown,"",The attack damaged the bus.,0,"","","","","","","","","","","","","","","","","\"National Counterterrorism Center, \"\"Four Civilians Killed",Nine Others Wounded in Landmine Explosion by Suspected KGK in Silopi,Sirnak,Turkey,"\"\" Worldwide Incidents Tracking System",January 07,"2010.\"","\"BBC Monitoring, \"\"Turkey Roadside blast Kills Four","\"\" LexisNexis Academic"
200908140009,2009,8,14,"",0,"",209,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,"The incident occurred in Gaziosmanpasa, Istanbul, Istanbul.","08/14/2009: On Friday, in the Gaziosmanpasa area of Istanbul, Istanbul, Turkey, a bomb exploded outside a textile factory, killing one security guard, wounding one civilian, and damaging the factory. No group claimed responsibility, although it was widely believed Kongra-Gel (KGK, PKK, TAK, KADEK, HPG) was responsible.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,5,Industrial/Textiles/Factory,"",A textile factory was targeted in the attack.,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",An unknown explosive was used in the attack.,1,0,0,1,0,0,1,3,Minor (likely < $1 million),"","The attack caused property damage, although no monetary amount was established.",0,"","","","","","","","","","","","","","","","","\"National Counterterrorism Center, \"\"One Security Guard Killed",One Civilian Wounded in Bombing by Suspected KGK in Istanbul,Istanbul,Turkey,"\"\" Worldwide Incidents Tracking System",January 12,"2010.\"","Agence France Presse, �Blast in Istanbul Kills One: Report,� Agence France Presse, August 15, 2009.",""
200911290017,2009,11,29,"",0,"",209,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,"The incident occurred in the Hamidiye neighborhood of Sultanbeyli, Istanbul, Istanbul.","11/29/2009: On Sunday, in the Hamidiye neighborhood, Sultanbeyli, Istanbul, Turkey, a group of insurgents, which held illegal demonstrations, stopped a Istanbul Electric Power, Subway and Streetcar, bus and forced the passengers out, then proceeded to throw a Molotov cocktail at the vehicle setting it on fire. The attack damaged the bus but caused no casualties. The Partiya Karkaren Kurdistan (PKK) are believed to be responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",19,Transportation,99,Bus (excluding tourists),"Istanbul Electric Power, Subway and Streetcar",A passenger bus was targeted in the attack.,209,Turkey,"","","","","","","","","","","","","","","","",Kurdistan Workers' Party (PKK),"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",A bus was damaged by the attack.,0,"","","","","","","","","","","","","","","","","\"Jane's Intelligence, \"\"Suspected PKK activists set fire to bus in Turkey's Istanbul","\"\" Terrorism Watch Report",December 1,"2009.\"","\"Agence France Presse, \"\"Violence Marks PKK Founding",One Shot,"\"\" LexisNexis Academic",Agence France Presse,November 30
