201409090032,2014,9,9,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Saravan district,27.36902,62.331253,3,0,"","09/09/2014: Assailants detonated an explosives-laden vehicle at an Iranian Revolutionary Guard Corps (IRGC) border base in Saravan district, Sistan and Baluchestan province, Iran. One member of the IRGC was killed and two Basij members were wounded in the attack; casualties were also reported among the assailants, but the exact number is unknown. Jaish al-Adl claimed responsibility for the incident, stating that the attack was carried out in retaliation for the regime's repression. The group demanded that the Iranian Revolutionary Guards Corps (IRGC) resign by 2016.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Iranian Revolutionary Guards Corps (IRGC),Border Post,94,Iran,"","","","","","","","","","","","","","","","",Jaish al-Adl,"","","","","",Jaish al-Adl claimed responsibility for the incident and stated that the attack was carried out in retaliation to the regime's repression and demanded that the Iranian Revolutionary Guards Corps (IRGC) resign by 2016.,0,"","",0,-99,0,1,7,"Posted to website, blog, etc.","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",A remote-triggered vehicle packed with 600 kg of explosives was used in the attack.,1,0,"",2,0,"",-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Iran   soldier   killed in   rebel attack   on Pakistan border","\"\" Agence France Presse -- English",September 10,"2014.\"","\"\"\"Iran foils armed Baluchi rebel's attack on a border base","\"\" Trend News Agency",September 10,"2014.\"","\"\"\"Iranian Sunni group claims responsibility for   attack   on border   police   station"
201410080001,2014,10,8,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Saravan,27.370794,62.334035,1,0,"","10/08/2014: Assailants attacked police personnel in Saravan city, Sistan and Baluchestan province, Iran. Three police officers were killed in the assault. Jaish al-Adl claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Iranian National Police Force (INPF),Officers,94,Iran,"","","","","","","","","","","","","","","","",Jaish al-Adl,"","","","","","",0,"","",0,-99,0,1,10,Unknown,"","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",3,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"AFP: 3 Dead In Rebel Attack On Iran Security Forces","\"\" AFP (World Service)",October 9,"2014.\"","\"\"\"Rebels kill 4 security guards in eastern Iran","\"\" Xinhua News Agency",October 9,"2014.\"","\"\"\"Four policemen killed in Iran"
201410090003,2014,10,9,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Saravan,27.370794,62.334035,1,0,"","10/09/2014: An explosives-laden vehicle detonated at a police station in Saravan city, Sistan and Baluchestan province, Iran. A police officer was killed and three others were injured in the blast. Jaish al-Adl claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Iranian National Police Force (INPF),Police Station,94,Iran,"","","","","","","","","","","","","","","","",Jaish al-Adl,"","","","","","",0,"","",0,-99,0,1,10,Unknown,"","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","","",1,0,0,3,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Rebels kill 4 security guards in eastern Iran","\"\" Xinhua News Agency",October 9,"2014.\"","\"\"\"Four policemen killed in Iran","\"\" Business Standard India",October 9,"2014.\"",""
201410110077,2014,10,11,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Iranshahr district,27.2025,60.684722,3,0,"","10/11/2014: Two gunmen opened fire on Bahram Bashandeh in Iranshahr district, Sistan and Baluchestan province, Iran. Bashandeh, the county chief of social affairs, was killed in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Government of Iranshahr,Head of Social Affairs: Bahram Bashandeh,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Unknown gunmen attack a governor official in south east Iran","\"\" Trend News Agency",October 11,"2014.\"","\"\"\"Unknown   gunmen attack   official in southeastern Iran - agency","\"\" BBC Monitoring Middle East - Political Supplied by BBC Worldwide Monitoring",October 11,"2014.\"","\"\"\"Official dies of injuries sustained in   attack   in southeast Iran - agency"
201410190079,2014,10,19,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Zahedan,29.483576,60.862701,1,1,"","10/19/2014: Assailants opened fire on the Iranian National Police Force (INPF) Qatar Khanjak Police Base near Zahedan city, Sistan and Baluchestan province, Iran. There were an unknown number of casualties in the assault. No group claimed responsibility; however, sources attributed the attack to Baloch nationalists.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Iranian National Police Force (INPF),Qatar Khanjak Police Base,94,Iran,"","","","","","","","","","","","","","","","",Baloch Nationalists,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","","",0,"","",0,"",-9,"","","",It is unknown if a police base was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Iran says �trans-regional enemies� are behind unrests at its borders","\"\" Trend News Agency",October 20,"2014.\"","\"\"\"Iran foils armed attack on police base","\"\" Trend News Agency",October 20,"2014.\"",""
201411250039,2014,11,25,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Zahak,30.893889,61.680278,1,0,"","11/25/2014: Assailants opened fire on an Iranian National Police Force (INPF) patrol in Zahak city, Sistan and Baluchestan province, Iran. Three officers were killed in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Iranian National Police Force (INPF),Patrol,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",3,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Gunmen kill 3 police officers in southeast Iran","\"\" Trend News Agency",November 26,"2014.\"","\"\"\"Iran: Three Security Forces Killed by Unidentified Gunmen in Southeast Iran","\"\" Thai News Service",November 28,"2014.\"",""
201412290009,2014,12,28,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Saravan,27.37043,62.334996,1,0,"","12/28/2014: Assailants attacked an Iranian Revolutionary Guards Corps (IRGC) patrol in Saravan area, Sistan and Baluchestan province, Iran. Three soldiers were killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Iranian Revolutionary Guard Corps (IRGC),Patrol,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",3,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Three Iran troops killed in ambush near Pakistan border","\"\" Agence France Presse -- English",December 29,"2014.\"","\"\"\"Gunmen   kill 3 IRGC troops in southeast Iran","\"\" Xinhua General News Service",December 29,"2014.\"","\"\"\"IRGC members killed in Iran's southeastern border"
201501200047,2015,1,20,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Muk-Abad,28.247855,61.251891,2,0,"","01/20/2015: Assailants opened fire on police officers as they were responding to a car crash in Muk-Abad area, Sistan and Baluchestan province, Iran. At least one person was killed and two police officers were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Iranian National Police Force (INPF),Officers,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","\"\"\"Iranian intelligence dismantles terrorist group","\"\" Trend News Agency",February 14,"2015.\"","\"\"\"Latest attack in Sistan-Baluchistan kills three","\"\" Payvand Iran News",January 22,"2015.\"","\"\"\"Iran: 'Terrorist' Attack Kills One"
201504060038,2015,4,6,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Negur,25.389026,61.138411,1,0,"","04/06/2015: Assailants opened fire on an Iran Border Guard Police patrol in Negur, Sistan and Baluchestan province, Iran. At least 11 people, including eight border guards and three assailants, were killed in the assault. Jaish al-Adl claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Iran Border Guard Police,Patrol,94,Iran,"","","","","","","","","","","","","","","","",Jaish al-Adl,"","","","","","",0,"","",0,-99,0,1,8,Personal claim,"","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",11,0,3,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Pak-Iran border: Eight Iranian border guards killed","\"\" The Express Tribune",April 8,"2015.\"","\"\"\"Eight Iranian border guards killed in attack by Pakistani militants","\"\" Middle East Eye",April 7,"2015.\"","\"\"\"8 Iranian soldiers killed near Pakistan border"
201504100053,2015,4,10,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Mehrestan,27.128868,61.67565,1,0,"","04/10/2015: Assailants opened fire on an Iranian Revolutionary Guards Corps (IRGC) patrol in Mehrestan, Sistan and Baluchestan province, Iran. At least two soldiers were killed in the assault. Jaish al-Adl claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Iranian Revolutionary Guards Corps (IRGC),Patrol,94,Iran,"","","","","","","","","","","","","","","","",Jaish al-Adl,"","","","","","",0,"","",0,-99,0,1,7,"Posted to website, blog, etc.","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Two Iranian troops killed near Pakistan border","\"\" Turkish Weekly",April 10,"2015.\"","\"\"\"Sunni Militant Group Claims Responsibility for Killing Two Iranian Guards","\"\" BBC Monitoring",April 9,"2015.\"",""
201508070050,2015,8,7,"",0,"",94,10,Middle East & North Africa,Kordestan,Marivan,35.521797,46.183594,1,0,The incident occurred near Kani Dinar and Pishti Zrebar areas,"08/07/2015: Assailants attacked an army base in Marivan city, Kordestan province, Iran. At least 20 soldiers were killed in the incident. The Free and Democratic Society of Eastern Kurdistan (KODAR) claimed responsibility and stated that the attack was carried out in retaliation for military operations against the group, although officials questioned the veracity of this claim. Komala also claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Free Life Party.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Iran Army (IRIA),Base,94,Iran,"","","","","","","","","","","","","","","","",Free and Democratic Society of Eastern Kurdistan (KODAR),"",Komala,"",Kurdistan Free Life Party,"",The Free and Democratic Society of Eastern Kurdistan (KODAR) claimed responsibility for the incident and stated that the attack was carried out in retaliation for military operations against the group.,1,0,0,0,-99,0,1,4,E-mail,1,10,Unknown,0,"","",1,13,Unknown,"","","","","","","","","","","","","","","",20,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"20 Iranian troops killed by PKK affiliate: report","\"\" Anadolu Agency (AA)",August 8,"2015.\"","\"\"\"Those behind Marivan incidents will see consequences soon: Official","\"\" Iranian Government News (Plus Media Solutions Private Limited Publications)",August 12,"2015.\"","\"\"\"Dozens wounded in attacks on Iranian army bases in Kurdish Marivan-website"
201510160005,2015,10,16,"",0,"",94,10,Middle East & North Africa,Khuzestan,Dezful,32.383078,48.423584,1,0,"","10/16/2015: Assailants opened fire on a crowd of Shia Muslims in Dezful city, Khuzestan province, Iran. Two people were killed and another two were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Unknown,Shiite Commemoration Hall for Ashura,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The victims included Hossein Karimi Yeganeh and Bahman Rezaie.,"\"\"\"Ashura 2015: What is the Shia festival in Karbala and why do worshippers flagellate themselves","\"\" International Business Times UK",October 22,"2015.\"","\"\"\"Two dead in Iran attack on Shiites marking Ashura","\"\" Deutsche Welle",October 17,"2015.\"","\"\"\"Two killed in shooting in Iran"
201511040041,2015,11,4,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Qasre Qand,26.223519,60.750488,1,1,"","11/04/2015: An explosive device detonated targeting a police vehicle near Qasre Qand area, Sistan and Baluchestan province, Iran. Four police officers were injured in the blast. Jaish al-Adl claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Iranian National Police Force (INPF),Vehicle,94,Iran,"","","","","","","","","","","","","","","","",Jaish al-Adl,"","","","","","",0,"","",0,-99,0,1,7,"Posted to website, blog, etc.","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A roadside booby-trapped explosive device was used in the attack.,0,0,0,4,0,0,-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Booby trap explosion kills Iranian police officer","\"\" Trend News Agency",November 16,"2015.\"","\"\"\"BBCM -- Iran: Sunni Group Claims Responsibility for Attack on Police Vehicle","\"\" BBC Monitoring",November 5,"2015.\"",""
201511160035,2015,11,16,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Qasre Qand,26.223519,60.750488,1,1,"","11/16/2015: An explosive device detonated on a police patrol near Qasre Qand town, Sistan and Baluchestan province, Iran. One police officer was killed in the blast. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Iranian National Police Force (INPF),Patrol,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",A booby-trapped explosive device was used in the attack.,1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Booby trap explosion kills Iranian police officer","\"\" Trend News Agency",November 16,"2015.\"","","",START Primary Collection,-9,-9
201512060028,2015,12,6,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Unknown,27.529991,60.582068,4,0,The incident occurred along Iranshahr-Sarbaz road.,"12/06/2015: An explosive device was discovered and diffused on Iranshahr-Sarbaz road in Sistan and Baluchestan province, Iran. No group claimed responsibility for the incident.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",20,Unknown,"","",Unknown,Unknown,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",A 21-kilogram explosive device was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Iran's police defuse bomb near Pakistan border","\"\" Xinhua General News Service",December 6,"2015.\"","\"\"\"Iran: Policeman Killed in Bomb Blast in Southeastern Iran","\"\" Thai News Service",December 10,"2015.\"","\"\"\"Iran: Police Discover"
201512090029,2015,12,9,"",0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Kahiri,26.9174,61.00202,1,0,"","12/09/2015: An explosive device detonated near Kahiri police station in Sistan and Baluchestan province, Iran. One person was killed and three people were wounded in the blast; the victims included civilians and police officers. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Iranian National Police Force (INPF),Officers,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,0,0,3,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","\"\"\"Report: Trap bomb explosion kills 3 policemen in southeastern Iran","\"\" The Canadian Press",December 9,"2015.\"","\"\"\"BRIEF: Several policemen killed as bomb explodes in Iran","\"\" Trend News Agency (Baku",Azerbaijan),December 9,"2015.\""
201605030052,2016,5,4,"",0,"",94,10,Middle East & North Africa,West Azerbaijan,Sardasht,36.158405,45.47599,1,0,"","05/04/2016: Assailants attacked Iranian Revolutionary Guard soldiers in Sardasht, West Azerbaijan, Iran. At least two soldiers were killed and one soldier was injured in the incident. The Kurdistan Free Life Party claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Iranian Revolutionary Guards Corps (IRGC),Soldiers,94,Iran,"","","","","","","","","","","","","","","","",Kurdistan Free Life Party,East Kurdistan Defense Units (YRK),"","","","","",0,"","",0,-99,0,1,4,E-mail,"","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",2,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","\"\"\"10 Iranian soldiers killed near Iraq border","\"\" Anadolu Ajansi",May 5,"2016.\"","\"\"\"Kurdish rebel group claims responsibility for deadly attack on Iranian troops","\"\" Rudaw",May 5,"2016.\"",""
201606080049,2016,6,8,"",0,"",94,10,Middle East & North Africa,Khuzestan,Bandar Mahshahr,30.554492,49.186735,1,0,"","06/08/2016: Assailants detonated an explosive device in the Bu Ali Sina petrochemical complex in Bandar Mahshahr, Khuzestan, Iran. There were no reported casualties in the attack. Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahvaz.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,1,Gas/Oil/Electric,Bu Ali Sina,Petrochemical Complex,94,Iran,"","","","","","","","","","","","","","","","",Suqour al-Ahvaz,"","","","","",Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahvaz.,0,"","",0,-99,0,1,4,E-mail,"","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,-99,A petrochemical plant was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Mideast Analyst: Iran in Throes of Domestic Battle as Ethnic Groups Carry Out Attacks Against Regime Targets","\"\" Algemeiner.com",July 27,"2016.\"","\"\"\"Iran reports cyberattack targeted its petrochemical centers","\"\" World Tribune",August 28,"2016.\"",""
201606130040,2016,6,13,2016-06-13 00:00:00,0,"",94,10,Middle East & North Africa,Sistan and Baluchestan,Khash,28.231423,61.19276,1,0,"","06/13/2016: Assailants armed with an explosive devices attempted to carry out an attack in Khash, Sistan and Baluchestan, Iran. At least six people, including a police officer and five assailants, were killed in the ensuing clash. Ansar al-Furqan claimed responsibility for the incident. Sources also attributed the attack to Jaish al-Adl.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,2,Armed Assault,"","",20,Unknown,"","",Unknown,Unknown,94,Iran,"","","","","","","","","","","","","","","","",Ansar al-Furqan,"",Jaish al-Adl,"","","","",0,0,"",0,5,0,1,7,"Posted to website, blog, etc.",0,"","","","","","",6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,"","","","","","","","","",6,0,5,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Iran police kills five fighters of Jaish ul-Adl terrorist group","\"\" Trend News Agency (Baku",Azerbaijan),June 13,"2016.\"","\"\"\"BALOCHISTAN-BASED ANSAR AL-FURQAN CLAIMS KILLING 20 IRANIANS IN ATTACK IN KHASH","\"\" SITE Intel Group",June 14,"2016.\""
201607100037,2016,7,10,"",0,"",94,10,Middle East & North Africa,Kermanshah,Unknown,34.457623,46.670534,4,0,"","07/10/2016: Assailants opened fire on the vehicle of Heshmatollah Falahatpishe, a member of Parliament, in Kermanshah, Iran. A driver and a local official were killed and Falahatpishe and a local governor were injured in the attack. No group claimed responsibility for the incident; however, a lawmaker attributed the attack to the Kurdistan Free Life Party.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Islamic Consultative Assembly,Vehicle of Member: Heshmatollah Falahatpisheh,94,Iran,"","","","","","","","","","","","","","","","",Kurdistan Free Life Party,"","","","","","",0,"","",0,4,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Iranian Lawmakers� Car Ambushed by Gunmen in Kurdish Region","\"\" New York Times",July 10,"2016.\"","\"\"\"Gunmen in western Iran kill 2",injure lawmaker,"\"\" Arab News",July 10,"2016.\""
201607110044,2016,7,11,"",0,"",94,10,Middle East & North Africa,Khuzestan,Ahwaz,31.318327,48.670619,1,0,"","07/11/2016: An explosive device detonated near a gas pipeline in Ahwaz, Khuzestan, Iran. There were no reported casualties in the blast. Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahwaz.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,106,Gas,Unknown,Gas Pipeline,94,Iran,"","","","","","","","","","","","","","","","",Suqour al-Ahvaz,"","","","","",Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahvaz.,0,"","",0,-99,0,1,4,E-mail,"","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,-99,A gas pipeline was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Mideast Analyst: Iran in Throes of Domestic Battle as Ethnic Groups Carry Out Attacks Against Regime Targets","\"\" Algemeiner.com",July 27,"2016.\"","\"\"\"Ahwazi Arab resistance blow up Iranian pipeline","\"\" Albawaba",July 19,"2016.\"",""
201607180067,2016,7,18,"",0,"",94,10,Middle East & North Africa,Khuzestan,Johar as Sabaa district,31.784935,49.218457,3,0,"","07/18/2016: Assailants attacked oil pipelines in Johar as Sabaa district, Khuzestan, Iran. There were no reported casualties. Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahvaz.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,Unknown,Oil Pipelines,94,Iran,"","","","","","","","","","","","","","","","",Suqour al-Ahvaz,"","","","","",Suqour al-Ahvaz claimed responsibility for the incident and stated that the attack was carried out in retaliation for Iran's harsh treatment of members of the Arab community in Ahvaz.,0,"","",0,-99,0,1,4,E-mail,"","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,-99,An oil pipeline was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Mideast Analyst: Iran in Throes of Domestic Battle as Ethnic Groups Carry Out Attacks Against Regime Targets","\"\" Algemeiner.com",July 27,"2016.\"","\"\"\"Ahwazi Arab resistance blow up Iranian pipeline","\"\" Albawaba",July 19,"2016.\"",""
201608090015,2016,8,9,"",0,"",94,10,Middle East & North Africa,Kordestan,Marivan,35.521797,46.183594,1,0,"","08/09/2016: Assailants threw an explosive device at a police vehicle in Marivan, Kordestan, Iran. A police officer was killed and two others were wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Iranian National Police Force (INPF),Vehicle,94,Iran,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Attack on police car in Iran kills policeman",wounds 2,"\"\" Ynet News",August 11,"2016.\"","\"\"\"Attack on police car in Iran kills policeman",wounds 2,"\"\" San Francisco Chronicle",August 11
