201604150004,2016,4,15,"",0,"",168,11,Sub-Saharan Africa,Western,Kabumba,-1.572625,29.37576,1,0,"","04/15/2016: Assailants attacked a police station in Kabumba, Western, Rwanda. There were no reported casualties in the ensuing clash. No group claimed responsibility; however, sources attributed the incident to the Democratic Front for the Liberation of Rwanda (FDLR).",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Rwanda National Police,Police Station,168,Rwanda,"","","","","","","","","","","","","","","","",Democratic Front for the Liberation of Rwanda (FDLR),"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Suspected Rwandan rebels attack police station","\"\" Xinhua General News Service",April 16,"2016.\"","\"\"\"Africa Command OSINT Daily 15 - 17 April 2016","\"\" Summary",April 18,"2016.\"","\"\"\"Rwanda RDF Says Situation Under Control After Repulsing FDLR"
201705080030,2017,5,5,"",1,"",168,11,Sub-Saharan Africa,Northern,Ngoma,-1.787815,30.003469,1,0,The incident occurred in Mbogo district.,"05/05/2017: Assailants abducted a United Democratic Forces of Rwanda member in Ngoma, Northern province, Rwanda. His body was discovered nearly beheaded on May 8, 2017. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,United Democratic Forces of Rwanda,Member: Jean Damascene Habarugira,168,Rwanda,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources posited that Jean Damascene Habarugira was targeted for opposing government policy regarding agricultural planning.",0,"","",0,-99,0,0,"","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",1,1,0,"",3,"","",0,"","","","","",4,Hostage(s) killed (not during rescue attempt),0,"","\"\"\"Jean Damascene Habarugira 'assassinated' in Rwanda","\"\" Daily Nation",May 12,"2017.\"","","",START Primary Collection,-9,-9
201706200037,2017,6,20,"",0,"",168,11,Sub-Saharan Africa,Western,Rusizi district,-2.61758,29.03488,3,0,"","06/20/2017: Assailants threw grenades and opened fire at a bar in Rusizi district, Western, Rwanda. One person was killed and eight people were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,2,Restaurant/Bar/Caf�,Unknown,Bar,168,Rwanda,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,7,Grenade,5,Firearms,5,Unknown Gun Type,"","","","","","","","",Two grenades and firearms were used in the attack.,1,0,0,8,0,0,1,3,Minor (likely < $1 million),-99,A bar was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Rwanda says gunmen kill 1",injure 8 in attack near Burundi,"\"\" Washington Post",June 21,"2017.\"","\"\"\"Rwanda",Burundi spar over kidnapping,murder,"\"\" The East African"
