199605290005,1996,5,29,"",0,"",18,10,Middle East & North Africa,Capital,Jidhafs,26.218794,50.533783,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",20,Unknown,"","","",unknown,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Bomb,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199606170008,1996,6,17,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,"",Saudi Licensed car,173,Saudi Arabia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Bomb,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199606230003,1996,6,23,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",car near hotel,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Bomb,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199608260004,1996,8,26,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Russian Consulate,167,Russia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199609080007,1996,9,8,"",0,"",18,10,Middle East & North Africa,Northern,Markh,26.20129,50.479883,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,7,Retail/Grocery/Bakery,"",grocery store,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",Fure bomb,0,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199706130016,1997,6,13,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Asian-owned shop,92,India,14,Private Citizens & Property,71,Race/Ethnicity Identified,people in shop,Indian children in the shop,92,India,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,person in shop,Filipino Good Samaritan,160,Philippines,Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",Arson,4,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199706140015,1997,6,14,"",0,"",18,10,Middle East & North Africa,Northern,Hamad,26.118904,50.502213,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,76,House/Apartment/Residence,"",House,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",Arson,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199707010011,1997,7,1,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,"",Delmon Hotel,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Bomb,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199707040016,1997,7,4,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,2,Restaurant/Bar/Caf�,"",Restaurant,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199707050006,1997,7,5,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,"",Hotel,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199707050007,1997,7,5,"",0,"",18,10,Middle East & North Africa,Central,Sitra,26.169081,50.614277,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,"","","",Cold stone,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,4,"","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","","",1,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199707070006,1997,7,7,"",0,"",18,10,Middle East & North Africa,Capital,Manama,26.217001,50.587414,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,2,Restaurant/Bar/Caf�,"",Restaurant,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199707190005,1997,7,19,"",0,"",18,10,Middle East & North Africa,Central,Isa Town,26.173237,50.550972,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Supermarket,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199707190006,1997,7,19,"",0,"",18,10,Middle East & North Africa,Central,Isa Town,26.173237,50.550972,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Supermarket,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199708130007,1997,8,13,"",0,"",18,10,Middle East & North Africa,Capital,Daih,26.223698,50.536629,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,"",Asian workers' residence,334,Asian,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199712280011,1997,12,28,"",0,"",18,10,Middle East & North Africa,Northern,Sehla,26.204552,50.534554,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Furniture showroom,18,Bahrain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,6,"","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
