200810200004,2008,10,20,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"","10/20/2008: On Monday, a parcel bomb detonated in Sanaa city, San'a province of Yemen, killing Shaykh Mohammad bin Rabeesh Kaalan, security chief for Madghal district. Kaalan received an anonymous phone call from someone who asked him to collect a parcel said to contain security information from a nearby store. A soldier was also wounded by the parcel bomb, which was sent from Sanaa. Al Qaeda was suspected in the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Madghal Law Enforcement,"The target was Shaykh Mohammed bin Rabeesh Kaalan, the security chief for the Madghal district.",95,Iraq,"","","","","","","","","","","","","","","","",Al-Qaida in Yemen,"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,-99,0,3,Call (pre-incident),"","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",The explosive was a letter bomb.,1,0,0,1,0,0,-9,"","","",There was no reported property damage.,0,"","","","","","","","","","","","","","","","","\"Monsters and Critics, \"\"Five Killed",Nine Injured in Attacks in Iraq,October 22,2008,"http://www.monstersandcritics.com/news/middleeast/news/printer_1438461.php.\"","\"Thaindian, \"\"Five Killed in Iraq Violence","\"\" October 22",2008,"http://www.thaindian.com/newsportal/world-news/five-killed-in-iraq-violence_100110442.html.\""
200811270019,2008,11,27,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"","11/27/2008: On Thursday, in Sanaa, San'a', Yemen, assailants detonated an improvised explosive device on a minibus at the al-Hasha bus station, killing three civilians, wounding four others, and damaging the vehicle. There was no motive reported and no group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),"",A minibus,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the attack.  An improvised explosive device was used in the attack.,3,0,0,4,0,0,1,4,Unknown,"",The minibus was damaged.,0,"","","","","","","","","","","","","","","","","\"Agence France Presse / AFP, \"\"Three Killed as Bomb Rips Through Yemen Minibus","\"\" Lexis Nexis",Agence France Presse / AFP,November 27,"2008.\"","\"National Counterterrorism Center, \"\"Three Civilians Killed",Four Others Wounded in IED attack in Sanaa,San'a',Yemen
200901020020,2009,1,2,"",1,"",228,10,Middle East & North Africa,Abyan,Shoqra,13.357599,45.69648,1,0,"","01/02/2009: On Friday afternoon, in Shaqra, Abyan, Yemen, assailants kidnapped one civilian and her two children when their tourist convoy lagged behind. The driver and the guard were removed from the vehicle and the assailants drove away in it. The civilians were kidnapped in order for the group to demand the release of a relative held by the police. No group claimed responsibility, but it was believed that members of the Al Fadl tribe were responsible.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",18,Tourists,97,Tourist,"",The target was civilians.,183,South Africa,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is to demand the release of a relative held by the police.,0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",Unknown weapons were used in the attack.,0,0,0,0,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,1,3,0,"",-99,"","","","","","","","",7,Unknown,-99,"","\"Agence France Presse, \"\"Yemeni Tribesmen Kidnap South African Woman",Two Sons,"\"\" LexisNexis Academic",Agence France Presse,January 02,"2009.\"","\"National Counterterrorism Center, \"\"One Civilian",Two Children Kidnapped by Suspected Al Fadl tribe in Shuqrah,Abyan
200901170013,2009,1,17,"",0,"",228,10,Middle East & North Africa,Abyan,Jaar,13.219398,45.307838,1,0,The attack took place in Ja'ar.,"01/17/2009: On Saturday, in Ja'ar, Abyan, Yemen, heavily armed gunmen believed to be Islamist militants attacked a prison, killing one guard and injuring another in an attempt to free prisoners. It is unknown if any inmates were freed. No group claimed responsibility.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",3,Police,26,Prison/Jail,Yemen Correctional Facility.,The prison was the target.,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack was to free prisoners.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,1,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Deutsche Presse-Agentur, \"\"Gunmen Attack Prison in Southern Yemen",Guard Killed,"\"\" LexisNexis Academic",Deutsche Presse-Agentur,January 17,"2009.\"","","",ISVG
200901180007,2009,1,18,"",1,"",228,10,Middle East & North Africa,Shabwah,Unknown,14.719504,46.868266,4,0,"","01/18/2009: On Sunday afternoon around 1530, in Shabwah, al-Rawdha area, Yemen, armed gunmen kidnapped a German working as a contractor for gas firm Yemen LNG and two Yemeni engineers. The kidnappers were demanding the release of one of their tribesmen from a prison in southeast Yemen. The police attempted to rescue the hostages at a checkpoint, but were unable to save them. Two officers were injured in the attempt. Local tribal members claimed responsibility.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,1,Gas/Oil/Electric,Yemen LNG.,A German contractor was the target.,75,Germany,1,Business,"","",Yemen LNG,Two Yemeni engineers were the targets.,228,Yemen,"","","","","","","","",Unknown,"","","","","",The specific motive for the attack was to demand the release of one of their tribesmen from a prison in southeast Yemen.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,0,0,0,0,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,1,3,0,"",-99,"","","","","","","","",1,Attempted Rescue,-99,"The kidnapping outcome is listed as attempted rescue, but the attempt was unsuccessful. The victims are still being held. The kidnappers demand was the release of a fellow clansman who was in police custody in Abyan, a neighboring province.","\"Agence France Presse, \"\"German Gas Expert Kidnapped in Yemen: Company","\"\" LexisNexis Academic",Agence France Presse,January 18,"2009.\"","\"Deutsche Presse-Agentur, \"\"Second Lead: German Oil Expert Kidnapped in Southern Yemen","\"\" LexisNexis Academic",Deutsche Presse-Agentur,January 18
200901260018,2009,1,26,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,"","01/26/2009: On Monday, in Sanaa, San'a', Yemen, three armed assailants fired upon a police checkpoint near the United States (US) Embassy, causing no injuries or damage.  The US Embassy stated that several hours prior to the attack, it had received a telephone call and an email, warning of an attack by al-Qaida. No group claimed responsibility, but authorities blamed Hushaysh tribal members.",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"","The police checkpoint near the United States Embassy in Sannaa,",228,Yemen,"","","","","","","","","","","","","","","","",Hushaysh Tribal Members,"","","","","",The specific motive for the attack is unknown.,1,"","",0,3,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"Ahmed Al-Haj, \"\"Yemen: Gunshots Fired Near US Embassy","\"\" LexisNexis Academic",Associated Press Worldstream,January 27,"2009.\"","\"National Counterterrorism Center, \"\"Police Checkpoint Targeted in Armed Attack by Suspected Hushaysh Tribal Members in Sanaa",San'a',Yemen,"\"\" Worldwide Incidents Tracking System"
200901290001,2009,1,29,"",0,"",228,10,Middle East & North Africa,Al Jawf,Unknown,16.431822,45.602888,3,0,The incident occurred 190 kilometers northeast of Sanaa.,"01/29/2009: On Thursday, an explosion was reported to have halted the flow of oil through Yemen's Marib-Ras Issa pipeline. The line was cut in the Argain Valley, 190 km north east of Yemens' capital Sana'a. No claim of responsibility has been reported.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,1,Gas/Oil/Electric,"",Yemen's Marib-Ras Issa pipeline running through the Arqain Valley.,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Unknown explosives were used in the attack.,0,0,0,0,0,0,1,4,Unknown,"",The attack caused an unknown amount of property damage.,0,"","","","","","","","","","","","","","","","","\"World Markets Research Centre; Global Insight, \"\"Crucial Oil Pipeline Again Targeted in Yemen","\"\" LexisNexis Academic",World Markets Research Centre; Global Insight,January 30,"2009.\"","\"Deutsche Presse-Agentur, \"\"Yemen's Main Oil Pipeline Blown Up",Flow Not,"\"\" LexisNexis Academic",Deutsche Presse-Agentur
200903150003,2009,3,15,"",0,"",228,10,Middle East & North Africa,Hadramawt,Shibam,15.914915,48.650745,1,1,The attack took place in the city of Shibam.,"03/15/2009: On Sunday, at 1650, in Shibam, Hadramawt, Yemen, Ali Mohsen Al Ahmad, a suicide bomber detonated his improvised explosive device (IED) vest, killing four South Korean tourists and two Yemeni tour guides, and wounding five civilians (5 South Korean; 3 Yemeni). The attack occurred when the teenage suicide bomber asked the tourists to pose with him for a picture overlooking the hill  near the ancient fortress city of Shibama�s site knows as the Manhattan of the desert.  Al-Qaida Organization in the Arabian Peninsula claimed responsibility. 12 suspects were arrested by Yemeni authorities.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",18,Tourists,97,Tourist,"",South Korean tourists were the targets of the attack.,184,South Korea,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"",Yemeni tour guides were the targets of the attack.,228,Yemen,"","","","","","","","",Al-Qaida in Yemen,"","","","","",The specific motive for the attack is unknown.,1,"","",0,1,12,0,10,Unknown,"","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","",An improvised explosive device was used in the attack.,7,0,1,5,0,0,-9,"","","",It Is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Agence France Presse, \"\"Yemen Bomber Posed for Pics with SKoreans","\"\" Agence France Presse",March 17,"2009.\"","\"Ahmed AL-Haj, \"\"Yemen Bomber Posed for Pics with SKoreans","\"\" Associated Press Worldstream",March 15,"2009.\"","\"Agence France Presse, \"\"Qaeda claims second Yemen attack on Skoreans"
200903180003,2009,3,18,"",0,"",228,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,The incident occurred on a road between the South Korean Embassy and the Sanaa Airport.,"03/18/2009: A suicide bomber , Shamel al-Sanaan, struck a three car convoy using an improvised bomb in  Sanaa. The convoy was carrying a diplomat  from the  South Korean Embassy and two foreign officials from Seoul  sent to Yemen to investigate a bombing earlier in the week that killed four tourists from their country. The convoy was also carrying relatives of the victims of Sunday's attack who were in the country to recover the bodies of those killed in that attack. They were headed to the airport for a flight to return to South Korea when the bomber struck.  The windows of the vehicle were shattered in the blast but no injuries or casualties were reported. Al-Qaeda group claimed responsibility for the attack.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",South Korean Officials,The attack targeted a convoy carrying South Korean officials.,184,South Korea,"","","","","","","","","","","","","","","","",Al-Qaida in Yemen,"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,1,10,Unknown,"","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","",An improvised explosive device was used in the attack.,1,"",1,"","","",-9,"","","",It Is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Ahmed Al-Haj, \"\"Suicide bomber hits South Korean convoy in Yemen","\"\" Associated Press Online",March 18,"2009.\"","\"Japan Economic Newswire, \"\"Blast hits convoy carrying S. Korean bereaved families in Yemen","\"\" LexisNexisAcademic. March 18","2009.\"","\"Agence France Presse, \"\"Qaeda claims second Yemen attack on Skoreans","\"\" Agence France Presse"
200903310014,2009,3,31,"",0,"",228,10,Middle East & North Africa,Hajjah,Bani Siraj,15.862624,43.042614,1,0,The Italian tourists were kidnapped in Bani Siraj. The exact location is unknown.,"03/31/2009: On Tuesday, in Bani Siraj, Al Hudaydah, Yemen, assailants kidnapped two Italian tourists. They were taken to the mountainous area Bouna Dabyan. No casualties were reported. No group claimed responsibility, but it was believe that local tribal members were responsible. The status of the hostages  is unknown",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",18,Tourists,97,Tourist,"",Two Italian tourists were the targeted.,98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,"","","","",1,2,0,"",-99,"","",-9,"","","","","",7,Unknown,0,"","\"Xinhua News Agency, \"\"Two Foreigners Abducted in Yemen: Security Source","\"\" LexisNexis Academic",March 31,"2009.i\"","\"National Counterterrorism Center, \"\"Two Civilians Kidnapped by Suspected Tribal Members in Bani Siraj",Al Hudaydah,"\"\" Worldwide Incidents Tracking System",March 31,"2009.\""
200903310015,2009,3,31,"",1,4/12/2009,228,10,Middle East & North Africa,Sanaa,Bani Dabian,15.361789,44.19735,4,0,"","03/31/2009: On Tuesday, in Bani Dabian, San'a', Yemen, armed assailants kidnapped a Dutch water expert and his wife.  On 20090412, they were freed unharmed.  No group claimed responsibility, but it was believed that local tribal members from the al-Siraj clan were responsible.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",18,Tourists,97,Tourist,"",A Dutch couple was targeted in this kidnapping.,142,Netherlands,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,"","","",It Is unknown if the attack caused any property damage.,1,2,0,"",12,"","",-9,"","","","","",2,Hostage(s) released by perpetrators,2,"","\"Almed Al-Haj, Associated Press Worldstream, \"\"Dutch Couple Kidnapped in Yemen's Capital","\"\" Associated Press Worldstream",March 31,"2009.\"","\"National Counterterrorism Center, \"\"Two Civilians Kidnapped by Suspected al-Siraj Tribal Members in Bani Dabian",San'a',Yemen,"\"\" Worldwide Incidents Tracking System",March 31
200904280005,2009,4,28,"",0,"",228,10,Middle East & North Africa,Lahij,Unknown,13.178143,44.632399,4,0,The attack took place in the Habeel Raida district in southern Yemen.,"04/28/2009: On Tuesday, in the Habeel Raida district of Lahij, Yemen, a soldier was killed and 14 more were wounded when gunmen attacked a police checkpoint. Four gunmen were reportedly wounded in the clash. The attackers were apparently protesting the set up of the checkpoint in their area. No group claimed responsibility although the attackers were believed to belong to the southern opposition that has been leading protests in several southern cities since mid-2007.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,24,Police Checkpoint,"",A police checkpoint,228,Yemen,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive was protesting the set up of the checkpoint.,0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,1,0,0,14,0,4,-9,"","","",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","","","\"Deutsche Presse-Agentur, \"\"Soldier Killed",14 Wounded as Gunmen Attack Police Post in Yemen,"\"\" LexisNexis Academic",Deutsche Presse-Agentur,April 28,"2009.\"","\"Armies of Liberation, Jane Novak, \"\"Soldier Killed at Checkpoint",14 Wounded in Lahj,"\"\" http://armiesofliberation.com/archives/2009/04/28/soldier-killed-at-checkpoint-14-wounded-in-lahj/ (April 28"
200905110011,2009,5,11,"",0,"",228,10,Middle East & North Africa,Saada,As Safra district,17.028705,43.668967,3,0,"The attack took place in the Al Safra district in the Sa'dah governorate, Yemen.","05/11/2009: On Monday, in the Al Safra district in the Sa'dah governorate in Yemen, three people were killed and four were wounded in an ambush by Believing Youth rebels. The ambush targeted several supporters of the authorities from Al-Asnaj clan. No damage or motive were reported and no group claimed responsibility.",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Al-Asnaj clan,Supporters,228,Yemen,"","","","","","","","","","","","","","","","",Al-Shabaab al-Mu'minin,"","","","","",The specific motive for the attack is unknown.,1,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",Unknown weapons were used in the attack.,3,0,0,4,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"BBC Monitoring Middle East, \"\"Yemen's Huthist Rebels Reportedly Preparing For War","\"\" Al-Sharq al-Awsat",May 11,"2009.\"","","",ISVG,0,0
200906110019,2009,6,11,"",1,6/12/2009,228,10,Middle East & North Africa,Amran,Unknown,15.554965,48.1728,4,0,The attack took place in Amran governorate on the road between Sanaa and Saada.,"06/11/2009: On Thursday, armed assailants kidnapped 24 domestic and foreign medical workers attached to the Al-Salam Hospital, (five Filipino, several Egyptian, Indian, Sudanese; many Yemeni) between Sanaa and Sada, in Amran, Yemen, demanding concessions from the government. All 24 medical workers were released unharmed less than 24 hours later. No damages were reported and local tribal members claimed responsibility.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,6,Medical/Pharmaceutical,Al-Salam Hospital.,Assailants targeted domestic and foreign medical workers attacked to the Al-Salam Hospital.,228,Yemen,"","","","","","","","","","","","","","","","",Tribal Group,"","","","","",The specific motive for the attack was to get the government release their relatives who were seized in the last Ramadan.,0,"","",0,4,0,1,10,Unknown,"","","","","","",0,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Unknown firearms were used in the attack.,0,0,0,0,0,0,0,"","","","",1,24,0,-99,"","","",0,"","","","","",2,Hostage(s) released by perpetrators,24,"Armed assailants kidnapped 24 domestic and foreign medical workers attached to the Al-Salam Hospital (5 Filipino, several Egyptian, Indian, Sudanese, and many Yemeni).","\"National Counterterrorism Center, \"\"Twenty-Four Medics Kidnapped by Local Tribal Members in 'Amran",Yemen,"\"\" Worldwide Incidents Tracking System",December 03,"2009.\"","\"Yemen News Agency, \"\"24 Foreign Medics Freed After Day-Long Kidnapping In Yemen","\"\" LexisNexis Academic",Yemen News Agency,June 13
