197011150001,1970,11,15,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",3,Police,25,Police Security Forces/Officers,City of Buenos Aires,"Deputy Police Chief for Political Affairs, Osvaldo Sandoval",11,Argentina,"","","","","","","","","","","","","","","","",Argentine Liberation Front (FAL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197011200001,1970,11,20,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","",U.S. Agricultural Attache Residence,217,United States,"","","","","","","","","","","","","","","","",Peronist Armed Forces (FAP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197011200002,1970,11,20,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","","Residence, U.S. Agricultural Attache",217,United States,"","","","","","","","","","","","","","","","",Peronist Armed Forces (FAP),"","","","","","",0,"","",0,4,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197011200003,1970,11,20,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)","","Residence, U.S. Air Mission Members",217,United States,"","","","","","","","","","","","","","","","",Peronist Armed Forces (FAP),"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistols,0,"","",0,"","",1,3,Minor (likely < $1 million),2500,"",1,2,2,0,"","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197012290002,1970,12,29,"",0,"",11,3,South America,Cordoba,Cordoba,-31.399301,-64.182129,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,3,Bank/Commerce,"","Air Force branch, Bank of Cordoba",11,Argentina,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces- Argentina (FAR-A),"","","","","","",0,"","",0,4,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,0,"","",0,"","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197101240001,1971,1,24,"",0,"",11,3,South America,Buenos Aires,Banfield,-34.68631,-58.528473,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,3,Bank/Commerce,"",Bank of Galicia,11,Argentina,"","","","","","","","","","","","","","","","",Peronist Armed Forces (FAP),"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,0,"","",0,"","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197101290004,1971,1,29,"",0,"",11,3,South America,Cordoba,Cordoba,-31.399301,-64.182129,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",banks (4 banks),11,Argentina,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces- Argentina (FAR-A),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197103280001,1971,3,28,"",0,"",11,3,South America,Cordoba,Cordoba,-31.399301,-64.182129,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,55,Television Journalist/Staff/Facility,Television Universidad De Cordoba,"",11,Argentina,"","","","","","","","","","","","","","","","",Ejercito Revolucionaria del Pueblo (ERP) (Argentina),"","","","","","",0,"","",0,5,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Automatic firearms; Explosives,0,0,0,0,0,0,1,3,Minor (likely < $1 million),15000,"",1,6,0,"","","","",0,"","","","","",2,Hostage(s) released by perpetrators,6,"","","","",PGIS,0,0,0,0,""
197104110002,1971,4,11,"",0,"",11,3,South America,Buenos Aires,La Plata,-34.921295,-57.954333,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)","",Police station,11,Argentina,"","","","","","","","","","","","","","","","",Peronist Armed Forces (FAP),"","","","","","",0,"","",0,12,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,3,"","",0,"","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197104290001,1971,4,29,"",0,"",11,3,South America,Buenos Aires,Pilar,-34.458721,-58.90725,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,"",Army Column,11,Argentina,"","","","","","","","","","","","","","","","",Revolutionary Armed Forces- Argentina (FAR-A),"","","","","","",0,"","",0,6,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,1,"","",0,"","",1,3,Minor (likely < $1 million),20000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197105230001,1971,5,23,"",1,5/30/1971,11,3,South America,Cordoba,Cordoba,-31.399301,-64.182129,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,"","",Swift-U.K. government,"Stanley Sylvester, exec in swift packing, rosario and honorary Brit. Consul",216,Great Britain,"","","","","","","","","","","","","","","","",Ejercito Revolucionaria del Pueblo (ERP) (Argentina),"","","","","","",0,"","",0,3,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,0,0,7,"",Argentina,0,"","","","","",2,Hostage(s) released by perpetrators,1,"","","","",PGIS,0,1,1,1,""
197107280001,1971,7,28,"",0,"",11,3,South America,Cordoba,Cordoba,-31.399301,-64.182129,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Cordoba-Arg. Govt,"Retd Army Officer, director of Prisons in Cordoba, Julio R. Saumartino",11,Argentina,"","","","","","","","","","","","","","","","",Peronist Armed Forces (FAP),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197201030001,1972,1,3,"",0,"",11,3,South America,Buenos Aires,Zarate,-34.098808,-59.032291,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,"",City,11,Argentina,"","","","","","","","","","","","","","","","",Montoneros (Argentina),"","","","","","",0,"","",0,15,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,"","","","","","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197203210001,1972,3,21,"",1,4/10/1972,11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,4,Multinational Corporation,Fiat Argentina,"Oberdan Sallustro, executive",98,Italy,"","","","","","","","","","","","","","","","",Ejercito Revolucionaria del Pueblo (ERP) (Argentina),"","","","","","",0,"","",0,4,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",1,1,0,"","","",Argentina,1,1000000,"",0,"","",4,Hostage(s) killed (not during rescue attempt),1,"","","","",PGIS,0,1,1,1,""
197204100001,1972,4,10,"",0,"",11,3,South America,Santa Fe,Rosario,-32.951052,-60.666365,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Argentine Army,"Commander Second Army Corps, Rosario- General Juan Carlos Sanchez",11,Argentina,"","","","","","","","","","","","","","","","",Ejercito Revolucionaria del Pueblo (ERP) (Argentina),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197205120001,1972,5,12,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",U.S. Firm,217,United States,"","","","","","","","","","","","","","","","",Comite Argentino de Lucha Anti-Imperialisto,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197205120002,1972,5,12,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",U.S. Firm,217,United States,"","","","","","","","","","","","","","","","",Comite Argentino de Lucha Anti-Imperialisto,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197205120003,1972,5,12,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",U.S. Firm,217,United States,"","","","","","","","","","","","","","","","",Comite Argentino de Lucha Anti-Imperialisto,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197205120004,1972,5,12,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",U.S. Firm,217,United States,"","","","","","","","","","","","","","","","",Comite Argentino de Lucha Anti-Imperialisto,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197205270002,1972,5,27,"",0,"",11,3,South America,Buenos Aires,Ciudadela,-34.68631,-58.528473,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,"",601st Communications Group,11,Argentina,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,5,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,"","","","","","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197206090001,1972,6,9,"",0,"",11,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","",U.S. Firms (4 firms),217,United States,"","","","","","","","","","","","","","","","",Montoneros (Argentina),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),15000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
