199211200008,1992,11,20,"",0,"",37,11,Sub-Saharan Africa,Littoral,Douala,4.05,9.7,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"",Imprimerie Populaire Printing Works (Prints anti-govt publications),37,Cameroon,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199401030005,1994,1,3,"",0,"",37,11,Sub-Saharan Africa,Extreme-North,Hile - Alifa Region,12.673727,14.284159,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,103,Bridge/Car Tunnel,Choa Arabs,Choa Arab Bridge,37,Cameroon,"","","","","","","","","","","","","","","","",Kotoko Tribal Group,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,12,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199401170003,1994,1,17,"",0,"",37,11,Sub-Saharan Africa,Extreme-North,Fotokol,12.379026,14.224362,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Choa - Arab Tribal Group,Group of members,37,Cameroon,"","","","","","","","","","","","","","","","",Kotoko Tribal Group,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",7,"","",6,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199401180003,1994,1,18,"",0,"",37,11,Sub-Saharan Africa,Extreme-North,Unknown,10.142427,15.474179,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Military,unit,37,Cameroon,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,9,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199402170008,1994,2,17,"",0,"",37,11,Sub-Saharan Africa,Extreme-North,Karena,12.092843,14.840831,1,0,"","",1,1,1,-9,"","",0,1,0,5,Hostage Taking (Barricade Incident),"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Government,Village of Kardena,37,Cameroon,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,3,"","",0,"","",1,"","","","",0,"","","","","","",1,1720,"","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199403190007,1994,3,19,"",0,"",37,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",0,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Government,Village of Kounze Akou,37,Cameroon,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199405230006,1994,5,23,"",0,"",37,11,Sub-Saharan Africa,Extreme-North,Unknown,11.076193,14.568456,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,37,Cameroon,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199503060004,1995,3,6,"",0,"",37,11,Sub-Saharan Africa,Central,Yadunde,3.866667,11.516667,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",French Dip Vehicle,69,France,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",1,"","",0,"","","","",1,-99,0,"","","",Cameroon,0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199506100004,1995,6,10,"",0,"",37,11,Sub-Saharan Africa,Northwest,Unknown,6.470374,10.439656,4,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,"",Village,37,Cameroon,"","","","","","","","","","","","","","","","",Tribal Clash,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",5,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199804060001,1998,4,6,"",0,"",37,11,Sub-Saharan Africa,Adamawa,Banyo,6.748127,11.805761,1,0,"","04/06/1998: A bomb exploded in the center of Banio, Cameroon, causing significant damage to several public and administrative buildings. There were no casualties reported and the assailants were unknown.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","","Buildings in Banio, Cameroon",37,Cameroon,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",-9,"","","","","","","","",-9,6,Explosives,12,Remote Trigger,"","","","","","","","","","","","","","","","","","","",1,2,Major (likely >= $1 million but < $1 billion),"",Several administrative and public buildings were damaged.,0,"","","","","","","","","","","","","","","","","\"\"\"Cameroon - Bomb Blast Rocks Town Near Nigerian Border","\"\" Paris Radio France Internationale",April 10,"1998\"","","",CETIS,-9,-9
