201504040024,2015,4,4,"",1,"",33,11,Sub-Saharan Africa,Sahel,Tambao,14.781106,0.013595,1,0,"","04/04/2015: Assailants opened fire on a Pan African Minerals manganese mine in Tambao, Sahel region, Burkina Faso. At least two people, including a National Police of Burkina Faso officer, were injured and Romanian security guard was kidnapped in the assault. The whereabouts of the hostage are unknown. Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood) and Movement for Oneness and Jihad in West Africa (MUJAO), two groups that reportedly merged into Al-Mourabitoun, claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,"","",3,Police,25,Police Security Forces/Officers,National Police of Burkina Faso,Officer,33,Burkina Faso,1,Business,10,Mining,Pan African Minerals,Workers,33,Burkina Faso,1,Business,10,Mining,Pan African Minerals,Security Guard,166,Romania,Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),"",Movement for Oneness and Jihad in West Africa (MUJAO),"","","","",0,0,"",0,5,0,1,4,E-mail,1,4,E-mail,"","","",0,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","","",0,0,2,0,0,0,"","","","",1,1,0,"",-99,"","",-9,"","","","","",7,Unknown,-99,"","\"\"\"Militant Group Says It Has Romanian Hostage","\"\" New York Times",May 19,"2015.\"","\"\"\"Jihadist Group Says Holding Kidnapped Romanian","\"\" AFP (World Service)",May 19,"2015.\"","\"\"\"Gunmen kidnap Romanian from Burkina Faso mine near Mali border"
201508230059,2015,8,23,"",0,"",33,11,Sub-Saharan Africa,Sahel,Oursi,14.678733,-0.462031,1,0,"","08/23/2015: Assailants overtook a police station in Oursi town, Oudalan region, Burkina Faso. At least one officer was killed and another person (either an officer or the daughter of a commander) was injured in the assault. The assailants claimed responsibility in the name of Boko Haram, but this connection was not verified.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)",National Gendarmerie,Police Station,33,Burkina Faso,"","","","","","","","","","","","","","","","",Boko Haram,"","","","","","The specific motive is unknown; however, sources suspected that the attack, which targeted Christians, may have been part of a larger trend of sectarian violence between Burkina Faso's Christian minority and Muslim majority communities.",1,"","",0,-99,0,1,8,Personal claim,"","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,1,0,0,-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty numbers for this attack conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","\"\"\"Burkina Faso says unidentified gunmen attack police post","\"\" Reuters Africa",August 24,"2015.\"","\"\"\"Suspected Islamic militants launch attack in Burkina Faso near border with Mali",official says,"\"\" The Canadian Press",August 24,"2015.\""
201508240057,2015,8,24,"",0,"",33,11,Sub-Saharan Africa,Centre-Nord,Pissila,13.161943,-0.814918,1,0,"","08/24/2015: Assailants attacked a Radio Manegmoogo station in Pissila town, Sanmatenga province, Burkina Faso. The security guard outside the station was injured and the station was set on fire. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",10,Journalists & Media,54,Radio Journalist/Staff/Facility,Radio Manegmoogo,Radio Station,33,Burkina Faso,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,13,Unknown,"","","","","","","","","","","",0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A radio station and an unknown number of solar panels were damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Senegal: CPJ condemns arson attack on independent radio station in Burkina Faso","\"\" Panapress.com",August 28,"2015.\"","","",START Primary Collection,-9,-9
201509170116,2015,9,17,"",1,"",33,11,Sub-Saharan Africa,Centre,Ouagadougou,12.347598,-1.538065,1,0,"","09/17/2015: Members of the presidential guard loyal to ousted president Blaise Compaore stormed a cabinet meeting in Ouagadougou, Centre region, Burkina Faso. The assailants declared a military takeover on national television and held the acting President Michel Kafando, Prime Minister Yacouba Isaac Zida, and two other cabinet members hostage for five days before releasing them and declaring an end to the coup on September 22, 2015. During the coup, soldiers violently suppresed protesters, reportedly killing at least 10 and injuring more than 123.",1,1,1,0,"","",0,1,0,5,Hostage Taking (Barricade Incident),2,Armed Assault,"","",2,Government (General),17,Head of State,Government of Burkina Faso,Interim President Michel Kafando,33,Burkina Faso,2,Government (General),18,"Government Personnel (excluding police, military)",Government of Burkina Faso,Cabinet Members,33,Burkina Faso,2,Government (General),17,Head of State,Government of Burkina Faso,Prime Minister Yacouba Isaac Zida,33,Burkina Faso,Unknown,"","","","","","The specific motive is unknown; however, sources noted that the attack may have been the result of acts to take away the privileges of former President Blaise Compaore's presidential guard.",0,"","",0,-99,0,1,8,Personal claim,"","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",10,0,0,123,0,0,-9,"","","","",1,4,0,"",5,"","",0,"","","","","",2,Hostage(s) released by perpetrators,4,This incident occurred within the context of a coup.,"\"\"\"Burkina Faso's president back in charge as coup fails","\"\" Reuters",September 24,"2015.\"","\"\"\"Burkina Faso coup: Michel Kafando reinstated as president","\"\" BBC",September 23,"2015.\"","\"\"\"Burkina Faso�s president �back in charge� after coup"
201510090001,2015,10,9,"",1,"",33,11,Sub-Saharan Africa,Hauts-Bassins,Samorogouan,11.389358,-4.933291,1,0,"","10/09/2015: Approximately fifty assailants attacked a gendarmerie brigade in Samorogouan department, Kenedougou province, Burkina Faso. At least four people were killed and four were injured in the attack. Additionally, one gendarmerie was abducted during the attack; his whereabouts are unknown. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,"","",3,Police,25,Police Security Forces/Officers,National Gendarmerie,Brigade,33,Burkina Faso,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,50,0,0,"","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","",Kalashnikov assault rifles and sharp weapons were used in the attack.,4,0,1,4,0,0,0,"","","","",1,1,0,"",-99,"","",0,"","","","","",7,Unknown,-99,"","\"\"\"Burkina Faso gov't blames coup plotters for attack on gendarmerie brigade","\"\" Xinhua General News Service",October 10,"2015.\"","\"\"\"Gunmen kill three Burkina Faso gendarmes near Mali border","\"\" Reuters Africa",October 9,"2015.\"","\"\"\"Armed group kills three Burkina Faso police near Mali border"
201511290029,2015,11,29,2015-11-29 00:00:00,0,"",33,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","11/29/2015: Assailants attacked a van transporting money in an unknown location in Burkina Faso. One person was killed and another person was wounded in the attack. No group claimed responsibility for the incident; however, sources suspected that Muslim fundamentalists were involved.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,10,Mining,Unknown,Truck of Gold Mine,33,Burkina Faso,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Rocket launchers were used in the attack.,1,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Terrorism Digest 29-30 November 2015","\"\" BBC Monitoring",November 29,"2015.\"","","",START Primary Collection,-9,-9
201601150001,2016,1,15,"",0,"",33,11,Sub-Saharan Africa,Centre,Ouagadougou,12.347598,-1.538065,1,0,"","01/15/2016: Assailants armed with explosive devices and firearms attacked the Splendid Hotel in Ouagadougou, Centre region, Burkina Faso. At least 126 people were held hostage inside the hotel until security forces rescued them the following day. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",1,1,1,0,"","",1,1,0,5,Hostage Taking (Barricade Incident),3,Bombing/Explosion,2,Armed Assault,1,Business,8,Hotel/Resort,Splendid Hotel,Hotel,33,Burkina Faso,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,"","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),Al-Mourabitoun,"","","","",Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.,0,"","",0,6,0,1,4,E-mail,"","","","","","","",6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,18,Arson/Fire,"","","","","Explosive devices, AK-47 assault rifles, and fire were used in the attack.",13,0,3,11,0,0,1,3,Minor (likely < $1 million),-99,A hotel was damaged in this attack.,1,126,0,-99,"","","",0,"","","","","",2,Hostage(s) released by perpetrators,126,"Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201601150001, 201601150002, and 201601160001. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","\"\"\"29 Killed",Including 10 Foreigners,In Al Qaeda Attack On Burkina Hotel,"\"\" AFP (World Service)",January 17,"2016.\"","\"\"\"Security Forces Hunt Possible Surviving Burkina Hotel Attackers","\"\" AFP (World Service)",January 17
201601150002,2016,1,15,"",0,"",33,11,Sub-Saharan Africa,Centre,Ouagadougou,12.347598,-1.538065,1,0,"","01/15/2016: Assailants armed with explosive devices and firearms attacked the Cappuccino Cafe in Ouagadougou, Centre region, Burkina Faso. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,2,Armed Assault,"","",1,Business,2,Restaurant/Bar/Caf�,Cappuccino Cafe,Cafe,33,Burkina Faso,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,"","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),Al-Mourabitoun,"","","","",Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.,0,"","",0,6,0,1,4,E-mail,"","","","","","","",6,Explosives,7,Grenade,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","Grenades, other explosive devices, and AK-47 assault rifles were used in the attack.",10,1,0,11,0,0,1,3,Minor (likely < $1 million),-99,A cafe was damaged in this attack.,0,"","","","","","","","","","","","","","","","The victims included Mike Riddering, Leila Alaoui and Mahamadi Ouedraogo. Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201601150001, 201601150002, and 201601160001. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","\"\"\"American killed in Burkina Faso attack moved there to work at orphanage","\"\" CNN",January 17,"2016.\"","\"\"\"29 Killed",Including 10 Foreigners,In Al Qaeda Attack On Burkina Hotel,"\"\" AFP (World Service)",January 17
201601150003,2016,1,15,"",1,"",33,11,Sub-Saharan Africa,Sahel,Djibo,14.093442,-1.634078,1,0,"","01/15/2016: Assailants abducted two Australian surgical clinic managers, Jocelyn Elliott and Ken Elliott, in Djibo, Sahel region, Burkina Faso. Jocelyn was released on February 6, 2016 while the whereabouts of Ken are unknown. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,"Surgical Clinic Managers: Jocelyn Elliott, Ken Elliott",14,Australia,"","","","","","","","","","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),Emirate of the Sahara,"","","","","",0,"","",0,-99,0,1,8,Personal claim,"","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","",0,0,"",0,0,0,"","","","",1,2,0,"",-99,"","",0,"","","","","",6,Combination,1,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","\"\"\"Australian woman freed by al Qaeda-linked kidnappers","\"\" CNN",February 6,"2016.\"","\"\"\"Burkina President Vows To Do 'All Possible' For Kidnapped Australian Pair","\"\" AFP (World Service)",January 25,"2016.\"","\"\"\"Security Forces Hunt Possible Surviving Burkina Hotel Attackers"
201601150037,2016,1,15,"",0,"",33,11,Sub-Saharan Africa,Sahel,Tin Abao,15.002222,-0.349444,1,0,"","01/15/2016: Assailants opened fire on a local official in Tin Abao village, Sahel region, Burkina Faso. At least two people, including one soldier, were killed and two other people were injured in the assault. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,75,Village/City/Town/Suburb,Tin Abao Village,Village,33,Burkina Faso,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,20,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"3 Burkina Faso Attackers Still at Large",French Say,"\"\" The New York Times",January 20,"2016.\"","\"\"\"At least 20 dead in ongoing Al Qaeda siege at Burkina Faso hotel","\"\" Daily Nation",January 16,"2016.\""
201601160001,2016,1,16,"",0,"",33,11,Sub-Saharan Africa,Centre,Ouagadougou,12.347598,-1.538065,1,0,"","01/16/2016: Assailants armed with explosive devices and firearms attacked the Ybi Hotel in Ouagadougou, Centre region, Burkina Faso. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",1,Business,8,Hotel/Resort,Ybi Hotel,Hotel,33,Burkina Faso,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,"","","","","","","","",Al-Qaida in the Islamic Maghreb (AQIM),Al-Mourabitoun,"","","","",Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.,0,"","",0,-99,0,1,4,E-mail,"","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",AK-47 assault rifles were used in the attack.,11,0,1,11,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201601150001, 201601150002, and 201601160001. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","\"\"\"Security Forces Hunt Possible Surviving Burkina Hotel Attackers","\"\" AFP (World Service)",January 17,"2016.\"","\"\"\"Burkina Faso attack demonstrates al Qaeda revival in Africa","\"\" CNN",January 16,"2016.\"","\"\"\"Three attackers from Burkina al Qaeda assault still at large"
201605170036,2016,5,17,"",0,"",33,11,Sub-Saharan Africa,Sahel,Koutougou,14.666613,-1.010994,2,0,"","05/17/2016: Assailants opened fire on a police station in Koutougou, Sahel, Burkina Faso. Two police officers were wounded in the assault. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,"","",3,Police,22,"Police Building (headquarters, station, school)",National Police,Police Station,33,Burkina Faso,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,"","","","","","","","","",0,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A shed was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Attack on Far North Burkina Police Station Suspected Terror Act","\"\" BBC Online",May 18,"2016.\"","\"\"\"2 Burkina Police Hurt As Gunmen Storm Police Station","\"\" AFP (World Service)",May 18,"2016.\"","\"\"\"Unknown gunmen attack Burkina Faso police post near border"
201605310015,2016,5,31,"",0,"",33,11,Sub-Saharan Africa,Sahel,Intamgom,14.100087,-0.149499,2,0,"","05/31/2016: Assailants opened fire on a police station in Intamgom, Sahel, Burkina Faso. Three police officers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)",National Police,Police Station,33,Burkina Faso,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",3,0,0,0,0,0,1,4,Unknown,-99,An unspecified number of weapons were stolen in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"3 Burkina Police Killed In Attack Near Mali","\"\" AFP (World Service)",June 1,"2016.\"","\"\"\"4 killed in attacks on UN peacekeeping efforts in Mali","\"\" The Canadian Press",June 1,"2016.\"","\"\"\"Burkina Faso suspects jihadists carried out deadly police station attack"
201609020064,2016,9,1,"",0,"",33,11,Sub-Saharan Africa,Sahel,Markoye,14.642233,0.035943,1,0,"","09/01/2016: Assailants attacked a border post in Markoye, Sahel, Burkina Faso. A customs officer was killed and two people were injured in the assault. The Islamic State in the Greater Sahara (ISGS) claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",3,Police,22,"Police Building (headquarters, station, school)",National Gendarmerie,Border Post,33,Burkina Faso,"","","","","","","","","","","","","","","","",Islamic State in the Greater Sahara (ISGS),"","","","","","",0,"","",0,-99,0,1,4,E-mail,"","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,0,0,2,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","\"\"\"Burkina Faso Border Post Attacked by Suspected Militants","\"\" Bloomberg",September 2,"2016.\"","\"\"\"Hosted Product: AQIM Newsletter 07 September 2016","\"\" Al Qa'ida in the Islamic Maghreb Newsletter",September 7,"2016.\"","\"\"\"Burkina Faso Border Post Attacked by Suspected Militants"
