197106110001,1971,6,11,"",0,"",406,10,Middle East & North Africa,Adan,Aden,12.825647,44.846416,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",11,Maritime,59,Oil Tanker,"",Israeli Oil Tanker Coral Sea,97,Israel,"","","","","","","","","","","","","","","","",Popular Front for the Liberation of Palestine (PFLP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Rockets,0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,1,1,""
198301200014,1983,1,20,"",0,"",406,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,-9,"","",0,1,0,4,Hijacking,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),Al-Yanda,Boeing 707,228,Yemen,"","","","","","","","","","","","","","","","",Palestinians,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",2,"","",0,"","","","",1,-99,0,"","","Djibouti, Africa","Djibouti, Africa",0,"","","","","",7,Unknown,54,"","","","",PGIS,1,1,1,1,""
