199411110007,1994,11,11,"",0,"",73,11,Sub-Saharan Africa,Banjul,Banjul,13.453056,-16.5775,1,0,"","",1,1,1,0,"","",0,0,0,9,Unknown,"","","","",2,Government (General),17,Head of State,"",President,73,Gambia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",13,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199501270003,1995,1,27,"",0,"",73,11,Sub-Saharan Africa,Banjul,Banjul,13.453056,-16.5775,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),17,Head of State,unk,Gambian President,73,Gambia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200008170003,2000,8,17,"",0,"",73,11,Sub-Saharan Africa,Banjul,Banjul,13.453056,-16.5775,1,0,"",08/17/2000: A group of unknown perpetrators committed an arson attack on Radio One FM in Gambia during which its proprietor George Christensen and his night watchman sustained severe injuries.,1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",10,Journalists & Media,54,Radio Journalist/Staff/Facility,Gambia Radio,Radio 1 FM in Gambia,73,Gambia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,10,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",The men who attacked the station sprayed tear gas on the proprietor and a staff member who suffered serious injuries. Later they set fires inside Radio One's facilities.,0,0,0,2,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","",The arson attack came in the wake of continuous harassment of journalists of the independent press in Gambia.,"�Gambia: Public condemns Radio 1 FM arson attack,� The Independent, August 21, 2000.","�Gambia; WAJA, GPU condemn arson attack on Radio 1FM,� Africa News, August 21, 2000.","",CETIS,-9,-9,0,-9,""
