201506260001,2015,6,26,"",0,"",106,10,Middle East & North Africa,Asimah,Kuwait,29.347702,47.94912,1,0,The incident occurred in the Sawaber neighborhood.,"06/26/2015: A suicide bomber detonated an explosives-laden vest at the Imam Sadiq Mosque in Sawaber neighborhood, Kuwait city, Asimah governorate, Kuwait. In addition to the bomber, 27 people were killed and 227 others were injured in the blast. The Najd Province of the Islamic State claimed responsibility for the incident and stated that the mosque was targeted for spreading Shia teachings among Sunnis.",1,1,1,0,"","",0,1,1,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Imam Sadiq Mosque,Mosque,106,Kuwait,"","","","","","","","","","","","","","","","",Najd Province of the Islamic State,"","","","","",The Najd Province of the Islamic State claimed responsibility for the incident and stated that the mosque was targeted for spreading Shiite teachings among Sunnis.,0,"","",0,1,0,1,7,"Posted to website, blog, etc.","","","","","","","",6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","","","","","",An explosives-laden vest was used in the attack.,28,0,1,227,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,0,"","","","","","","","","","","","","","","","Casualty figures for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","\"\"\"2 Indians among 26 killed in suicide attack in Kuwait mosque","\"\" Philippines News Agency",June 28,"2015.\"","\"\"\"Kuwait says mosque bomber was Saudi","\"\" Xinhua General News Service",June 28,"2015.\"","\"\"\"ISIL claims responsibility for Kuwait Shia mosque blast"
201602250037,2016,2,24,"February 21-27, 2016",0,"",106,10,Middle East & North Africa,Asimah,Kuwait,29.347702,47.94912,1,0,"","02/00/2016: Sometime between February 21, 2016 and February 27, 2016, an assailant rammed his car into a group of police officers in Kuwait City, Asimah, Kuwait. At least one police officer was killed in the attack. No group claimed responsibility; however, police officers arrested Abdulaziz Al-Shamlan, a Muslim extremist, who claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Kuwait Police,Officers,106,Kuwait,"","","","","","","","","","","","","","","","",Muslim extremists,"","","","","","",0,"","",0,1,1,1,8,Personal claim,"","","","","","","",10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","","","","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Kuwaiti minister hints driver who killed policeman may be a militant","\"\" Reuters Africa",February 29,"2016.\"","\"\"\"Death driver a 'militant'","\"\" The Mirror (The Daily Mirror and The Sunday Mirror)",March 1,"2016.\"","\"\"\"Minister hints driver who killed policeman may be a militant"
201610080022,2016,10,8,"",0,"",106,10,Middle East & North Africa,Unknown,Unknown,"","",5,0,"","10/08/2016: An assailant rammed a garbage truck into a vehicle carrying United States military personnel in Kuwait. The assailant was injured in the attack. The assailant, identified as Ibrahim Sulaiman, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,0,1,1,Insurgency/Guerilla Action,0,0,1,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),United States Armed Forces,Vehicle,217,United States,"","","","","","","","","","","","","","","","",Jihadi-inspired extremists,"","","","","","An unaffiliated individual, identified as Ibrahim Sulaiman, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",0,"","",1,1,1,1,5,Note left at scene,"","","","","","","",6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),"","","","","","","","",An explosives-laden garbage truck and an explosives-laden belt were used in the attack.,0,0,0,1,0,1,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Truck-attack driver in Kuwait admits links to terror group Daesh","\"\" Gulf News (United Arab Emirates)",October 10,"2016.\"","\"\"\"Kuwait arrests suspected Islamist after truck attack on Americans","\"\" Reuters UK",October 8,"2016.\"","\"\"\"Kuwait arrests 'IS member' over US truck-ramming attack"
