201503050050,2015,3,5,"",0,"",184,4,East Asia,Seoul,Seoul,37.572525,126.975643,1,0,"","03/05/2015: An assailant attacked Mark Lippert with a knife in Seoul city, Seoul province, South Korea. Lippert, the United Stated (US) Ambassador to South Korea, was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to an individual, identified as Kim Ki-Jong.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",United States Department of State,Ambassador to South Korea: Mark Lippert,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","The specific motive is unknown; however, sources posited that Kim Ki-Jong, the individual who carried out the attack, opposed military operations that the United States and South Korea jointly conduct.",0,"","",1,1,1,0,"","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",A kitchen knife was used in the attack.,0,0,0,1,1,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"U.S. ambassador to South Korea slashed in face by assailant","\"\" Reuters",March 4,"2015.\"","\"\"\"US ambassador in Seoul injured in attack by armed assailant: Reports","\"\" Straits Times",March 4,"2015.\"","\"\"\"S. Korea police probe US envoy attacker's links with North"
201612010112,2016,12,1,"",0,"",184,4,East Asia,Gyeongsangbuk-do,Gumi,36.119485,128.344573,1,0,"","\"12/01/2016: An assailant set fire to the Memorial of President Park Chung-hee in Gumi, Gyeongsangbuk-do, South Korea. There were no reported casualties in the attack. An assailant, identified as Baek, claimed responsibility for the incident in a note left at the scene that stated \"\"Park Geun-hye must kill herself","before disgracing her father.\"\"\"",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,80,Memorial/Cemetery/Monument,Unknown,Memorial of President Park Chung-hee,184,South Korea,"","","","","","","","","","","","","","","","",Anti-Park extremists,"","","","","","\"An unaffiliated individual, identified as Baek, claimed responsibility for the incident and stated in a note left at the scene that \"\"Park Geun-hye must kill herself","before disgracing her father.\"\"\"",0,"","",1,1,1,1,5,Note left at scene,"","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),77000,A memorial was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Angry man sets ex-President's birthplace on fire '","\"\" Korea Times",December 1,"2016.\"","\"\"\"South Korean Daily: Arsonist Of Park Chung Hee's Birthplace Held","\"\" JoongAng Daily Online",December 4
