198805260005,1988,5,26,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,3,Bank/Commerce,Korea-U.S. (Koram) Bank,Bank,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198806130013,1988,6,13,"",0,"",184,4,East Asia,"",Daegu,35.871435,128.601445,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. Info Service,U.S. Cultural Center,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198807260005,1988,7,26,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",2,Government (General),17,Head of State,Govt,"Home, Former Pres.",184,South Korea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive - not detonated,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198809300006,1988,9,30,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,7,Facility/Infrastructure Attack,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,U.S. Army,Eighth Army Parking Lot,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198810140006,1988,10,14,"",0,"",184,4,East Asia,"",Gwangju,35.159545,126.852601,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. State Dept,U.S. Cultural Center,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198905300019,1989,5,30,"",0,"",184,4,East Asia,Gyeonggi,Pyeongtaek,37.089532,127.032699,1,1,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,U.S. Air Force,Osan Air Base Kun-Ni Bombing Range,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,100,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199004030004,1990,4,3,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Democratic Liberal Party,Seoul Chapter Office,184,South Korea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199005110001,1990,5,11,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",2,Government (General),21,Government Building/Facility/Office,Govt,Tax Communissioners Office,184,South Korea,"","","","","","","","","","","","","","","","",Do-or-Die Corps for the Abolition of Anti-Public Taxation Systems,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
199005260006,1990,5,26,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,0,"","",0,0,0,9,Unknown,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. State Dept.,embassy,217,United States,"","","","","","","","","","","","","","","","",Chondaehyop (Radical Student Coalition),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
199104080013,1991,4,8,"",0,"",184,4,East Asia,Incheon,Incheon,37.456256,126.705206,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),U.S. Military,Army Shuttle Bus,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199105040008,1991,5,4,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),U.S. Military,U.S. Military Van,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","",Rocks,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199106280002,1991,6,28,"",0,"",184,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. govt,U.S. cultural center,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199107180008,1991,7,18,"",0,"",184,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",2,Government (General),21,Government Building/Facility/Office,Agency in National Security Planning,office,184,South Korea,"","","","","","","","","","","","","","","","",Chonson Univ. students,"","","","","","",0,"","",0,100,"","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Molotov cocktails (30),"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199111010006,1991,11,1,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,0,"","",0,0,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,U.S. Sate Dept,U.S. Information Service Facility,217,United States,"","","","","","","","","","","","","","","","",Kyongbuk University Dental College Students,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
199111140008,1991,11,14,"",0,"",184,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",3,Police,22,"Police Building (headquarters, station, school)",Police,Station,184,South Korea,"","","","","","","","","","","","","","","","",Student Demonstrators,"","","","","","",0,"","",0,600,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",1,40,0,"","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199205140018,1992,5,14,"",0,"",184,4,East Asia,South Jeolla,Muan-gun,34.990454,126.481686,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Police,Substation,184,South Korea,"","","","","","","","","","","","","","","","",Student Radicals,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199208040003,1992,8,4,"",0,"",184,4,East Asia,Gyeonggi,Uijeongbu,37.738098,127.033682,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Military,Army NCO *,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","",Metal object,1,1,"",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199209230025,1992,9,23,"",0,"",184,4,East Asia,"",Incheon,37.456256,126.705206,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","",An Tu Hui,184,South Korea,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,0,"","",0,"","",0,"","","","",1,1,0,"","","",South Korea,0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199407270002,1994,7,27,"",0,"",184,4,East Asia,"",Seongnam,37.444917,127.138868,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Kyonggi South Promotional HQ of The Pan National *,"","","","","","","","","","","","","","","","","","","",Shop owners,"","","","","","",0,"","",0,40,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,-9,-9,""
199408040003,1994,8,4,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,-9,"","",0,1,0,8,Unarmed Assault,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Police,"Suspected police informer Chon Kwi-Hui, 38",184,South Korea,"","","","","","","","","","","","","","","","",Korea Univ. Students,"","","","","","",0,"","",0,6,"","","","","","","","","","","",9,Melee,22,"Hands, Feet, Fists","","","","","","","","","","","","",Beaten,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
199501190005,1995,1,19,"",0,"",184,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",3,Police,22,"Police Building (headquarters, station, school)",Police,U/I Police substation,184,South Korea,"","","","","","","","","","","","","","","","",Namchong-Nyon Students,"","","","","","",0,"","",0,100,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199505160001,1995,5,16,"",0,"",184,4,East Asia,Incheon,Incheon,37.456256,126.705206,1,0,"","",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",2,Government (General),21,Government Building/Facility/Office,Government,Mayor's office,184,South Korea,"","","","","","","","","","","","","","","","",Students,"","","","","","",0,"","",0,11,"","","","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","",Steel pipes,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199506000001,1995,6,0,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Japense State Dept,Japense cultural center,101,Japan,"","","","","","","","","","","","","","","","",Student Radicals,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
199510160008,1995,10,16,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Democratic Liberal Party (DLP),DLP offices,184,South Korea,"","","","","","","","","","","","","","","","",Students,"","","","","","",0,"","",0,13,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199608130004,1996,8,13,"",0,"",184,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,"","",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),government,Police Buses,184,South Korea,"","","","","","","","","","","","","","","","",Hanchongryun,Student Militants,"","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,21,Blunt Object,"","","","","","","","","","","","",Stones,0,"","",30,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200102040008,2001,2,3,"",0,"",184,4,East Asia,Yeongnam,Daegu,35.871435,128.601445,1,0,Outside of the Taegu Civil Stadium,"2/3/2001: A bomb hidden in a briefcase was discovered outside of the Civil Stadium in Taegu, Yeongnam, South Korea.  Two individuals driving by spotted the briefcase, brought it into their van, and tried opening it.  The briefcase exploded, causing minor injuries to both individuals.  No group has claimed responsibility for the device.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,A stadium,Taegu Civil Stadium,184,South Korea,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Any civilian that opened the briefcase,184,South Korea,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",A bomb hidden in a briefcase,0,0,0,2,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Two injured as booby-trapped briefcase explodes in South Korea","\"\" Associated Press",February 4,"2001.\"","\"\"\"Explosive goes off in Taegu",injuring 2 people,"\"\" The Korea Herald",February 5,"2001.\""
