201505160090,2015,5,16,"",0,"",90,9,Eastern Europe,Budapest,Budapest,47.497912,19.040235,1,0,"","05/16/2015: An explosive device was discovered and defused on a bus in Budapest, Hungary. No group claimed responsibility for the incident.",0,1,1,1,2,Other Crime Type,0,0,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),Omega Group,Bus,166,Romania,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A homemade explosive device tied to a gasoline canister and hidden in a bag was used in the attack.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",There is doubt that this incident meets terrorism-related criteria. Authorities were investigating the incident as an attempted murder.,"\"\"\"Suspected   homemade   bomb   found on bus in Hungary","\"\" Agence France Presse -- English",May 18,"2015.\"","\"\"\"Terror Attack 'Unlikely' in Prague-Varna Bus Incident","\"\" Sofia News Agency",May 19,"2015.\"","\"\"\"Bomb found on bus that was supposed to pass through Romania"
201609240006,2016,9,24,"",0,"",90,9,Eastern Europe,Budapest,Budapest,47.505298,19.063486,1,0,The incident occurred near the Oktogon square area.,"09/24/2016: An explosive device detonated near a Rendorseg patrol in Budapest, Hungary. At least two officers were injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),Rendorseg,Patrol,90,Hungary,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,1,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",A homemade explosive device containing nails and other pieces of shrapnel was used in the attack.,0,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,Building windows and cars were damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Budapest - Homemade bomb attack on Hungary police 'attempted execution'","\"\" AFP (North European Service)",September 25,"2016.\"","\"\"\"Hungary arrests suspect over Budapest bombing","\"\" Deutsche Welle",October 20,"2016.\"","\"\"\"Unidentified explosion rocks Hungary's capital"
