197610050002,1976,10,5,"",0,"",61,2,Central America & Caribbean,Usulutan,Usulutan,13.344322,-88.437463,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,"",National Guard Garrision,61,El Salvador,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197610100002,1976,10,10,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","",Residence of a National Deputy,61,El Salvador,"","","","","","","","","","","","","","","","",Union Guerrera Blanca (UGB),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197701270001,1977,1,27,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,"","","",industrialist,61,El Salvador,"","","","","","","","","","","","","","","","",People's Revolutionary Army (ERP) (El Salvador),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,1,0,"","","",El Salvador,0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197702060001,1977,2,6,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Unk,"Jose Francisco Rene Chacon, Colonel",61,El Salvador,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197704190001,1977,4,19,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Salvador government,"Maurico Borgonovo, foreign minister",61,El Salvador,"","","","","","","","","","","","","","","","",People's Liberation Forces (FPL),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",1,1,0,"","","",El Salvador,1,0,"","","","",4,Hostage(s) killed (not during rescue attempt),1,"","","","",PGIS,0,0,0,0,""
197706240003,1977,6,24,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",10,Journalists & Media,54,Radio Journalist/Staff/Facility,"",radio station,61,El Salvador,"","","","","","","","","","","","","","","","",People's Liberation Forces (FPL),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,"","","","","","",1,3,Minor (likely < $1 million),1000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197709060001,1977,9,6,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,12,Construction,construction industry,"Elena Lima de Chiorato, wife Louis Chiorato, U.S. businessman",61,El Salvador,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,1,0,"","","",El Salvador,0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197709160001,1977,9,16,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",8,Educational Institution,50,Other Personnel,National Univ.,"CArlos Algaro Castillo, Rector of NAtional Univ. and Bodyguard*",61,El Salvador,"","","","","","","","","","","","","","","","",People's Liberation Forces (FPL),"","","","","","",0,"","",0,5,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,2,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
197800000002,1978,0,0,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,-9,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,7,Retail/Grocery/Bakery,Mckann Ericsson (Anssian advertising firm),"Mauricio Sandoval, executive",61,El Salvador,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,2,0,"","","",El Salvador,0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197802030001,1978,2,3,"",0,"",61,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)","",U.N. Information Center,422,International,"","","","","","","","","","","","","","","","",Popular Revolutionary Bloc (BPR),"","","","","","",0,"","",0,24,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistols,0,"","",0,"","",0,"","","","",1,7,0,0,"","","",0,"","","","","",2,Hostage(s) released by perpetrators,7,"","","","",PGIS,0,1,1,1,""
