201007100006,2010,7,10,"",0,"",207,2,Central America & Caribbean,Sangre Grande Regional Corporation,Valencia,10.648243,-61.198443,1,0,"The attack took place at the residence of a police officer in Valencia, Sangre Grande Regional Corporation, Trinidad and Tobago.","07/10/2010: On Saturday night at 0200, in Valencia, Sangre Grande Regional Corporation, Trinidad and Tobago, a police officer's home was firebombed, damaging the residence. Investigators believe a Molotov Cocktail was used in the attack. There were no reported casualties and no group claimed responsibility.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,"","","","",3,Police,25,Police Security Forces/Officers,Trinidad and Tobago Law Enforcement,A police officer�s home was targeted during the attack.,207,Trinidad and Tobago,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The residence was damaged in the attack.,0,"","","","","","","","","","","","","","","","","\"News Day, \"\"Cop's Home Firebombed","\"\" News Day",July 12,2010,http://www.newsday.co.tt/news/0,"123867.html.\"","","",ISVG
201310100039,2013,10,10,"",0,"",207,2,Central America & Caribbean,Tobago,Roxborough,11.250852,-60.576499,1,0,"","10/10/2013: An assailant set fire to a constituency office of the People's National Movement (PNM) in Roxborough city, Tobago island, Trinidad and Tobago. There were no casualties in the attack; however, the blaze caused approximately $800 in damage to office furniture. This was the first attack on this office on this day. No group claimed responsibility for the incident.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,People's National Movement (PNM),Office Building,207,Trinidad and Tobago,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,1,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),800,Some furniture and posters were destroyed in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Arson attack on Sandy's office","\"\" Trinidad Express",October 12,"2013.\"","\"\"\"Arson attack at PNM Roxborough constituency office: reports","\"\" Trinidad Guardian",October 11,"2013.\"",""
201310100040,2013,10,10,2013-10-10 00:00:00,0,"",207,2,Central America & Caribbean,Point Fortin,Guapo,10.179274,-61.64929,1,0,"","10/10/2013: Assailants set fire to an office of an election candidate representing the Movement for Social Justice in Guapo town, Point Fortin borough, Trinidad and Tobago. There were no casualties in the attack; however, the blaze caused minor damage to the office. No group claimed responsibility for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Movement for Social Justice,Leader: David Abdulah,207,Trinidad and Tobago,"","","","","","","","","","","","","","","","",Unknown,"","","","","","\"The specific motive is unknown; however, Leader of the Movement for Social Justice David Abdulah speculated that the attack was an attempt to intimidate Richards' campaign because she was \"\"making waves.\"\"\"",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Abdulah after Guapo arson attack: Stop the violence","\"\" Trinidad Guardian",October 11,"2013.\"","","",START Primary Collection,-9,-9
201310100041,2013,10,10,"",0,"",207,2,Central America & Caribbean,Tobago,Roxborough,11.250852,-60.576499,1,0,"","10/10/2013: An assailant set fire to a constituency office of the People's National Movement (PNM) in Roxborough city, Tobago island, Trinidad and Tobago. There were no casualties in the attack; however, the blaze caused an estimated $150,000 in damage to the office. This was the second arson attack on this office on this day. No group claimed responsibility for the incident.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,People's National Movement (PNM),Office Building,207,Trinidad and Tobago,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),150000,An office was damaged in this attack.,0,"","","","","","","","","","","","","","","","","\"\"\"Arson attack on Sandy's office","\"\" Trinidad Express",October 12,"2013.\"","\"\"\"Arson attack at PNM Roxborough constituency office: reports","\"\" Trinidad Guardian",October 11,"2013.\"",""
