197104030001,1971,4,3,"",0,"",185,8,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",8,Educational Institution,49,School/University/Educational Building,"",Institute of Secondary Studies,185,Spain,"","","","","","","","","","","","","","","","",Catalan Liberation Front (FAC),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200110120001,2001,10,12,"",0,"",185,8,Western Europe,Basque Country,Zurbano,42.871182,-2.61813,1,0,"","10/12/2001: A bomb was thrown at the home of Dolores Oleaga, a Popular Party Councilor in Zurbano, Alava Province, Spain. The bomb consisted of four camping gas cylinders (propane) and a fireworks rocket. The home was heavily damaged, with the roof half demolished and the inside of the home burned. No group claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Alava Provincial Government,Dolores Oleaga,185,Spain,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,17,Other Explosive Type,"","","","","","","","","","","","",An explosive device consisting of four camping gas cylinders and a firework rocket was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","The roof of the house partially collapsed, and the interior of the house was severely damaged by fire.",0,"","","","","","","","","","","","","","","","","\"\"\"Councilor's home wrecked in bomb attack in Spain�s Basque Country",� EFE,October 12,"2001.\"","","",CETIS,-9,-9
197104190002,1971,4,19,"",0,"",185,8,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,104,Highway/Road/Toll/Traffic Signal,"",Street,185,Spain,"","","","","","","","","","","","","","","","",Catalan Liberation Front (FAC),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200110120003,2001,10,12,"",0,"",185,8,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,0,"","10/12/2001: A car bomb exploded in an underground car park in Madrid, Spain, injuring 14 people. The bomb was in a Ford Fiesta, and caused massive damage to the parking lot and destroyed 66 cars. A call warning of an attack was placed by a man claiming to be a member of Euskadi ta Askatasuna (ETA), but the claim could not be confirmed.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Car Park,"Underground car park in Madrid, Spain",185,Spain,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","",Unknown,1,"","",0,"",0,1,3,Call (pre-incident),"","","","","","",-9,6,Explosives,15,Vehicle,"","","","","","","","","","","","",An explosives-laden Ford Fiesta was used in the attack.,0,0,0,14,0,0,1,2,Major (likely >= $1 million but < $1 billion),"","Major damage was done to the parking lot, and 66 cars were destroyed.",0,"","","","","","","","","","","","","","","","","�Car bomb explodes in Madrid,� United Press International, October 11, 2001.","\"\"\"Madrid car bomb near U.S. Marines injures 14 people",� Manchester Evening News,October 13,"2001.\"","",CETIS,0,1
197105020001,1971,5,2,"",0,"",185,8,Western Europe,Navarre,Pamplona,42.815372,-1.653616,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,54,Radio Journalist/Staff/Facility,"",Radio Requete station,185,Spain,"","","","","","","","","","","","","","","","",GAC,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,0,1,""
200111060001,2001,11,6,"",0,"",185,8,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,0,"","11/06/2001: A car bomb exploded on a busy road during rush hour in Madrid, Spain injuring 95 people. The attack was targeting Juan Junquera, the Secretary General of the Scientific Policy Department who was driving by at the time of the explosion. Euskadi ta Askatasuna (ETA) claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,1,Assassination,"","",2,Government (General),18,"Government Personnel (excluding police, military)",Scientific Policy Department,"Juan Junquera, Secretary General of the Scientific Policy Department",185,Spain,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","",Unknown,0,"","",0,"",2,1,1,Letter,"","","","","","",-9,6,Explosives,15,Vehicle,"","","","","","","","","","","","","",0,0,0,95,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","","Jean-Herve Deiller �60 injured as car bomb rocks Madrid suburb,� Agence France Presse, November 6, 2001.","","",CETIS,0,1,0,1,""
197105050002,1971,5,5,"",0,"",185,8,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"",Palace of Justice,185,Spain,"","","","","","","","","","","","","","","","",Catalan Liberation Front (FAC),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200111070001,2001,11,7,"",0,"",185,8,Western Europe,Basque Country,Getxo,43.344167,-3.006389,1,0,"","11/07/2001: Euskadi ta Askatasuna (ETA) members shot and killed a provincial judge in Getxo, Spain. Magistrate Jose Maria Lidon Corbi was shot at least twice in the back of the head as he drove out of his garage in Getxo, a neighborhood on the outskirts of the Basque port of Bilbao�",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),14,Judge/Attorney/Court,Spanish Judicial System,"Jose Maria Lidon Corbi, Spanish judge",185,Spain,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","",Unknown,0,"","",0,"",0,1,1,Letter,"","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","\"The assassination was designed to hit the Spanish judicial system, which ETA considers as \"\"another instrument of aggression used to punish Basque citizens and absolve those who oppress the Basque homeland.\"\"\"","�Basque separatists claim Madrid car bomb, judge�s murder,� Agence France Presse, November 15, 2001.","�ETA claims responsibility for car bomb in Madrid and killing of a judge in the Basque region,� Associated Press Worldstream, November 15, 2001.","�ETA claims responsibility for car bomb,� Associated Press Online, November 15, 2001.",CETIS,0,1,0,1,""
197105080001,1971,5,8,"",0,"",185,8,Western Europe,Gipuzcoa,Donostia-San Sebastian,43.291618,-1.977903,1,0,"","",1,1,1,0,"","",0,0,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",French,"unk, Consul",69,France,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,1,0,"","","",Spain,1,0,"","","","","","","","","","","",PGIS,0,1,1,1,""
200111200003,2001,11,0,"November 19-20, 2001",0,"",185,8,Western Europe,Basque Country,Bilbao,43.258434,-2.921819,1,0,A park in Bilbao,"\"11/19/2001: A bomb exploded in a park in Balbao, Biscay province, Spain.  The device was rigged to a banner that read \"\"Police are murderers.  ETA",kill them,"\"\"; it detonated when police tried to remove the banner.  Two officers were injured in the explosion.  No group claimed responsibility for the attack.\"",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Spanish police,Regional police officers in Bilbao,185,Spain,"","","","","","","","","","","","","","","","",Unknown,"","","","","",A banner attached to the explosive device urged ETA members to kill police officers.,0,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","The bomb was attached to the banner in such a way that when the banner was moved, the device exploded.",0,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",One source states that the incident occurred on the 19th; a second source states it happened on the 20th.,"\"\"\"Assailants kill two Basque police officer; ETA blamed","\"\" Associated Press",November 23,"2001.\"","\"\"\"Basque bombing injures two","\"\" CNN",November 21
197105290001,1971,5,29,"",0,"",185,8,Western Europe,Gipuzcoa,Donostia-San Sebastian,43.291618,-1.977903,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",French govt,"Henri Wolimer, french consul, san sebastian",69,France,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,0,"","","",Spain,0,"","","","","",3,Hostage(s) escaped (not during rescue attempt),1,"","","","",PGIS,0,1,1,1,""
200111230001,2001,11,23,"",0,"",185,8,Western Europe,Basque Country,Beasain,43.047076,-2.204605,1,0,"","11/23/2001: Two Basque regional police officers were shot dead while directing traffic in Beasain, Guipuzcoa Province, Spain. Authorities suspected that the Euskadi Ta Askatasuna (ETA) was responsible for the incident.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,Basque Regional Police,Basque regional police officers in Beasain,185,Spain,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","",Unknown,1,"","",0,2,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",2,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","In March 2001, the ETA claimed it would begin targeting Basque police officers.","\"\"\"Spain: Two Basque Police Officers Murdered by ETA As They Direct Traffic",� Madrid RNE Radio 1,November 23,"2001.\"","\"\"\"Spanish Rally Protests Latest Killings Blamed on Basques Separatists",� Associated Press Worldstream,November 24,"2001.\"","\"\"\"2 Basque Police Officers Are Killed; Separatist Group Is Blamed"
197106040001,1971,6,4,"",0,"",185,8,Western Europe,Valencia,Miramar,38.951603,-0.138765,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",16,Telecommunication,89,Television,"",Spanish Television Transformer,185,Spain,"","","","","","","","","","","","","","","","",Catalan Liberation Front (FAC),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200201010011,2002,1,1,"",0,"",185,8,Western Europe,Basque Country,Guernica,43.317073,-2.678975,1,0,"","01/01/2002: Approximately 40 hooded assailants hurled Molotov cocktails and other incendiary devices at a unidentified Spanish bank in Guernica, Spain. The perpetrators also assaulted local police patrols arriving on the scene. There were no reports of casualties. No one claimed responsibility for the incident but police suspected Euskadi ta Askatasuna (ETA) involvement. This was one of four banks attacked.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,2,Armed Assault,"","",1,Business,3,Bank/Commerce,Spanish Bank,"Spanish bank branch in Guernica, Spain",185,Spain,3,Police,23,Police Patrol (including vehicles and convoys),Spanish Police,Guernica Police Patrols,185,Spain,"","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","",Unknown,1,"","",0,40,0,0,"","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","",Molotov cocktails and other incendiary devices were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The bank's windows were smashed.,0,"","","","","","","","","","","","","","","","","�Hooded attackers hurl Molotov cocktails in Basque country,� Agence France Presse, January 2, 2002.","","",CETIS,0,1,0,1,"200201010011, 200201010012, 200201010013, 200201010014"
