200902040003,2009,2,3,"",0,"",12,7,Central Asia,Yerevan,Yerevan,40.17857,44.535763,1,0,"That assassination took place outside of the deputy police chief of Armenia's home in Yerevan, Armenia.","02/03/2009: On Wednesday, the deputy police chief of Armenia, Gevork Mgerian, was assassinated outside of his home in Yerevan. No group claimed responsiblity for the attack.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",3,Police,25,Police Security Forces/Officers,"","The deputy police chief of Armenia, Gevork Mgerian, was targeted in Yerevan, Armenia.",12,Armenia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",The specific motive for the attack is unknown.,0,"","",0,-99,0,0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",Unknown weapons were used in the attack.,1,0,0,0,0,0,-9,4,Unknown,"",It is unknown if the attack caused any property damage.,0,"","","","","","","","","","","","","","","",No details about the circumstances of the attack were reported.,"\"BBC Monitoring Trans Caucasus Unit, \"\"Murder of Top Police Official \"\"Serious Blow\"\" - Armenian Police Chief","\"\" LexisNexis Academic",Arminfo,February 04,"2009.\"","\"BBC Monitoring Trans Caucasus Unit, \"\"Murder of Top Police Official \"\"Serious Blow\"\" - Armenian Police Chief","\"\" LexisNexis Academic",Arminfo,February 04
201301310023,2013,1,31,"",0,"",12,7,Central Asia,Yerevan,Yerevan,40.17857,44.535763,1,0,At the target's house in the city,"01/31/2013: A gunman shot and injured a presidential candidate in Yerevan city, Yerevan, Armenia. Paruyr Harikyan was a candidate for the Union for National Self-Determination Party. There was no claim of responsibility for this attack.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",14,Private Citizens & Property,84,Political Party Member/Rally,Union for National Self-Determination Party,Presidential Candidate: Paruyr Hayrikyan,12,Armenia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"CANDIDATE SHOT","\"\" Manawatu Standard",February 2,"2013.\"","\"\"\"Armenian Presidential elections could be postponed - PHOTO","\"\" Azeri-Press news agency (APA)",February 1,"2013.\"","\"\"\"Armenia presidential candidate   shot"
